등급,어휘,표준동형어번호,품사,어종,원어,의미,분야
2등급,염증,1,명사,한자어,炎症,"생체 조직이 손상을 입었을 때에 체내에서 일어나는 방어적 반응. 예를 들어 외상이나 화상, 세균 침입 따위에 대하여 몸의 일부에 충혈, 부종, 발열, 통증을 일으키는 증상이다.",전문어(생명)
2등급,영광,1,명사,한자어,榮光,빛나고 아름다운 영예.,일반어
2등급,영수증,0,명사,한자어,領收證,돈이나 물품 따위를 받은 사실을 표시하는 증서.,일반어
2등급,영양,5,명사,한자어,營養,"생물이 살아가는 데 필요한 에너지와 몸을 구성하는 성분을 외부에서 섭취하여 소화, 흡수, 순환, 호흡, 배설을 하는 과정. 또는 그것을 위하여 필요한 성분.",전문어(생명)
2등급,영양소,0,명사,한자어,營養素,"성장을 촉진하고 생리적 과정에 필요한 에너지를 공급하는 영양분이 있는 물질. 고등 동물에서는 탄수화물ㆍ지방ㆍ단백질ㆍ비타민ㆍ무기질 따위가 있고, 고등 식물에서는 질소ㆍ칼륨ㆍ인 따위가 있다.",전문어(생명)
2등급,영양제,0,명사,한자어,營養劑,영양을 보충하는 약. 각종 영양 성분을 배합하여 정제(錠劑)나 음료의 형태로 만들어 복용과 체내 흡수를 쉽게 하였다.,전문어(보건 일반)
2등급,영업,0,명사,한자어,營業,영리를 목적으로 하는 사업. 또는 그런 행위.,전문어(경제)
2등급,영역,3,명사,한자어,領域,"「1」한 나라의 주권이 미치는 범위. 영토, 영해, 영공으로 구성된다.
「2」활동, 기능, 효과, 관심 따위가 미치는 일정한 범위.",일반어/일반어
2등급,영재,3,명사,한자어,英才,뛰어난 재주. 또는 그런 사람.,일반어
2등급,영토,3,명사,한자어,領土,"국제법에서, 국가의 통치권이 미치는 구역. 흔히 토지로 이루어진 국가의 영역을 이르나 영해와 영공을 포함하는 경우도 있다.",전문어(법률)
2등급,영하,0,명사,한자어,零下,"섭씨온도계에서, 눈금이 0℃ 이하의 온도.",일반어
2등급,영향,4,명사,한자어,影響,어떤 사물의 효과나 작용이 다른 것에 미치는 일.,일반어
2등급,영혼,2,명사,한자어,靈魂,"「1」죽은 사람의 넋.
「2」육체에 깃들어 마음의 작용을 맡고 생명을 부여한다고 여겨지는 비물질적 실체.
「3」신령하여 불사불멸하는 정신.
「4」육체 밖에 따로 있다고 생각되는 정신적 실체.",일반어/일반어/전문어(가톨릭)/전문어(불교)
2등급,예,7,명사,한자어,例,"「1」본보기가 될 만한 사물.
「2」이미 잘 알고 있는 바를 가리킬 때 쓰는 말.
「3」관례나 의례를 통틀어 이르는 말.",일반어/일반어/일반어
2등급,예고,1,명사,한자어,豫告,미리 알림.,일반어
2등급,예고되다,0,동사,혼종어,豫告되다,미리 알려지다.,일반어
2등급,예민하다,1,형용사,혼종어,銳敏하다,"「1」무엇인가를 느끼는 능력이나 분석하고 판단하는 능력이 빠르고 뛰어나다.
「2」자극에 대한 반응이나 감각이 지나치게 날카롭다.
「3」어떤 문제의 성격이 여러 사람의 관심을 불러일으킬 만큼 중대하고 그 처리에 많은 갈등이 있는 상태에 있다.",일반어/일반어/일반어
2등급,예방하다,1,동사,혼종어,豫防하다,질병이나 재해 따위가 일어나기 전에 미리 대처하여 막다.,일반어
2등급,예보,0,명사,한자어,豫報,앞으로 일어날 일을 미리 알림. 또는 그런 보도.,일반어
2등급,예비,2,명사,한자어,豫備,"「1」필요할 때 쓰기 위하여 미리 마련하거나 갖추어 놓음.
「2」더 높은 단계로 넘어가거나 정식으로 하기 전에 그 준비로 미리 초보적으로 갖춤. 또는 그런 준비.",일반어/일반어
2등급,예상,2,명사,한자어,豫想,"「1」어떤 일을 직접 당하기 전에 미리 생각하여 둠. 또는 그런 내용.
「2」이동 목표가 일정한 시간 후에 도달할 위치를 미리 상정하는 일.",일반어/전문어(군사)
2등급,예상되다,0,동사,혼종어,豫想되다,"「1」어떤 일이 직접 일어나기 전에 미리 생각되다.
「2」이동 목표가 일정한 시간 후에 도달할 위치가 미리 상정되다.",일반어/전문어(군사)
2등급,예상하다,0,동사,혼종어,豫想하다,"「1」어떤 일을 직접 당하기 전에 미리 생각하여 두다.
「2」이동 목표가 일정한 시간 후에 도달할 위치를 미리 상정하다.",일반어/전문어(군사)
2등급,예선,2,명사,한자어,豫選,본선에 나갈 선수나 팀을 뽑음.,일반어
2등급,예수,6,명사,외래어,←Jesus,"기독교의 창시자(B.C.4?~A.D.30?). 처녀 마리아에게 성령으로 잉태되어 베들레헴에서 태어나 30세쯤에 세례 요한에게 세례를 받고 복음을 전파하다가 바리새인들에 의하여 십자가에 못 박혀 죽었다. 그의 예언대로 죽은 지 사흘 만에 부활하고 40일 후 승천하였다고 한다.
",전문어(인명)
2등급,예술,0,명사,한자어,藝術,"「1」기예와 학술을 아울러 이르는 말.
「2」특별한 재료, 기교, 양식 따위로 감상의 대상이 되는 아름다움을 표현하려는 인간의 활동 및 그 작품. 공간 예술, 시간 예술, 종합 예술 따위로 나눌 수 있다.
「3」아름답고 높은 경지에 이른 숙련된 기술을 비유적으로 이르는 말.",일반어/일반어/일반어
2등급,예습,0,명사,한자어,豫習,앞으로 배울 것을 미리 익힘.,일반어
2등급,예정,2,명사,한자어,豫定,앞으로 일어날 일이나 해야 할 일을 미리 정하거나 생각함.,일반어
2등급,예정되다,0,동사,혼종어,豫定되다,앞으로 일어날 일이나 해야 할 일이 미리 정해지다.,일반어
2등급,옛이야기,0,명사,고유어,,"「1」예전부터 전해져 내려오는 이야기.
「2」옛날에 있었던 일.",일반어/일반어
2등급,오동통하다,0,형용사,고유어,,몸집이 작고 통통하다.,일반어
2등급,오두막,0,명사,혼종어,오두幕,사람이 겨우 들어가 살 정도로 작게 지은 막. 또는 작고 초라한 집.,일반어
2등급,오두막집,0,명사,혼종어,오두幕집,오두막처럼 작고 초라한 집.,일반어
2등급,오락,1,명사,한자어,娛樂,"「1」쉬는 시간에 여러 가지 방법으로 기분을 즐겁게 하는 일.
「2」아주 즐거워함. 또는 아주 즐거운 것.",일반어/일반어
2등급,오류,3,명사,한자어,誤謬,"「1」그릇되어 이치에 맞지 않는 일.
「2」사유의 혼란, 감정적인 동기 때문에 논리적 규칙을 소홀히 함으로써 저지르게 되는 바르지 못한 추리.
「3」연산 처리 장치의 잘못된 동작이나 소프트웨어의 잘못 때문에 생기는, 계산값과 참값과의 오차.
「4」컴퓨터 프로그램이나 시스템의 착오. 또는 시스템 오동작의 원인이 되는 프로그램의 잘못.",일반어/전문어(철학)/전문어(정보·통신)/전문어(정보·통신)
2등급,오르막,0,명사,고유어,,"「1」낮은 곳에서 높은 곳으로 이어지는 비탈진 곳.
「2」기운이나 기세가 올라가는 상황.",일반어/일반어
2등급,오른편,0,명사,혼종어,오른便,북쪽을 향하였을 때의 동쪽과 같은 쪽.,일반어
2등급,오버,0,명사/감탄사,외래어,over,"[Ⅰ]추위를 막기 위하여 겉옷 위에 입는 옷을 통틀어 이르는 말.
[Ⅱ]무선 통신 따위에서, 한쪽 대화의 끝을 알릴 때 하는 말.",일반어/일반어
2등급,오손도손,0,부사,고유어,,정답게 이야기하거나 의좋게 지내는 모양.,일반어
2등급,오순도순,0,부사,고유어,,정답게 이야기하거나 의좋게 지내는 모양. ‘오손도손’보다 큰 느낌을 준다.,일반어
2등급,오아시스,0,명사,외래어,oasis,"「1」사막 가운데에 샘이 솟고 풀과 나무가 자라는 곳. 농사를 지을 수 있으며 마을이 형성되어 대상(隊商)들이 쉴 수 있다.
「2」위안이 되는 사물이나 장소를 비유적으로 이르는 말.",일반어/일반어
2등급,오죽하다,0,형용사,고유어,,정도가 매우 심하거나 대단하다.,일반어
2등급,오줌싸개,0,명사,고유어,,"「1」오줌을 가리지 못하는 아이.
「2」오줌을 가릴 줄 알지만 실수로 오줌을 싼 아이를 놀림조로 이르는 말.
「3」‘사마귀01「1」’를 일상적으로 이르는 말.",일반어/일반어/일반어
2등급,오직,1,부사,고유어,,여러 가지 가운데서 다른 것은 있을 수 없고 다만.,일반어
2등급,옥,2,명사,한자어,玉,"「1」경옥(硬玉)과 연옥(軟玉) 따위를 통틀어 이르는 말. 엷은 녹색이나 회색 따위를 띠며, 빛이 곱고 모양이 아름다우므로 갈아서 보석으로 쓴다.
「2」‘옥색’, ‘옥제’의 뜻을 나타내는 말.",전문어(광업)/일반어
2등급,온기,1,명사,한자어,溫氣,따뜻한 기운.,일반어
2등급,온순하다,2,형용사,혼종어,溫順하다,성질이나 마음씨가 온화하고 양순하다.,일반어
2등급,올,2,명사,고유어,,지금 지나가고 있는 이해.,일반어
2등급,올빼미,0,명사,고유어,,"「1」올빼밋과의 새. 등과 배는 누런빛을 띤 갈색이고 세로무늬가 있다. 눈가의 털은 방사상으로 나고 얼굴은 둥근데 귀깃이 없다. 야행성으로 한국, 일본, 아시아 동북부, 유럽 등지에 분포한다. 우리나라 천연기념물이다.
「2」밤이 되면 활동을 하는 사람을 비유적으로 이르는 말.",전문어(동물)/일반어
2등급,올해,0,명사,고유어,,지금 지나가고 있는 이해.,일반어
2등급,옮다,0,동사,고유어,,"[1]「1」어떤 곳에서 다른 곳으로 움직여 자리를 바꾸다.
[1]「2」불길이나 소문 따위가 한 곳에서 다른 곳으로 번져 가다.
[2]「1」사상이나 버릇 따위가 다른 이에게 영향을 주거나 다른 이에게서 영향을 입다.
[2]「2」병 따위가 다른 이에게 전염되거나 다른 이에게서 전염되다.
[3]물이 들다.",일반어/일반어/일반어/일반어/일반어
2등급,완전하다,1,형용사,혼종어,完全하다,필요한 것이 모두 갖추어져 모자람이나 흠이 없다.,일반어
2등급,왕관,1,명사,한자어,王冠,"「1」임금이 머리에 쓰는 관.
「2」유럽에서, 존엄하거나 고귀한 표상으로 머리에 쓰는 관.
「3」운동 경기나 미인 대회 따위에서, 일인자로 뽑힌 사람에게 명예로 쓰게 하는 관.",일반어/일반어/일반어
2등급,왕국,0,명사,한자어,王國,"「1」임금이 다스리는 나라.
「2」하나의 큰 세력을 형성하고 있는 것을 비유적으로 이르는 말.",일반어/일반어
2등급,왜적,2,명사,한자어,倭敵,적으로서의 일본이나 일본인.,일반어
2등급,외계,1,명사,한자어,外界,"「1」바깥 세계. 또는 자기 몸 밖의 범위.
「2」지구 밖의 세계.
「3」육계(六界) 가운데, 식(識)을 제외한 오계(五界)를 이르는 말. 지(地), 수(水), 화(火), 풍(風), 공(空)이며, 이에 대하여 식대(識大)는 내계(內界)라 한다.
「4」인간의 마음이나 자아에 독립하여 존재하는 일체의 실재를 통틀어 이르는 말.",일반어/일반어/전문어(불교)/전문어(철학)
2등급,외국어,0,명사,한자어,外國語,"「1」다른 나라의 말.
「2」외국에서 들어온 말로 아직 국어로 정착되지 않은 단어. 무비, 밀크 따위가 있다.",일반어/전문어(언어)
2등급,외모,2,명사,한자어,外貌,겉으로 드러나 보이는 모양.,일반어
2등급,외식하다,1,동사,혼종어,外食하다,집에서 직접 해 먹지 아니하고 밖에서 음식을 사 먹다.,일반어
2등급,외톨이,0,명사,고유어,,"「1」매인 데도 없고 의지할 데도 없는 홀몸.
「2」다른 짝이 없이 홀로만 있는 사물.",일반어/일반어
2등급,왼손잡이,0,명사,고유어,,"한 손으로 일을 할 때, 주로 왼손을 쓰는 사람. 또는 오른손보다 왼손을 더 잘 쓰는 사람.",일반어
2등급,요가,0,명사,외래어,yoga,"고대 인도에서부터 전하여 오는 심신 단련법의 하나. 자세와 호흡을 가다듬는 훈련과 명상을 통하여 초자연적인 능력을 개발하고 물질의 속박으로부터 자유로워지는 것을 목표로 한다. 오늘날에는 건강 증진, 미용 따위를 목적으로 한다.",일반어
2등급,요괴,0,명사,한자어,妖怪,"「1」요사스러운 귀신.
「2」요사스럽고 괴이함.",일반어/일반어
2등급,요구,1,명사,한자어,要求,"「1」받아야 할 것을 필요에 의하여 달라고 청함. 또는 그 청.
「2」어떤 행위를 할 것을 청함.
「3」유기체의 행동을 일으키게 하는 생활체의 내부 원인. 생리적ㆍ심리적 기관에 생기는 모자람을 보충하거나 또는 과잉을 배제하려고 하는 과정이다.",일반어/전문어(법률)/전문어(심리)
2등급,요구하다,0,동사,혼종어,要求하다,"「1」받아야 할 것을 필요에 의하여 달라고 청하다.
「2」어떤 행위를 할 것을 청하다.",일반어/전문어(법률)
2등급,요금,1,명사,한자어,料金,남의 힘을 빌리거나 사물을 사용ㆍ소비ㆍ관람한 대가로 치르는 돈.,일반어
2등급,요렇다,0,형용사,고유어,,"상태, 모양, 성질 따위가 이와 같다. ‘이렇다’보다 익살스러운 느낌이나 낮잡는 느낌을 준다.",일반어
2등급,요술쟁이,0,명사,혼종어,妖術쟁이,요술을 부리는 재주가 있는 사람.,일반어
2등급,요약하다,2,동사,혼종어,要約하다,말이나 글의 요점을 잡아서 간추리다.,일반어
2등급,요요,12,명사,외래어,yoyo,자이로스코프의 원리를 응용한 장난감. 둥근 널빤지 두 쪽의 중심축을 연결하여 고정하고 그 축에 실의 한쪽 끝을 묶어 매고 실의 다른 한쪽을 손에 쥐고 널빤지를 올렸다 내렸다 하면서 회전시킨다.,일반어
2등급,욕심쟁이,0,명사,혼종어,欲心쟁이,욕심이 많은 사람을 낮잡아 이르는 말.,일반어
2등급,용도,2,명사,한자어,用途,쓰이는 길. 또는 쓰이는 곳.,일반어
2등급,우,7,명사,한자어,右,"「1」북쪽을 향하였을 때의 동쪽과 같은 쪽.
「2」보수적이거나 국수적인 경향. 또는 그런 단체. 1792년에 프랑스 국민 회의에서, 온건파인 지롱드당이 의장의 오른쪽 의석을 차지한 데서 나온 말이다.",일반어/전문어(정치)
