등급,어휘,품사,어종,원어,의미,日本語訳,定義,外来語_カタカナ候補,外来語_原語候補,品質フラグ,tags
1등급,밖,명사,고유어,,"「1」어떤 선이나 금을 넘어선 쪽.
「2」겉이 되는 쪽. 또는 그런 부분.
「3」일정한 한도나 범위에 들지 않는 나머지 다른 부분이나 일.
「4」무엇에 의하여 둘러싸이지 않은 공간. 또는 그쪽.
「5」사방, 상하를 덮거나 가리지 아니한 곳. 곧 집채의 바깥을 이른다.
「6」집안의 남자 주인을 높이거나 스스럼없이 이르는 말.",,"「1」어떤 선이나 금을 넘어선 쪽.
「2」겉이 되는 쪽. 또는 그런 부분.
「3」일정한 한도나 범위에 들지 않는 나머지 다른 부분이나 일.
「4」무엇에 의하여 둘러싸이지 않은 공간. 또는 그쪽.
「5」사방, 상하를 덮거나 가리지 아니한 곳. 곧 집채의 바깥을 이른다.
「6」집안의 남자 주인을 높이거나 스스럼없이 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,반가워하다,동사,고유어,,반가움을 느끼다.,,반가움을 느끼다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,반갑다,형용사,고유어,,그리워하던 사람을 만나거나 원하는 일이 이루어져서 마음이 즐겁고 기쁘다.,,그리워하던 사람을 만나거나 원하는 일이 이루어져서 마음이 즐겁고 기쁘다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,반기다,동사,고유어,,반가워하거나 반갑게 맞다.,,반가워하거나 반갑게 맞다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,반드시,부사,고유어,,틀림없이 꼭.,,틀림없이 꼭.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,반듯하다,형용사,고유어,,"「1」작은 물체, 또는 생각이나 행동 따위가 비뚤어지거나 기울거나 굽지 아니하고 바르다.
「2」생김새가 아담하고 말끔하다.",,"「1」작은 물체, 또는 생각이나 행동 따위가 비뚤어지거나 기울거나 굽지 아니하고 바르다.
「2」생김새가 아담하고 말끔하다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,반죽,명사,고유어,,"「1」가루에 물을 부어 이겨 갬. 또는 그렇게 한 것.
「2」뻔뻔스럽거나 비위가 좋아 주어진 상황에 잘 적응하는 성미.
「3」여러 가지가 뒤섞여 있는 것.",,"「1」가루에 물을 부어 이겨 갬. 또는 그렇게 한 것.
「2」뻔뻔스럽거나 비위가 좋아 주어진 상황에 잘 적응하는 성미.
「3」여러 가지가 뒤섞여 있는 것.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,반짝,부사,고유어,,"「1」작은 빛이 잠깐 나타났다가 사라지는 모양.
「2」정신이 갑자기 맑아지는 모양.
「3」어떤 생각이 갑자기 머리에 떠오르는 모양.
「4」물건이나 사람, 일 따위가 빨리 없어지거나 끝나는 모양.
「5」마음이 끌려 귀가 갑자기 뜨이는 모양.
「6」무엇이 순간적으로 분명하게 보이는 모양.
「7」잠을 자지 않고 밤을 지내는 모양.",,"「1」작은 빛이 잠깐 나타났다가 사라지는 모양.
「2」정신이 갑자기 맑아지는 모양.
「3」어떤 생각이 갑자기 머리에 떠오르는 모양.
「4」물건이나 사람, 일 따위가 빨리 없어지거나 끝나는 모양.
「5」마음이 끌려 귀가 갑자기 뜨이는 모양.
「6」무엇이 순간적으로 분명하게 보이는 모양.
「7」잠을 자지 않고 밤을 지내는 모양.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,반짝거리다,동사,고유어,,작은 빛이 잇따라 잠깐 나타났다가 사라지다. 또는 그렇게 되게 하다.,,작은 빛이 잇따라 잠깐 나타났다가 사라지다. 또는 그렇게 되게 하다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,반짝반짝,부사,고유어,,"「1」작은 빛이 잠깐 잇따라 나타났다가 사라지는 모양.
「2」정신이 잇따라 갑자기 맑아지는 모양.
「3」어떤 생각이 잇따라 갑자기 머리에 떠오르는 모양.
「4」물건이나 사람, 일 따위가 자꾸 빨리 없어지거나 끝나는 모양.
「5」무엇이 잇따라 순간적으로 분명하게 보이는 모양.
「6」여럿이 또는 잇따라 잠을 자지 아니하고 밤을 지내는 모양.",,"「1」작은 빛이 잠깐 잇따라 나타났다가 사라지는 모양.
「2」정신이 잇따라 갑자기 맑아지는 모양.
「3」어떤 생각이 잇따라 갑자기 머리에 떠오르는 모양.
「4」물건이나 사람, 일 따위가 자꾸 빨리 없어지거나 끝나는 모양.
「5」무엇이 잇따라 순간적으로 분명하게 보이는 모양.
「6」여럿이 또는 잇따라 잠을 자지 아니하고 밤을 지내는 모양.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,반짝이다,동사,고유어,,작은 빛이 잠깐 나타났다가 사라지다. 또는 그렇게 되게 하다.,,작은 빛이 잠깐 나타났다가 사라지다. 또는 그렇게 되게 하다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,반하다,동사,고유어,,어떤 사람이나 사물 따위에 마음이 홀린 것같이 쏠리다.,,어떤 사람이나 사물 따위에 마음이 홀린 것같이 쏠리다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,받다,동사,고유어,,"[1]「1」다른 사람이 주거나 보내오는 물건 따위를 가지다.
[1]「2」다른 사람이 바치거나 내는 돈이나 물건을 책임 아래 맡아 두다.
[1]「3」다른 사람이나 대상이 가하는 행동, 심리적인 작용 따위를 당하거나 입다.
[1]「4」점수나 학위 따위를 따다.
[1]「5」여러 사람에게 팔거나 대어 주기 위해 한꺼번에 많은 양의 물품을 사다.
[2]「1」공중에서 밑으로 떨어지거나 자기 쪽으로 향해 오는 것을 잡다.
[2]「2」어떤 상황이 자기에게 미치다.
[2]「3」빛, 볕, 열이나 바람 따위의 기운이 닿다.
[2]「4」요구, 신청, 질문, 공격, 도전, 신호 따위의 작용을 당하거나 거기에 응하다.
[2]「5」다른 사람의 어리광, 주정 따위에 무조건 응하다.
[2]「6」사람을 맞아들이다.
[2]「7」총이나 칼 따위를 맞다.
[2]「8」남의 노래, 말 따위에 응하여 뒤를 잇다.
[2]「9」태어나는 아이를 거두다.
[2]「10」동식물의 씨나 알 따위를 거두어 내다.
[2]「11」술 따위를 사다.
[2]「12」떨어진 버선이나 신 따위를 덧대어 깁다.
[3]흐르거나 쏟아지거나 하는 것을 그릇 따위에 담기게 하다.
[4]「1」색깔이나 모양이 어떤 것에 어울리다.
[4]「2」음식물 따위가 비위에 맞다.
[4]「3」화장품 따위가 곱게 잘 발린다.
[4]「4」사진이 더 잘 나오는 특성이 있다.",,"[1]「1」다른 사람이 주거나 보내오는 물건 따위를 가지다.
[1]「2」다른 사람이 바치거나 내는 돈이나 물건을 책임 아래 맡아 두다.
[1]「3」다른 사람이나 대상이 가하는 행동, 심리적인 작용 따위를 당하거나 입다.
[1]「4」점수나 학위 따위를 따다.
[1]「5」여러 사람에게 팔거나 대어 주기 위해 한꺼번에 많은 양의 물품을 사다.
[2]「1」공중에서 밑으로 떨어지거나 자기 쪽으로 향해 오는 것을 잡다.
[2]「2」어떤 상황이 자기에게 미치다.
[2]「3」빛, 볕, 열이나 바람 따위의 기운이 닿다.
[2]「4」요구, 신청, 질문, 공격, 도전, 신호 따위의 작용을 당하거나 거기에 응하다.
[2]「5」다른 사람의 어리광, 주정 따위에 무조건 응하다.
[2]「6」사람을 맞아들이다.
[2]「7」총이나 칼 따위를 맞다.
[2]「8」남의 노래, 말 따위에 응하여 뒤를 잇다.
[2]「9」태어나는 아이를 거두다.
[2]「10」동식물의 씨나 알 따위를 거두어 내다.
[2]「11」술 따위를 사다.
[2]「12」떨어진 버선이나 신 따위를 덧대어 깁다.
[3]흐르거나 쏟아지거나 하는 것을 그릇 따위에 담기게 하다.
[4]「1」색깔이나 모양이 어떤 것에 어울리다.
[4]「2」음식물 따위가 비위에 맞다.
[4]「3」화장품 따위가 곱게 잘 발린다.
[4]「4」사진이 더 잘 나오는 특성이 있다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,받치다,동사,고유어,,"[1]「1」물건의 밑이나 옆 따위에 다른 물체를 대다.
[1]「2」옷의 색깔이나 모양이 조화를 이루도록 함께 하다.
[1]「3」한글로 적을 때 모음 글자 밑에 자음 글자를 붙여 적다.
[2]「1」어떤 일을 잘할 수 있도록 뒷받침해 주다.
[2]「2」비나 햇빛과 같은 것이 통하지 못하도록 우산이나 양산을 펴 들다.",,"[1]「1」물건의 밑이나 옆 따위에 다른 물체를 대다.
[1]「2」옷의 색깔이나 모양이 조화를 이루도록 함께 하다.
[1]「3」한글로 적을 때 모음 글자 밑에 자음 글자를 붙여 적다.
[2]「1」어떤 일을 잘할 수 있도록 뒷받침해 주다.
[2]「2」비나 햇빛과 같은 것이 통하지 못하도록 우산이나 양산을 펴 들다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,받침,명사,고유어,,"「1」다른 물건의 밑에 대는 데 쓰게 만든 물건.
「2」한자의 왼쪽에 받쳐 주는 부수. ‘辶, 廴, 走’ 따위이다.
「3」한글을 적을 때 모음 글자 아래에 받쳐 적는 자음자. ‘밖’, ‘칡’에서 ‘ㄲ’, ‘ㄺ’ 따위이다.
「4」음절의 구성에서 마지막 소리인 자음. ‘감’, ‘공’에서 ‘ㅁ’, ‘ㅇ’ 따위이다.",辶 / 廴 / 走,"「1」다른 물건의 밑에 대는 데 쓰게 만든 물건.
「2」한자의 왼쪽에 받쳐 주는 부수. ‘辶, 廴, 走’ 따위이다.
「3」한글을 적을 때 모음 글자 아래에 받쳐 적는 자음자. ‘밖’, ‘칡’에서 ‘ㄲ’, ‘ㄺ’ 따위이다.
「4」음절의 구성에서 마지막 소리인 자음. ‘감’, ‘공’에서 ‘ㅁ’, ‘ㅇ’ 따위이다.",,,multi_gloss|multi_kanji,source:level1 grade:1 type:native risk:multi_gloss risk:multi_kanji
1등급,발,명사,고유어,,"「1」사람이나 동물의 다리 맨 끝부분.
「2」가구 따위의 밑을 받쳐 균형을 잡고 있는, 짧게 도드라진 부분.
「3」‘걸음’을 비유적으로 이르는 말.
「4」한시(漢詩)의 시구 끝에 다는 운자(韻字).
「5」한자의 아랫부분을 이루는 부수를 통틀어 이르는 말.
「6」걸음을 세는 단위.",漢詩 / 韻字,"「1」사람이나 동물의 다리 맨 끝부분.
「2」가구 따위의 밑을 받쳐 균형을 잡고 있는, 짧게 도드라진 부분.
「3」‘걸음’을 비유적으로 이르는 말.
「4」한시(漢詩)의 시구 끝에 다는 운자(韻字).
「5」한자의 아랫부분을 이루는 부수를 통틀어 이르는 말.
「6」걸음을 세는 단위.",,,multi_gloss|multi_kanji,source:level1 grade:1 type:native risk:multi_gloss risk:multi_kanji
1등급,발가락,명사,고유어,,발끝의 다섯 개로 갈라진 부분. 또는 그것 하나하나.,,발끝의 다섯 개로 갈라진 부분. 또는 그것 하나하나.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,발걸음,명사,고유어,,발을 옮겨서 걷는 동작.,,발을 옮겨서 걷는 동작.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,발끝,명사,고유어,,"「1」발의 앞 끝.
「2」어떤 사람이 가진 능력이나 자질의 가장 낮은 수준을 비유적으로 이르는 말.",,"「1」발의 앞 끝.
「2」어떤 사람이 가진 능력이나 자질의 가장 낮은 수준을 비유적으로 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,발뒤꿈치,명사,고유어,,"「1」발의 뒤쪽 발바닥과 발목 사이의 불룩한 부분.
「2」어떤 사람이 가진 능력이나 자질의 가장 낮은 수준을 비유적으로 이르는 말.",,"「1」발의 뒤쪽 발바닥과 발목 사이의 불룩한 부분.
「2」어떤 사람이 가진 능력이나 자질의 가장 낮은 수준을 비유적으로 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,발등,명사,고유어,,발의 위쪽 부분.,,발의 위쪽 부분.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,발목,명사,고유어,,다리와 발이 잇닿은 부분.,,다리와 발이 잇닿은 부분.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,발바닥,명사,고유어,,"발 아래쪽의, 땅을 밟는 평평한 부분.",,"발 아래쪽의, 땅을 밟는 평평한 부분.",,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,발버둥,명사,고유어,,"「1」주저앉거나 누워서 두 다리를 번갈아 내뻗었다 오므렸다 하면서 몸부림을 하는 일.
「2」온갖 힘이나 수단을 다하여 애를 쓰는 일을 비유적으로 이르는 말.",,"「1」주저앉거나 누워서 두 다리를 번갈아 내뻗었다 오므렸다 하면서 몸부림을 하는 일.
「2」온갖 힘이나 수단을 다하여 애를 쓰는 일을 비유적으로 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,발자국,명사,고유어,,"「1」발로 밟은 자리에 남은 모양.
「2」발을 한 번 떼어 놓는 걸음을 세는 단위.",,"「1」발로 밟은 자리에 남은 모양.
「2」발을 한 번 떼어 놓는 걸음을 세는 단위.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,발짝,의존명사,고유어,,발을 한 번 떼어 놓는 걸음을 세는 단위.,,발을 한 번 떼어 놓는 걸음을 세는 단위.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,발톱,명사,고유어,,"발가락의 끝을 덮어 보호하고 있는, 뿔같이 단단한 물질.",,"발가락의 끝을 덮어 보호하고 있는, 뿔같이 단단한 물질.",,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,밝다,동사,고유어,,"[Ⅰ]밤이 지나고 환해지며 새날이 오다.
[Ⅱ][1]「1」불빛 따위가 환하다.
[Ⅱ][1]「2」빛깔의 느낌이 환하고 산뜻하다.
[Ⅱ][1]「3」감각이나 지각의 능력이 뛰어나다.
[Ⅱ][1]「4」생각이나 태도가 분명하고 바르다.
[Ⅱ][1]「5」분위기, 표정 따위가 환하고 좋아 보이거나 그렇게 느껴지는 데가 있다.
[Ⅱ][1]「6」인지(認知)가 깨어 발전된 상태에 있다.
[Ⅱ][1]「7」예측되는 미래 상황이 긍정적이고 좋다.
[Ⅱ][2]어떤 일에 대하여 잘 알아 막히는 데가 없다.",認知,"[Ⅰ]밤이 지나고 환해지며 새날이 오다.
[Ⅱ][1]「1」불빛 따위가 환하다.
[Ⅱ][1]「2」빛깔의 느낌이 환하고 산뜻하다.
[Ⅱ][1]「3」감각이나 지각의 능력이 뛰어나다.
[Ⅱ][1]「4」생각이나 태도가 분명하고 바르다.
[Ⅱ][1]「5」분위기, 표정 따위가 환하고 좋아 보이거나 그렇게 느껴지는 데가 있다.
[Ⅱ][1]「6」인지(認知)가 깨어 발전된 상태에 있다.
[Ⅱ][1]「7」예측되는 미래 상황이 긍정적이고 좋다.
[Ⅱ][2]어떤 일에 대하여 잘 알아 막히는 데가 없다.",,,multi_gloss|multi_pos,source:level1 grade:1 type:native risk:multi_gloss risk:multi_pos
1등급,밝혀내다,동사,고유어,,"진리, 가치, 옳고 그름 따위를 판단하여 드러내다.",,"진리, 가치, 옳고 그름 따위를 판단하여 드러내다.",,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,밝히다,동사,고유어,,"[1]「1」불빛 따위로 어두운 곳을 환하게 하다. ‘밝다[Ⅱ][1]「1」’의 사동사.
[1]「2」빛을 내는 물건에 불을 켜다.
[1]「3」자지 않고 지내다.
[1]「4」눈, 신경, 두뇌 따위의 작용을 날카롭게 하다.
[1]「5」드러나게 좋아하다.
[1]「6」진리, 가치, 옳고 그름 따위를 판단하여 드러내 알리다.
[2]드러나지 않거나 알려지지 않은 사실, 내용, 생각 따위를 드러내 알리다.",,"[1]「1」불빛 따위로 어두운 곳을 환하게 하다. ‘밝다[Ⅱ][1]「1」’의 사동사.
[1]「2」빛을 내는 물건에 불을 켜다.
[1]「3」자지 않고 지내다.
[1]「4」눈, 신경, 두뇌 따위의 작용을 날카롭게 하다.
[1]「5」드러나게 좋아하다.
[1]「6」진리, 가치, 옳고 그름 따위를 판단하여 드러내 알리다.
[2]드러나지 않거나 알려지지 않은 사실, 내용, 생각 따위를 드러내 알리다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,밟다,동사,고유어,,"「1」발을 들었다 놓으면서 어떤 대상 위에 대고 누르다.
「2」(비유적으로) 힘센 이가 힘 약한 이를 눌러 못살게 굴다.
「3」어떤 대상을 디디거나 디디면서 걷다.
「4」어떤 일을 위하여 순서나 절차를 거쳐 나가다.
「5」어떤 이의 움직임을 살피면서 몰래 뒤를 따라가다.
「6」어떤 일을 겪고 행하다.
「7」(비유적으로) 어떤 곳에 도착하다.",,"「1」발을 들었다 놓으면서 어떤 대상 위에 대고 누르다.
「2」(비유적으로) 힘센 이가 힘 약한 이를 눌러 못살게 굴다.
「3」어떤 대상을 디디거나 디디면서 걷다.
「4」어떤 일을 위하여 순서나 절차를 거쳐 나가다.
「5」어떤 이의 움직임을 살피면서 몰래 뒤를 따라가다.
「6」어떤 일을 겪고 행하다.
「7」(비유적으로) 어떤 곳에 도착하다.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,밟히다,동사,고유어,,"[1]「1」발에 닿아 눌리다. ‘밟다「1」’의 피동사.
[1]「2」어떤 이에게 몰래 뒤를 따라잡히다. ‘밟다「5」’의 피동사.
[2](비유적으로) 힘센 이에게 힘 약한 이가 눌려 못살게 되다. ‘밟다「2」’의 피동사.",,"[1]「1」발에 닿아 눌리다. ‘밟다「1」’의 피동사.
[1]「2」어떤 이에게 몰래 뒤를 따라잡히다. ‘밟다「5」’의 피동사.
[2](비유적으로) 힘센 이에게 힘 약한 이가 눌려 못살게 되다. ‘밟다「2」’의 피동사.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,밤,명사,고유어,,해가 져서 어두워진 때부터 다음 날 해가 떠서 밝아지기 전까지의 동안.,,해가 져서 어두워진 때부터 다음 날 해가 떠서 밝아지기 전까지의 동안.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,밤,명사,고유어,,"밤나무의 열매. 가시가 많이 난 송이에 싸여 있고 갈색 겉껍질 안에 얇고 맛이 떫은 속껍질이 있으며, 날것으로 먹거나 굽거나 삶아서 먹는다.",,"밤나무의 열매. 가시가 많이 난 송이에 싸여 있고 갈색 겉껍질 안에 얇고 맛이 떫은 속껍질이 있으며, 날것으로 먹거나 굽거나 삶아서 먹는다.",,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,밤길,명사,고유어,,밤에 걷는 길.,,밤에 걷는 길.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,밤나무,명사,고유어,,"「1」참나뭇과의 약밤나무, 모밀잣밤나무, 산밤나무 따위를 통틀어 이르는 말.
「2」참나뭇과의 낙엽 활엽 교목. 높이는 10미터 정도이며 암수한그루로 꽃은 5~6월에 수상(穗狀) 화서로 피고 열매는 견과(堅果)인 밤이 가시가 많은 밤송이에 두세 개씩 가을에 익는다. 나무는 단단하여 선재(船材), 침목, 토목, 건축재 따위로 쓰거나 표고의 배양 원목재로 쓴다. 산기슭, 들, 자갈땅에 나는데 산이나 인가 부근에 재배한다.",穗狀 / 堅果 / 船材,"「1」참나뭇과의 약밤나무, 모밀잣밤나무, 산밤나무 따위를 통틀어 이르는 말.
「2」참나뭇과의 낙엽 활엽 교목. 높이는 10미터 정도이며 암수한그루로 꽃은 5~6월에 수상(穗狀) 화서로 피고 열매는 견과(堅果)인 밤이 가시가 많은 밤송이에 두세 개씩 가을에 익는다. 나무는 단단하여 선재(船材), 침목, 토목, 건축재 따위로 쓰거나 표고의 배양 원목재로 쓴다. 산기슭, 들, 자갈땅에 나는데 산이나 인가 부근에 재배한다.",,,multi_gloss|multi_kanji,source:level1 grade:1 type:native risk:multi_gloss risk:multi_kanji
1등급,밤낮,명사,고유어,,"[Ⅰ]밤과 낮을 아울러 이르는 말.
[Ⅱ]밤과 낮을 가리지 않고 늘.",,"[Ⅰ]밤과 낮을 아울러 이르는 말.
[Ⅱ]밤과 낮을 가리지 않고 늘.",,,multi_gloss|native_manual_review|multi_pos|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:multi_pos risk:needs_manual_review
1등급,밤늦다,형용사,고유어,,밤이 깊다.,,밤이 깊다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,밤새,명사,고유어,,‘밤사이’의 준말.,,‘밤사이’의 준말.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,밤새다,동사,고유어,,밤이 지나 날이 밝아 오다.,,밤이 지나 날이 밝아 오다.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,밤잠,명사,고유어,,밤에 자는 잠.,,밤에 자는 잠.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,밤하늘,명사,고유어,,밤의 하늘.,,밤의 하늘.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,밥,명사,고유어,,"「1」쌀, 보리 따위의 곡식을 씻어서 솥 따위의 용기에 넣고 물을 알맞게 부어, 낟알이 풀어지지 않고 물기가 잦아들게 끓여 익힌 음식.
「2」끼니로 먹는 음식.
「3」동물의 먹이.
「4」나누어 가질 물건 중 각각 갖게 되는 한 부분.
「5」남에게 눌려 지내거나 이용만 당하는 사람을 비유적으로 이르는 말.",,"「1」쌀, 보리 따위의 곡식을 씻어서 솥 따위의 용기에 넣고 물을 알맞게 부어, 낟알이 풀어지지 않고 물기가 잦아들게 끓여 익힌 음식.
「2」끼니로 먹는 음식.
「3」동물의 먹이.
「4」나누어 가질 물건 중 각각 갖게 되는 한 부분.
「5」남에게 눌려 지내거나 이용만 당하는 사람을 비유적으로 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,밥그릇,명사,고유어,,"「1」밥을 담는 그릇.
「2」밥벌이를 위한 일자리를 속되게 이르는 말.",,"「1」밥을 담는 그릇.
「2」밥벌이를 위한 일자리를 속되게 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,밥맛,명사,고유어,,"「1」밥에서 나는 맛.
「2」밥을 비롯한 음식이 입에 당기어 먹고 싶은 상태.",,"「1」밥에서 나는 맛.
「2」밥을 비롯한 음식이 입에 당기어 먹고 싶은 상태.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,밧줄,명사,고유어,,삼 따위로 세 가닥을 지어 굵다랗게 꼰 줄.,,삼 따위로 세 가닥을 지어 굵다랗게 꼰 줄.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,방귀,명사,고유어,,음식물이 배 속에서 발효되는 과정에서 생기어 항문으로 나오는 구린내 나는 무색의 기체.,,음식물이 배 속에서 발효되는 과정에서 생기어 항문으로 나오는 구린내 나는 무색의 기체.,,,native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:native_manual_review risk:needs_manual_review
1등급,방망이,명사,고유어,,"「1」무엇을 치거나 두드리거나 다듬는 데 쓰기 위하여 둥그스름하고 길게 깎아 만든 도구.
「2」야구에서, ‘타격「3」’을 비유적으로 이르는 말.",,"「1」무엇을 치거나 두드리거나 다듬는 데 쓰기 위하여 둥그스름하고 길게 깎아 만든 도구.
「2」야구에서, ‘타격「3」’을 비유적으로 이르는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,방울,명사,고유어,,"「1」작고 둥글게 맺힌 액체 덩어리.
「2」작고 둥근 액체 덩어리를 세는 단위.
「3」약간의 그것이라는 뜻을 나타내는 말.",,"「1」작고 둥글게 맺힌 액체 덩어리.
「2」작고 둥근 액체 덩어리를 세는 단위.
「3」약간의 그것이라는 뜻을 나타내는 말.",,,multi_gloss|native_manual_review|needs_manual_review,source:level1 grade:1 type:native risk:multi_gloss risk:native_manual_review risk:needs_manual_review
1등급,방울,명사,고유어,,"「1」얇은 쇠붙이를 속이 비도록 동그랗게 만들어 그 속에 단단한 물건을 넣어서 흔들면 소리가 나는 물건.
「2」경(經)을 읽을 때 치는, 놋쇠나 구리로 만든 물건.
「3」신라 때 무관(武官)의 말방울. 대감의 것은 황금으로 주위 한 자 두 치, 대장척 당주(大匠尺幢主)의 것은 주위 아홉 치, 제감(弟監)의 것은 백통으로 주위 여섯 치였다.",經 / 武官 / 大匠尺幢主 / 弟監,"「1」얇은 쇠붙이를 속이 비도록 동그랗게 만들어 그 속에 단단한 물건을 넣어서 흔들면 소리가 나는 물건.
「2」경(經)을 읽을 때 치는, 놋쇠나 구리로 만든 물건.
「3」신라 때 무관(武官)의 말방울. 대감의 것은 황금으로 주위 한 자 두 치, 대장척 당주(大匠尺幢主)의 것은 주위 아홉 치, 제감(弟監)의 것은 백통으로 주위 여섯 치였다.",,,multi_gloss|multi_kanji,source:level1 grade:1 type:native risk:multi_gloss risk:multi_kanji
