순위,단어,품사,품사 이름,품사 (일본어),풀이（意味）,등급
7818,수요일,명,명사,名詞,水曜日,A
1180,수입,명,명사,名詞,"收入, 輸入",B
8129,수입되다,동,동사,動詞,輸入-,C
8130,수입품,명,명사,名詞,輸入品,C
3877,수입하다,동,동사,動詞,輸入-,B
8438,수저,명,명사,名詞,,C
522,수준,명,명사,名詞,水準,C
5234,수집,명,명사,名詞,蒐集,C
4135,수집하다,동,동사,動詞,蒐集-,C
4076,수천,관,관형사,冠形詞,數千,C
1161,수출,명,명사,名詞,輸出,B
6445,수출하다,동,동사,動詞,輸出-,B
6088,수컷,명,명사,名詞,,C
3075,수표,명,명사,名詞,手票,B
5235,수필,명,명사,名詞,隨筆,C
3823,수학,명,명사,名詞,"修學, 數學",B
2358,수행하다,동,동사,動詞,遂行-,C
4808,수험생,명,명사,名詞,受驗生,C
3417,수화기,명,명사,名詞,受話器,B
9653,숙녀,명,명사,名詞,淑女,C
6446,숙소,명,명사,名詞,宿所,B
2473,숙이다,동,동사,動詞,,B
1627,숙제,명,명사,名詞,宿題,A
532,순간,명,명사,名詞,瞬間,B
5637,순간적,명,명사,名詞,瞬間的,C
1948,순서,명,명사,名詞,順序,B
3759,순수,명,명사,名詞,純粹,C
2237,순수하다,형,형용사,形容詞,純粹-,B
4528,순식간,명,명사,名詞,瞬息間,C
5774,순위,명,명사,名詞,順位,C
6627,순진하다,형,형용사,形容詞,純眞-,C
9655,순하다,형,형용사,形容詞,順-,C
7561,숟가락,명,명사,名詞,,A
372,술,"명, 의","명사, 의존 명사","名詞, 依存名詞","~을 먹다, 밥 한 ~",A
7562,술병,명,명사,名詞,-甁,B
8134,술자리,명,명사,名詞,,B
5509,술잔,명,명사,名詞,-盞,B
2387,술집,명,명사,名詞,,B
1137,숨,명,명사,名詞,,B
3192,숨기다,동,동사,動詞,,C
2006,숨다,동,동사,動詞,,B
3009,숨지다,동,동사,動詞,,C
1820,숫자,명,명사,名詞,數字,B
1038,숲,명,명사,名詞,,B
992,쉬다,동,동사,動詞,"편안히 ~, 숨을 ~",A
27846,쉰,수,수사,数詞,,A
246,쉽다,형,형용사,形容詞,,A
6447,슈퍼마켓,명,명사,名詞,supermarket,A
2900,스님,명,명사,名詞,,B
4078,스무,관,관형사,冠形詞,,A
10126,스물,수,수사,数詞,,A
614,스스로,"부, 명","부사, 명사","副詞, 名詞",,B
2132,스승,명,명사,名詞,,C
6628,스웨터,명,명사,名詞,sweater,B
4354,스위치,명,명사,名詞,switch,C
2599,스치다,동,동사,動詞,살짝 닿다,C
17164,스케이트,명,명사,名詞,skate,B
9213,스케줄,명,명사,名詞,schedule,B
9214,스키,명,명사,名詞,ski,A
10634,스키장,명,명사,名詞,ski場,B
1676,스타,명,명사,名詞,star,B
2238,스타일,명,명사,名詞,style,B
3646,스튜디오,명,명사,名詞,studio,C
1486,스트레스,명,명사,名詞,stress,A
1689,스포츠,명,명사,名詞,sports,A
5511,슬그머니,부,부사,副詞,,C
5125,슬쩍,부,부사,副詞,,C
7822,슬퍼하다,동,동사,動詞,,B
2284,슬프다,형,형용사,形容詞,,A
2804,슬픔,명,명사,名詞,,B
1742,습관,명,명사,名詞,習慣,B
7564,습기,명,명사,名詞,濕氣,C
4136,승객,명,명사,名詞,乘客,C
2744,승리,명,명사,名詞,勝利,C
6089,승리하다,동,동사,動詞,勝利-,C
4079,승부,명,명사,名詞,勝負,C
2774,승용차,명,명사,名詞,乘用車,B
3591,승진,명,명사,名詞,昇進,C
193,시,"명, 의","명사, 의존 명사","名詞, 依存名詞","市, 時, 詩",A
1264,시각,명,명사,名詞,"時刻, 視角",C
99,시간,"의, 명","의존 명사, 명사","依存名詞, 名詞",時間,A
1677,시계,명,명사,名詞,時計,A
1539,시골,명,명사,名詞,,B
7823,시금치,명,명사,名詞,,C
579,시기,명,명사,名詞,"時期, 時機",C
4809,시끄럽다,형,형용사,形容詞,,B
5126,시나리오,명,명사,名詞,scenario,C
2340,시내,명,명사,名詞,市內,B
12628,시내버스,명,명사,名詞,市內bus,B
111,시대,명,명사,名詞,時代,B
10637,시대적,명,명사,名詞,時代的,C
9658,시댁,명,명사,名詞,媤宅,C
4530,시도,명,명사,名詞,試圖,C
2446,시도하다,동,동사,動詞,試圖-,B
8822,시들다,동,동사,動詞,,C
8823,시디,명,명사,名詞,콤팩트디스크,C
6267,시디롬,명,명사,名詞,CD-ROM,C
1548,시리즈,명,명사,名詞,series,B
4001,시멘트,명,명사,名詞,cement,C
611,시민,명,명사,名詞,市民,B
9660,시부모,명,명사,名詞,媤父母,B
1027,시선,명,명사,名詞,視線,C
650,시설,명,명사,名詞,施設,B
1641,시스템,명,명사,名詞,system,C
27910,시아버지,명,명사,名詞,媤-,B
4915,시야,명,명사,名詞,視野,C
3824,시어머니,명,명사,名詞,媤-,B
9222,시외,명,명사,名詞,市外,B
18933,시외버스,명,명사,名詞,市外bus,C
1844,시원하다,형,형용사,形容詞,,A
1509,시월,명,명사,名詞,十月,A
1463,시위,명,명사,名詞,示威,C
890,시인,명,명사,名詞,詩人,B
5935,시일,명,명사,名詞,時日,C
1454,시작,명,명사,名詞,始作,A
573,시작되다,동,동사,動詞,始作-,A
131,시작하다,동,동사,動詞,始作-,A
218,시장,명,명사,名詞,"市長, 市場",A
559,시절,명,명사,名詞,時節,B
2239,시점,명,명사,名詞,時點,C
3482,시중,명,명사,名詞,市中,C
3938,시즌,명,명사,名詞,season,C
3825,시집,명,명사,名詞,"媤-, 詩集",B
5638,시집가다,동,동사,動詞,媤-,C
5639,시청,명,명사,名詞,市廳,B
5514,시청률,명,명사,名詞,視聽率,C
2503,시청자,명,명사,名詞,視聽者,B
876,시키다,동,동사,動詞,,B
5936,시합,명,명사,名詞,試合,C
639,시험,명,명사,名詞,試驗,A
725,식,의,의존 명사,依存名詞,式,B
1556,식구,명,명사,名詞,食口,B
8140,식기,명,명사,名詞,食器,C
3878,식다,동,동사,動詞,,B
1393,식당,명,명사,名詞,食堂,A
1907,식량,명,명사,名詞,食糧,C
10131,식료품,명,명사,名詞,食料品,C
1444,식물,명,명사,名詞,植物,B
4711,식빵,명,명사,名詞,食-,B
928,식사,명,명사,名詞,食事,A
5777,식사하다,동,동사,動詞,食事-,A
6268,식생활,명,명사,名詞,食生活,C
8444,식욕,명,명사,名詞,食慾,C
2635,식용유,명,명사,名詞,食用油,B
6091,식초,명,명사,名詞,食醋,B
2932,식탁,명,명사,名詞,食卓,A
1723,식품,명,명사,名詞,食品,B
27929,식품점,명,명사,名詞,食品店,C
10132,식히다,동,동사,動詞,,C
1141,신,명,명사,名詞,"~이 나다, 神",B
1022,신경,명,명사,名詞,神經,C
2687,신고,명,명사,名詞,申告,B
3320,신고하다,동,동사,動詞,申告-,C
4002,신규,명,명사,名詞,新規,C
3939,신기하다,형,형용사,形容詞,"神奇-, 新奇-",C
4082,신념,명,명사,名詞,信念,C
2715,신다,동,동사,動詞,,A
,신라,고,고유 명사,固有名詞,新羅,C
3156,신랑,명,명사,名詞,新郞,B
513,신문,명,명사,名詞,新聞,A
5516,신문사,명,명사,名詞,新聞社,B
5127,신문지,명,명사,名詞,新聞紙,B
2199,신발,명,명사,名詞,,A
2285,신부,명,명사,名詞,"神父, 新婦",B
2133,신분,명,명사,名詞,身分,C
5238,신비,명,명사,名詞,神秘,C
8826,신사,명,명사,名詞,紳士,C
2658,신선하다,형,형용사,形容詞,新鮮-,B
5239,신설,명,명사,名詞,新設,C
4355,신세,명,명사,名詞,~를 망치다,C
4810,신세대,명,명사,名詞,新世代,C
5939,신속하다,형,형용사,形容詞,迅速-,C
2266,신용,명,명사,名詞,信用,B
4214,신인,명,명사,名詞,新人,C
4083,신입생,명,명사,名詞,新入生,B
5940,신제품,명,명사,名詞,新製品,C
5941,신중하다,형,형용사,形容詞,愼重-,C
2359,신청,명,명사,名詞,申請,B
7828,신청서,명,명사,名詞,申請書,C
4003,신청하다,동,동사,動詞,申請-,C
1209,신체,명,명사,名詞,身體,B
9666,신체적,명,명사,名詞,身體的,C
2868,신호,명,명사,名詞,信號,B
6269,신호등,명,명사,名詞,信號燈,B
8828,신혼부부,명,명사,名詞,新婚夫婦,B
6270,신혼여행,명,명사,名詞,新婚旅行,B
1575,신화,명,명사,名詞,神話,C
1520,싣다,동,동사,動詞,,B
6271,실,명,명사,名詞,~을 감다,C
5240,실감,명,명사,名詞,實感,C
2343,실내,명,명사,名詞,室內,B
3193,실력,명,명사,名詞,實力,B
7291,실례,명,명사,名詞,失禮,A
17194,실례하다,동,동사,動詞,失禮-,A
2360,실로,부,부사,副詞,實-,C
2007,실리다,동,동사,動詞,'싣다'의 피동사,C
5241,실망,명,명사,名詞,失望,C
5372,실망하다,동,동사,動詞,失望-,C
1540,실수,명,명사,名詞,失手,B
9670,실수하다,동,동사,動詞,失手-,B
3157,실습,명,명사,名詞,實習,C
1870,실시,명,명사,名詞,實施,C
2134,실시되다,동,동사,動詞,實施-,C
771,실시하다,동,동사,動詞,實施-,C
4004,실은,부,부사,副詞,實-,C
4288,실장,명,명사,名詞,室長,C
2162,실정,명,명사,名詞,實情,C
1809,실제,"부, 명","부사, 명사","副詞, 名詞",實際,B
855,실제로,부,부사,副詞,實際-,C
3761,실질적,명,명사,名詞,實質的,C
943,실천,명,명사,名詞,實踐,C
1894,실천하다,동,동사,動詞,實踐-,C
2504,실체,명,명사,名詞,實體,C
5128,실컷,부,부사,副詞,,C
3076,실태,명,명사,名詞,實態,C
3242,실패,명,명사,名詞,失敗,B
2933,실패하다,동,동사,動詞,失敗-,B
1908,실험,명,명사,名詞,實驗,C
3537,실현,명,명사,名詞,實現,C
4917,실현되다,동,동사,動詞,實現-,C
3694,실현하다,동,동사,動詞,實現-,C
776,싫다,형,형용사,形容詞,,A
10136,싫어지다,동,동사,動詞,,B
2636,싫어하다,동,동사,動詞,,A
1073,심각하다,형,형용사,形容詞,深刻-,B
9231,심각해지다,동,동사,動詞,深刻-,C
1333,심다,동,동사,動詞,,B
2416,심리,명,명사,名詞,心理,B
6451,심리적,명,명사,名詞,心理的,C
6095,심부름,명,명사,名詞,,B
3484,심사,명,명사,名詞,審査,C
6634,심심하다,형,형용사,形容詞,지루하다,C
2042,심장,명,명사,名詞,心臟,C
2417,심정,명,명사,名詞,心情,C
4005,심판,명,명사,名詞,審判,C
761,심하다,형,형용사,形容詞,甚-,B
5373,심해지다,동,동사,動詞,甚-,B
24036,십,수,수사,数詞,十,A
1410,십이월,명,명사,名詞,十二月,A
2099,십일월,명,명사,名詞,十一月,A
8830,싱겁다,형,형용사,形容詞,,B
4137,싱싱하다,형,형용사,形容詞,,C
92,싶다,보,보조 용언,補助用言,,A
5641,싶어지다,보,보조 용언,補助用言,,C
7292,싸구려,명,명사,名詞,,C
2100,싸다,"동, 형","동사, 형용사","動詞, 形容詞","보자기에 ~, 집값이 ~",A
1007,싸우다,동,동사,動詞,,A
1384,싸움,명,명사,名詞,,B
9233,싹,부,부사,副詞,,C
8146,싼값,명,명사,名詞,,C
695,쌀,명,명사,名詞,,B
5778,쌍,명,명사,名詞,雙,C
5031,쌍둥이,명,명사,名詞,雙-,C
1521,쌓다,동,동사,動詞,,B
1411,쌓이다,동,동사,動詞,,B
5944,썩,부,부사,副詞,,C
2901,썩다,동,동사,動詞,,B
1098,썰다,동,동사,動詞,,B
5779,썰렁하다,형,형용사,形容詞,,C
2418,쏘다,동,동사,動詞,,B
2344,쏟다,동,동사,動詞,,B
1895,쏟아지다,동,동사,動詞,,B
169,쓰다,"동, 형","동사, 형용사","動詞, 形容詞","글씨를 ~, 모자를 ~, 약을 ~, 나물이 ~",A
5244,쓰다듬다,동,동사,動詞,,C
2576,쓰러지다,동,동사,動詞,,C
1046,쓰레기,명,명사,名詞,,A
7835,쓰레기통,명,명사,名詞,-桶,B
1359,쓰이다,동,동사,動詞,"글이 ~, 농사에 기계가 ~",B
9675,쓴맛,명,명사,名詞,,C
4443,쓸다,동,동사,動詞,마당을 ~,C
7057,쓸데없다,형,형용사,形容詞,,C
8832,쓸데없이,부,부사,副詞,,C
4289,쓸쓸하다,형,형용사,形容詞,,C
5642,씌우다,동,동사,動詞,아이에게 모자를 ~,C
37,씨,"명, 의","명사, 의존 명사","名詞, 依存名詞","~를 심다, 氏",A
5374,씨름,명,명사,名詞,,B
6096,씨앗,명,명사,名詞,,C
6272,씩씩하다,형,형용사,形容詞,,B
2968,씹다,동,동사,動詞,,B
9238,씻기다,동,동사,動詞,"비에 ~, 아이를 ~",C
947,씻다,동,동사,動詞,,A
297,아,감,감탄사,感嘆詞,,A
2474,아가씨,명,명사,名詞,,B
615,아기,명,명사,名詞,,A
1363,아까,"부, 명","부사, 명사","副詞, 名詞",,B
3695,아깝다,형,형용사,形容詞,,C
1884,아끼다,동,동사,動詞,,C
913,아나운서,명,명사,名詞,announcer,B
408,아내,명,명사,名詞,,A
3538,아냐,감,감탄사,感嘆詞,,C
7058,아뇨,감,감탄사,感嘆詞,,B
765,아니,"부, 감","부사, 감탄사","副詞, 感嘆詞",,A
16,아니다,형,형용사,形容詞,,A
4918,아니야,감,감탄사,感嘆詞,,B
2447,아니요,감,감탄사,感嘆詞,,A
1845,아니하다,보,보조 용언,補助用言,,C
24058,아드님,명,명사,名詞,,C
295,아들,명,명사,名詞,,A
453,아래,명,명사,名詞,,A
7059,아래쪽,명,명사,名詞,,B
11936,아래층,명,명사,名詞,-層,B
7836,아랫사람,명,명사,名詞,,C
4712,아르바이트,명,명사,名詞,&독Arbeit,C
332,아름답다,형,형용사,形容詞,,A
735,아마,부,부사,副詞,,A
2135,아마도,부,부사,副詞,,B
748,아무,"관, 대","관형사, 대명사","冠形詞, 代名詞",,A
4533,아무개,대,대명사,代名詞,,C
1464,아무것,명,명사,名詞,,B
1949,아무래도,부,부사,副詞,,B
1028,아무런,관,관형사,冠形詞,,C
2805,아무렇다,형,형용사,形容詞,,B
693,아무리,부,부사,副詞,,B
2969,아무튼,부,부사,副詞,,B
2870,아버님,명,명사,名詞,,B
153,아버지,명,명사,名詞,,A
379,아빠,명,명사,名詞,,A
5375,아쉬움,명,명사,名詞,,C
3077,아쉽다,형,형용사,形容詞,,C
7060,아스팔트,명,명사,名詞,asphalt,C
,아시아,고,고유 명사,固有名詞,Asia,B
4139,아아,감,감탄사,感嘆詞,,B
1557,아예,부,부사,副詞,,C
2101,아울러,부,부사,副詞,,C
3010,아유,감,감탄사,感嘆詞,,C
96,아이,"명, 감","명사, 감탄사","名詞, 感嘆詞",,A
2043,아이고,감,감탄사,感嘆詞,,B
2531,아이디어,명,명사,名詞,idea,C
14611,아이스크림,명,명사,名詞,ice-cream,A
616,아저씨,명,명사,名詞,,A
274,아주,부,부사,副詞,,A
1743,아주머니,명,명사,名詞,,A
2419,아줌마,명,명사,名詞,,A
201,아직,부,부사,副詞,,A
323,아침,명,명사,名詞,,A
851,아파트,명,명사,名詞,apartment,A
589,아프다,형,형용사,形容詞,,A
,아프리카,고,고유 명사,固有名詞,Africa,B
2361,아픔,명,명사,名詞,,B
7061,아하,감,감탄사,感嘆詞,,C
12669,아홉,수,수사,数詞,,A
49265,아흔,수,수사,数詞,,A
3122,악기,명,명사,名詞,樂器,B
4218,악몽,명,명사,名詞,惡夢,C
4290,악수,명,명사,名詞,握手,B
44,안,"명, 부","명사, 부사","名詞, 副詞","집 ~, 아니, 案",A
3762,안개,명,명사,名詞,,C
2659,안경,명,명사,名詞,眼鏡,A
15800,안과,명,명사,名詞,眼科,C
4006,안기다,동,동사,動詞,"'안다'의 피동사, '안다'의 사동사",C
4219,안내,명,명사,名詞,案內,C
5032,안내하다,동,동사,動詞,案內-,B
7294,안녕,감,감탄사,感嘆詞,安寧,A
1978,안녕하다,형,형용사,形容詞,安寧-,A
4444,안녕히,부,부사,副詞,安寧-,A
929,안다,동,동사,動詞,,A
,안동,고,고유 명사,固有名詞,安東,C
2970,안되다,"동, 형","동사, 형용사","動詞, 形容詞","공부가 ~, 마음이 언짢다",A
2136,안방,명,명사,名詞,-房,B
8154,안부,명,명사,名詞,安否,C
9241,안심하다,동,동사,動詞,安心-,C
2115,안전,명,명사,名詞,安全,B
2835,안전하다,형,형용사,形容詞,安全-,B
1474,안정,명,명사,名詞,安定,C
3696,안정되다,동,동사,動詞,安定-,C
4623,안주,명,명사,名詞,按酒,B
3362,안쪽,명,명사,名詞,,B
2554,안타깝다,형,형용사,形容詞,,B
4445,안팎,명,명사,名詞,,C
183,앉다,동,동사,動詞,,A
5033,앉히다,동,동사,動詞,,C
11,않다,"동, 보","동사, 보조 용언","動詞, 補助用言",,A
2200,알,명,명사,名詞,,B
36,알다,동,동사,動詞,,A
500,알려지다,동,동사,動詞,,B
5246,알루미늄,명,명사,名詞,aluminium,C
993,알리다,동,동사,動詞,,B
1364,알맞다,형,형용사,形容詞,,B
4357,알아내다,동,동사,動詞,,C
2362,알아듣다,동,동사,動詞,,B
388,알아보다,동,동사,動詞,,C
5247,알아주다,동,동사,動詞,,C
7066,알코올,명,명사,名詞,alcohol,C
2137,앓다,동,동사,動詞,,B
4358,암,명,명사,名詞,癌,B
5783,암시,명,명사,名詞,暗示,C
5946,암컷,명,명사,名詞,,C
2008,압력,명,명사,名詞,壓力,C
64,앞,명,명사,名詞,,A
5376,앞길,명,명사,名詞,앞에 있는 길,B
5784,앞날,명,명사,名詞,,C
1628,앞두다,동,동사,動詞,,C
4220,앞뒤,명,명사,名詞,,B
10669,앞문,명,명사,名詞,-門,C
8457,앞바다,명,명사,名詞,,C
1299,앞서,부,부사,副詞,,C
2201,앞서다,동,동사,動詞,,B
3486,앞세우다,동,동사,動詞,,C
2555,앞장서다,동,동사,動詞,,C
7838,앞쪽,명,명사,名詞,,B
315,애,명,명사,名詞,"~가 타다, 아이",B
1651,애쓰다,동,동사,動詞,,C
3419,애인,명,명사,名詞,愛人,B
3078,애정,명,명사,名詞,愛情,C
3420,애초,명,명사,名詞,-初,C
7068,액세서리,명,명사,名詞,accessory,B
2971,액수,명,명사,名詞,額數,C
7840,앨범,명,명사,名詞,album,C
821,야,감,감탄사,感嘆詞,,B
5644,야간,명,명사,名詞,夜間,C
2688,야구,명,명사,名詞,野球,A
19003,야구장,명,명사,名詞,野球場,C
4360,야단,명,명사,名詞,惹端,C
9685,야옹,부,부사,副詞,,C
6098,야외,명,명사,名詞,野外,B
3194,야채,명,명사,名詞,野菜,B
8840,야하다,형,형용사,形容詞,冶-,C
677,약,"명, 관","명사, 관형사","名詞, 冠形詞","~이 오르다, 約, 藥",A
666,약간,"명, 부","명사, 부사","名詞, 副詞",若干,B
7298,약국,명,명사,名詞,藥局,A
1203,약속,명,명사,名詞,約束,A
2660,약속하다,동,동사,動詞,約束-,A
9248,약수,명,명사,名詞,藥水,C
4534,약점,명,명사,名詞,弱點,C
9249,약품,명,명사,名詞,藥品,C
1860,약하다,형,형용사,形容詞,弱-,B
5377,약해지다,동,동사,動詞,弱-,C
28129,약혼녀,명,명사,名詞,約婚女,C
34677,약혼자,명,명사,名詞,約婚者,C
8458,얄밉다,형,형용사,形容詞,,C
3421,얇다,형,형용사,形容詞,,B
1428,양,"명, 관, 의","명사, 관형사, 의존 명사","名詞, 冠形詞, 依存名詞","羊, 兩, 量, 孃",B
3044,양국,명,명사,名詞,兩國,C
3422,양념,명,명사,名詞,,B
21230,양력,명,명사,名詞,陽曆,C
5248,양말,명,명사,名詞,洋襪,A
9250,양배추,명,명사,名詞,洋-,B
9251,양보,명,명사,名詞,讓步,C
5129,양보하다,동,동사,動詞,讓步-,B
4535,양복,명,명사,名詞,洋服,A
8459,양상추,명,명사,名詞,洋-,C
1831,양식,명,명사,名詞,"洋食, 樣式",C
4007,양심,명,명사,名詞,良心,C
9252,양옆,명,명사,名詞,兩-,C
8157,양주,명,명사,名詞,洋酒,C
2532,양쪽,명,명사,名詞,兩-,B
2116,양파,명,명사,名詞,洋-,B
9253,얕다,형,형용사,形容詞,,B
3079,얘,"감, 불","감탄사, 분석 불능","感嘆詞, 分析不能",이 아이,B
237,얘기,명,명사,名詞,이야기,A
736,얘기하다,동,동사,動詞,,A
446,어,감,감탄사,感嘆詞,,A
4814,어기다,동,동사,動詞,,C
975,어깨,명,명사,名詞,,A
133,어느,관,관형사,冠形詞,,A
4919,어느덧,부,부사,副詞,,C
2028,어느새,부,부사,副詞,,B
9254,어두워지다,동,동사,動詞,,B
1475,어둠,명,명사,名詞,,B
1476,어둡다,형,형용사,形容詞,,B
155,어디,"감, 대","감탄사, 대명사","感嘆詞, 代名詞",,A
4815,어때,불,분석 불능,分析不能,어떠해,B
845,어떠하다,형,형용사,形容詞,,A
2689,어떡하다,불,분석 불능,分析不能,어떠하게 하다,B
67,어떤,관,관형사,冠形詞,,A
76,어떻다,형,형용사,形容詞,,A
1455,어려움,명,명사,名詞,,B
6640,어려워지다,동,동사,動詞,,C
223,어렵다,형,형용사,形容詞,,A
653,어른,명,명사,名詞,,A
481,어리다,"동, 형","동사, 형용사","動詞, 形容詞","눈물이 ~, 나이가 적다",B
3698,어리석다,형,형용사,形容詞,,C
4084,어린아이,명,명사,名詞,,B
4624,어린애,명,명사,名詞,,B
802,어린이,명,명사,名詞,,A
8160,어린이날,명,명사,名詞,,B
3080,어머,감,감탄사,感嘆詞,,B
106,어머니,명,명사,名詞,,A
2902,어머님,명,명사,名詞,,B
2775,어색하다,형,형용사,形容詞,語塞-,B
1522,어서,부,부사,副詞,,A
990,어울리다,동,동사,動詞,,B
28175,어저께,명,명사,名詞,,C
2138,어제,"부, 명","부사, 명사","副詞, 名詞",어저께,A
5378,어젯밤,명,명사,名詞,,B
4292,어지럽다,형,형용사,形容詞,,C
4536,어째서,불,분석 불능,分析不能,어찌하여서,C
1477,어쨌든,부,부사,副詞,,C
749,어쩌다,"동, 부","동사, 부사","動詞, 副詞",,B
8845,어쩌다가,부,부사,副詞,,C
1354,어쩌면,부,부사,副詞,,B
4085,어쩐지,부,부사,副詞,,B
9257,어쩜,부,부사,副詞,,C
1558,어찌,부,부사,副詞,,C
7303,어찌나,부,부사,副詞,,C
4293,어찌하다,동,동사,動詞,,C
34770,억,수,수사,数詞,億,B
3364,억울하다,형,형용사,形容詞,抑鬱-,C
497,언니,명,명사,名詞,,A
4221,언덕,명,명사,名詞,,C
1029,언론,명,명사,名詞,言論,C
667,언어,명,명사,名詞,言語,C
891,언제,"부, 대","부사, 대명사","副詞, 代名詞",,A
794,언제나,부,부사,副詞,,A
1700,언젠가,부,부사,副詞,,B
2776,얹다,동,동사,動詞,,B
331,얻다,동,동사,動詞,,B
6099,얻어먹다,동,동사,動詞,,C
157,얼굴,명,명사,名詞,,A
4538,얼다,동,동사,動詞,,B
1047,얼른,부,부사,副詞,,B
10149,얼리다,동,동사,動詞,물을 ~,C
402,얼마,명,명사,名詞,,A
9690,얼마간,명,명사,名詞,-間,C
285,얼마나,부,부사,副詞,,A
3593,얼음,명,명사,名詞,,B
3045,얼핏,부,부사,副詞,,C
2506,엄격하다,형,형용사,形容詞,嚴格-,C
240,엄마,명,명사,名詞,,A
6100,엄숙하다,형,형용사,形容詞,嚴肅-,C
937,엄청나다,형,형용사,形容詞,,C
3940,업다,동,동사,動詞,,C
1105,업무,명,명사,名詞,業務,B
2637,업종,명,명사,名詞,業種,C
1123,업체,명,명사,名詞,業體,C
10,없다,형,형용사,形容詞,,A
1925,없애다,동,동사,動詞,,B
1039,없어지다,동,동사,動詞,,B
171,없이,부,부사,副詞,,B
5646,엇갈리다,동,동사,動詞,,C
3196,엉덩이,명,명사,名詞,,C
2903,엉뚱하다,형,형용사,形容詞,,B
5379,엉망,명,명사,名詞,,C
7304,엉터리,명,명사,名詞,,C
9260,엊그제,부,부사,副詞,,B
3699,엎드리다,동,동사,動詞,,C
3423,에,감,감탄사,感嘆詞,,C
1210,에너지,명,명사,名詞,energy,B
7071,에어컨,명,명사,名詞,air conditioner,A
4363,엔,의,의존 명사,依存名詞,&일en,B
5131,엔진,명,명사,名詞,engine,C
4816,엘리베이터,명,명사,名詞,elevator,B
4539,여,명,명사,名詞,女,B
6101,여가,명,명사,名詞,餘暇,C
4086,여간,부,부사,副詞,如干,C
2202,여건,명,명사,名詞,與件,C
2286,여겨지다,동,동사,動詞,,C
9261,여고생,명,명사,名詞,女高生,B
5380,여관,명,명사,名詞,旅館,B
5519,여군,명,명사,名詞,女軍,C
4142,여권,명,명사,名詞,旅券,A
144,여기,대,대명사,代名詞,,A
1063,여기다,동,동사,動詞,,C
2084,여기저기,명,명사,名詞,,B
8467,여대생,명,명사,名詞,女大生,B
34841,여덟,수,수사,数詞,,A
6102,여동생,명,명사,名詞,女同生,A
13584,여든,수,수사,数詞,,A
117,여러,관,관형사,冠形詞,,A
1300,여러분,대,대명사,代名詞,,A
3700,여럿,명,명사,名詞,,C
1979,여론,명,명사,名詞,輿論,C
766,여름,명,명사,名詞,,A
3764,여름철,명,명사,名詞,,B
2904,여보,감,감탄사,感嘆詞,,B
3081,여보세요,감,감탄사,感嘆詞,,A
17283,여섯,수,수사,数詞,,A
146,여성,명,명사,名詞,女性,B
9263,여왕,명,명사,名詞,女王,C
5249,여우,명,명사,名詞,동물,B
1994,여유,명,명사,名詞,餘裕,B
2085,여인,명,명사,名詞,女人,C
84,여자,명,명사,名詞,女子,A
7848,여전하다,형,형용사,形容詞,如前-,C
824,여전히,부,부사,副詞,如前-,C
10153,여직원,명,명사,名詞,女職員,B
5381,여쭈다,동,동사,動詞,,B
3287,여학생,명,명사,名詞,女學生,A
984,여행,명,명사,名詞,旅行,A
6642,여행사,명,명사,名詞,旅行社,B
5949,여행하다,동,동사,動詞,旅行-,A
1667,역,명,명사,名詞,"役, 驛",A
208,역사,명,명사,名詞,歷史,A
2319,역사가,명,명사,名詞,歷史家,B
5787,역사상,명,명사,名詞,歷史上,C
2601,역사적,명,명사,名詞,歷史的,B
6842,역사학,명,명사,名詞,歷史學,C
313,역시,부,부사,副詞,亦是,B
443,역할,명,명사,名詞,役割,B
3826,연간,명,명사,名詞,年間,C
4364,연결,명,명사,名詞,連結,C
2219,연결되다,동,동사,動詞,連結-,B
2345,연결하다,동,동사,動詞,連結-,B
4365,연관,명,명사,名詞,聯關,C
239,연구,명,명사,名詞,硏究,B
1950,연구소,명,명사,名詞,硏究所,B
6275,연구실,명,명사,名詞,硏究室,C
4817,연구원,명,명사,名詞,硏究員,C
2320,연구자,명,명사,名詞,硏究者,B
1566,연구하다,동,동사,動詞,硏究-,B
543,연극,명,명사,名詞,演劇,C
1724,연기,명,명사,名詞,"延期, 煙氣, 演技",B
9265,연기되다,동,동사,動詞,延期-,C
2321,연기자,명,명사,名詞,演技者,C
8471,연기하다,동,동사,動詞,延期-,C
17294,연두색,명,명사,名詞,軟豆色,C
2267,연락,명,명사,名詞,連絡,C
15856,연락처,명,명사,名詞,連絡處,B
4088,연락하다,동,동사,動詞,連絡-,B
4540,연령,명,명사,名詞,年齡,C
3124,연말,명,명사,名詞,年末,B
6104,연상하다,동,동사,動詞,聯想-,C
3702,연설,명,명사,名詞,演說,C
15860,연세,명,명사,名詞,年歲,B
3321,연속,명,명사,名詞,連續,C
1896,연습,명,명사,名詞,練習,A
5382,연습하다,동,동사,動詞,練習-,A
4819,연애,명,명사,名詞,戀愛,C
3539,연예인,명,명사,名詞,演藝人,C
5520,연인,명,명사,名詞,戀人,C
5521,연장,명,명사,名詞,延長,C
5788,연주,명,명사,名詞,演奏,C
2638,연출,명,명사,名詞,演出,C
5383,연출하다,동,동사,動詞,演出-,C
3703,연필,명,명사,名詞,鉛筆,A
7311,연하다,형,형용사,形容詞,軟-,B
2661,연합,명,명사,名詞,聯合,C
4820,연휴,명,명사,名詞,連休,B
1821,열,"수, 명","수사, 명사","数詞, 名詞",熱,A
