word,pos,meaning,definition,target_codes
모자,명사,ぼうし【帽子】,礼をわきまえたり、寒さや暑さなどを防ぐために頭にかぶるもの。,69297
무,명사,"だいこん【大根】
","色が白く、長い根に羽状の葉があって、キムチなどをつける野菜。
",54831
무게,명사,"おもさ【重さ】。めかた【目方】。じゅうりょう【重量】
","物の重さの度合い。
",54870
무궁화,명사,むくげのはな【むくげの花】。きんか【槿花】,"夏から秋にかけて、白色、紫色、紅色などの花弁が鐘状に広く開く花。
",15318
무료,명사,"むりょう【無料】。むだい【無代】。ただ
","料金がないこと。
",15324
무릎,명사,"ひざ【膝】。ひざがしら【膝頭】
","太ももとすねの間で、丸く前に突き出ている部分。
",55313
미끄럼,명사,すべり【滑り】,すべること。また、そのような遊び。,57744
미끄럼틀,명사,すべりだい【滑り台】,滑り降りて遊ぶことができる、斜めに作られた機具。,57743
미래,명사,"みらい【未来】。しょうらい【将来】
","これから来る時。
",61518
미술관,명사,びじゅつかん【美術館】,美術品を展示し、一般に公開する場所。,56220
미안,명사,すまないこと【済まないこと】。もうしわけないこと【申し訳ないこと】,間違いをおかして、心が安らかでなく恥ずかしいこと。,56257
미용실,명사,びよういん【美容院】。びようしつ【美容室】。ヘア・サロン　,髪の毛を切ったり、染色・パーマ・化粧などのサービスを提供するところ。,15431
바깥,명사,"そと【外】。そとがわ【外側】
","外になる場所。
",56330
바깥쪽,명사,そとがわ・がいそく【外側】。おもてがわ【表側】,外へ向かう方。,56361
바나나,명사,バナナ,長くて曲がっている形で、果皮が黄色くてよく剥け、白い果肉が甘くて柔らかい熱帯果物。,31451
바다,명사,"うみ【海】。かいよう【海洋】
","地球で陸地の以外の部分で、塩水が満ちているところ。
",26497
바다낚시,명사,うみづり【海釣り】,海で魚を釣ること。,56404
바닥,명사,"へいめん【平面】。そこ【底】。ゆか【床】
","ある空間で、下が平らで広い部分。
",62696
바닷가,명사,かいがん【海岸】。はまべ【浜辺】,海と陸地が接している所やその辺り。,56428
바람,명사,かぜ【風】,気圧の変化、または人や機械によって起こる空気の動き。,85627
바이올린,명사,バイオリン,中央部のくびれた楕円形の胴体に4本の弦を張り、弓でこすって奏する楽器。,57549
바지,명사,ズボン。パンツ,足を片方ずつ入れるように股下で2つに分かれた、下半身にはく衣服。,66249
배달,명사,はいたつ【配達】。でまえ【出前】,郵便物や商品、食べ物を届けること。,58797
배달원,명사,はいたついん【配達員】,"品物や料理などを届けることを職業とする人。
",58800
배드민턴,명사,バドミントン,ネットを挟み、相手とラケットでシャトルコック（羽球）を打ち合うスポーツ競技。,58809
배우,명사,はいゆう【俳優】。やくしゃ【役者】,映画・演劇・ドラマなどの登場人物に扮して演技をする人。,58204
배추,명사,はくさい【白菜】,長くて丸い葉が重なって育つ、中は黄白色で、表は緑色の野菜。キムチの材料によく使われる。,58433
배탈,명사,しょくもたれ【食もたれ】。しょくあたり【食あたり】,食べたものがうまく消化されず、下痢をしたり腹痛を起こす病気。,58720
버거,명사,バーガー,丸いパンの間に肉と野菜とチーズなどを挟んだ食べ物。,600795
버릇,명사,くせ【癖】,"長い間繰り返して習慣になった性質や行動。
",58306
버스,명사,バス,料金をもらって決まった道を通って、たくさんの人を乗せる大きい自動車。,36678
보기,명사,みほん【見本】。サンプル。れい【例】,何かを説明したり証明するために代表として示すもの。,58787
보라색,명사,むらさきいろ【紫色】。むらさき【紫】,赤と青の中間の色。,14505
부모님,명사,ごりょうしん【ご両親】,両親を敬っていう語。,62272
부부,명사,"ふうふ【夫婦】。ふさい【夫妻】
","夫と妻。
",32206
부분,명사,ぶぶん【部分】,全体を成している小さい範囲。また、全体をいくつかのグループに分けたものの中で一つ。,65853
부엌,명사,だいどころ【台所】。キッチン。ちゅうぼう【厨房】,家の中で調理や皿洗いをするなど、食事と関連した仕事をする場所。,62273
부인,명사,ふじん【夫人】,他人の妻を敬っていう語。,62505
부자,명사,かねもち【金持ち】。ものもち【物持ち】。ふごう【富豪】,財産を多く持っている人。,59725
부장,명사,ぶちょう【部長】,機関・組織などで一部を受け持って総括する職位。また、その職位の人。,59737
부족,명사,ふそく【不足】,必要な量や基準に満たないか、十分でないこと。,59843
부탁,명사,たのみ【頼み】。おねがい【お願い】。いらい【依頼】,何かをしてほしいと伝えて願うこと。また、ゆだねること。,59301
비,명사,"あめ【雨】
","高いところで雲をつくっていた水蒸気が冷えて、一塊になって落ちてくる水滴。
",36681
비교,명사,ひかく【比較】。くらべ【比べ】,"二つ以上のものを並べて、同じ点と違う点を見比べること。
",63521
비구름,명사,あまぐも【雨雲】,雨を降らせる雲。,60417
비누,명사,せっけん【石鹸】,水をつけて泡を出して、身体や服についた汚れを洗い落とす洗剤。,60409
비디오,명사,"ビデオ
","テレビで、音声と対応する映像。
",60941
비밀,명사,"ひみつ【秘密】
","隠していて、人に知られていないこと。
",66309
비옷,명사,あまぎ【雨着】。あまガッパ【雨ガッパ】。レインコート　,雨に濡れないように衣服の上に着る、防水のもの。,60737
비행기,명사,ひこうき【飛行機】,人や物を乗せて空を飛ぶ交通手段。,15679
사거리,명사,じゅうじろ【十字路】。よつつじ【四つ辻】。よつかど【四つ角】,道が1ヵ所から4つの方向に分かれている場所。,88600
사계절,명사,しき【四季】,春・夏・秋・冬の4つの季節。,92647
사고,명사,"じこ【事故】
","思いがけず起こった、望ましくない出来事。
",66370
사과,명사,りんご【林檎】。アップル　,丸くて赤い、甘酸っぱい味のする果物。,66371
사람,명사,ひと【人】。にんげん【人間】。じんるい【人類】,考える力があり、言語と道具を使い、社会を作って生きる存在。,58161
사랑,명사,あい【愛】。こい【恋】。あいじょう【愛情】,"相手に性的な魅力を感じて、熱烈に恋い慕う情。
",66649
사무실,명사,じむしつ【事務室】,職場で主に書類などを処理し、自分に課せられた仕事をする部屋。,61202
사업,명사,じぎょう【事業】。ビジネス,"経済的な利益を得るために、ある組職を経営すること。
",62048
사용,명사,しよう【使用】,"何かを必要なことや機能に合わせて使うこと。
",66372
사월,명사,しがつ【四月】,1年12ケ月の中で4番目の月。卯月（うづき）。,20228
사이,명사,"あいだ・ま【間】。かんかく【間隔】。あいま【合間】
","物と物まで、または場所と場所までの距離や空間。
",61187
사이다,명사,サイダー,砂糖水に炭酸を混合して作った透明な炭酸飲料。,61222
사이즈,명사,サイズ,服・靴などの大きさ・寸法。,61226
사장,명사,しゃちょう【社長】,会社を代表し、会社の事に責任を持つ人。,61274
사장님,명사,しゃちょう【社長】,店や会社の社長を敬っていう語。,600517
사전,명사,じてん【辞典】。じしょ【辞書】。じびき【字引】,言葉を集めて一定の順序に従って載せ、その発音・意味・語源・用法などを説明した本。,61329
사진,명사,しゃしん【写真】,事物の姿を長く保存できるようにカメラで撮って、紙やコンピューターなどに写した映像。,28030
사진기,명사,しゃしんき【写真機】。カメラ　,写真を撮る機械。,66655
사진반,명사,しゃしんぶ【写真部】,学校などで写真の撮影を趣味とする部活動や団体。,78109
사진사,명사,しゃしんし【写真師】。しゃしんぎし【写真技師】,写真の撮影を職業とする人。,61295
사진작가,명사,しゃしんさっか【写真作家】,写真の撮影を専門的に行う芸術家。,61298
사탕,명사,キャンディー,飴や砂糖を煮詰めて、口に入れやすい大きさに作った硬くて甘い菓子。,57306
사흘,명사,みっか・みか【三日】。みっかかん【三日間】,三つの日数。,62144
새것,명사,しんぴん【新品】,既存の物ではなく、新しく出たり作った物。,83551
새벽,명사,よあけ【夜明け】。あけがた【明け方】。あかつき【暁】,日が昇るころ。,62740
새해,명사,しんねん【新年】。しんしゅん【新春】,新しく始まる年。,67897
샤부샤부,명사,しゃぶしゃぶ,薄く切った肉と野菜、海鮮などを、沸騰した出汁に入れて軽く煮て食べる料理。,601711
샤워,명사,シャワー,雨のように水を噴出させる器具を使用して体を洗うこと。,62296
샤워실,명사,"シャワーしつ【シャワー室】
",シャワーができるように作られた部屋。,62298
샤프,명사,シャープペンシル。シャーペン,ノックボタンを押すと芯が少しずつ出てきて、字を書く時に使う筆記用具。,62301
서랍,명사,ひきだし【引き出し】,机や箪笥などに取り付け、引き出して開けるようにした、ものを入れるための箱。,62675
서로서로,명사,たがい【互い】。そうほう【双方】,対を成したり相対する関係にある相手を強調していう語。,62865
서류,명사,"しょるい【書類】
",文字で書き付けた文書。,62870
서비스,명사,サービス,製品を直接作らない、販売・観光・金融・医療などの活動。,71116
서울말,명사,ソウルのことば【ソウルの言葉】。ソウルほうげん【ソウル方言】,ソウルの人々が使う言葉。,62896
서점,명사,しょてん【書店】。ほんや【本屋】,本を売る店。,24163
서쪽,명사,にし【西】。せいほう【西方】。にしがわ【西側】,東西南北の四方位の一つで、日が沈む方向。,65559
세계,명사,せかい【世界】,地球上のすべての地域・国家。,62444
세배,명사,セベ【歳拝】,お正月に目上の人に対するあいさつとして行うお辞儀。,70184
세뱃돈,명사,おとしだま【御年玉】,お正月に目上の人にセベをしてから受け取る金銭。,70186
세상,명사,"よ【世】。ちじょう【地上】
","地球の上の全体。
",62441
세수,명사,せんめん【洗面】。せんがん【洗顔】。てあらい【手洗い】,湯水で手や顔を洗うこと。,63547
세숫대야,명사,せんめんき【洗面器】。てだらい【手盥】。ちょうずだらい【手水盥】,"手や顔を洗うのに使う、湯水を入れる大きい器。 ",63550
세숫물,명사,ちょうず【手水】。せんめんようのみず【洗面用の水】,手や顔などを洗う用途に使う湯水。,63551
세숫비누,명사,せんがんせっけん【洗顔石けん】。ソープ,手や顔を洗うのに使う石けん。,63552
세탁,명사,せんたく【洗濯】。せんじょう【洗浄】。クリーニング,汚れた衣服などを洗うこと。,90335
세탁기,명사,せんたくき【洗濯機】,洗濯に用いる機械。,77632
세탁비누,명사,せんたくせっけん【洗濯石鹸】,洗濯用の石けん。,77634
세탁소,명사,クリーニングや【クリーニング屋】。せんたくや【洗濯屋】,洗濯やアイロンがけなどの営業をする店。,49228
소,명사,"うし【牛】
","大型で、褐色または白色と黒色の毛があり、乳を搾って飲んだり、肉を食べたりするために飼う家畜。
",64289
소개,명사,しょうかい【紹介】,両方の仕事がうまく進められるように努めること。,64301
소고기,명사,"ぎゅうにく【牛肉】
",食用とする牛の肉。,92071
소금,명사,"しお【塩】。しょくえん【食塩】
","しょっぱい味の白い粉。
",61167
소리,명사,"おと【音】
","物体が振動してできた音波が耳に聞こえること。
",62379
소설,명사,"しょうせつ【小説】
","作家が作り出して書いた、物語の形式になっている文学作品。
",32185
소식,명사,"しょうそく【消息】。たより【便り】。おとさた【音沙汰】
","遠く離れていたり、あまり会っていない人の事情や状況を知らせる音信や手紙。
",71143
소주,명사,しょうちゅう【焼酎】,穀物やサツマイモなどで酒造した酒を蒸留して得た酒。,81672
소주병,명사,しょうちゅうびん【焼酎瓶】,焼酎を入れる瓶。,81673
소주잔,명사,しょうちゅうグラス【焼酎グラス】。しょうちゅうはい【焼酎杯】,焼酎のように強い酒を飲むのに使う小さい杯。,81674
소파,명사,ソファー,背もたれに身を預けてゆったりと座れる、クッションが効いた長椅子。,62508
소포,명사,こづつみ【小包】。こづつみゆうびんぶつ【小包郵便物】,郵便で送る、包装されている小さい物品。,49257
소풍,명사,ピクニック。えんそく【遠足】。のあそび【野遊び】,景色を楽しんだり遊んだりすることを目的として野外に出かけてくること。,26854
소화제,명사,しょうかざい【消化剤】,消化を促進させる薬。,64127
쇼핑,명사,ショッピング。かいもの【買い物】,デパートや商店街を回りながら見物し、買い物をすること。,58107
쇼핑백,명사,ショッピングバッグ。かいものぶくろ【買い物袋】,商店で購入した品物を入れてくれる、紙やビニールなどで作ったバッグや袋。,64150
수건,명사,"てぬぐい【手拭い】。てふき【手拭き】。タオル
","体・顔・手の水気を拭くのに使う布。
",26856
수고,명사,"くろう【苦労】。ろうく【労苦】。ほねおり【骨折り】
",何かをするために力を尽くし、苦しい思いをすること。また、その苦しさ。,15619
수박,명사,"すいか【西瓜】
","丸くて大きく、緑色に青黒い縞模様があって、果肉は赤く水分の多い果物。
",29555
수술,명사,しゅじゅつ【手術】。オペ,病気を治すために体の一部を切断したり縫ったりすること。,65022
수업,명사,じゅぎょう【授業】,教師が生徒・学生に知識や技術を教えること。,64597
수영,명사,すいえい【水泳】,水の中を泳ぐこと。,64611
수영복,명사,みずぎ【水着】,水泳する時に着る服。,64612
수영장,명사,すいえいじょう【水泳場】,泳ぎながら遊び、水泳競技ができるように施設を備えたところ。,26858
수요일,명사,すいようび【水曜日】,月曜日を基準にした一週の第3日。,28236
수저,명사,さじとはし【匙と箸】,匙と箸。,15765
수첩,명사,てちょう【手帳】,必要な時に簡単にメモするために持ち歩く小さなノート。,64748
슈퍼,명사,"スーパー
","食べ物や生活に必要な物品などをすべて揃えて売る大きな店。
",65285
슈퍼마켓,명사,"スーパーマーケット
","食べ物や生活に必要な物品などをすべて揃えて売る大きな店。
",62509
스웨터,명사,"セーター
","毛糸で分厚く編んだ上着。
",65063
스카프,명사,"スカーフ
","防寒や装飾のために頭にかぶったり首に巻いたりする、薄くて長い布。
",65057
스케이트,명사,スケート。アイススケート,氷上を滑走する用具。靴の底に金属製のブレードを取り付けたもの。,15836
스키,명사,スキー,雪上を滑走するために木やプラスチックで作った細長い板状の用具。,83172
스키장,명사,スキーじょう【スキー場】,スキーができる施設が整った場所。,15838
스타,명사,スター,人気の多い芸能人や運動選手。,65066
스트레스,명사,"ストレス
","仕事や人、環境などで心理的・肉体的に圧迫と緊張を感じる状態。
",62510
스트레칭,명사,"ストレッチング
","体と手足を伸ばすこと。
",65212
스포츠,명사,スポーツ,決められたルールに従って体を動かし、身体能力や技術を競い合うこと。,62511
스포츠맨,명사,"スポーツマン
","運動に才能があるか、運動を専門的にする人。
",65282
스포츠카,명사,"スポーツカー
","主にレースをしたり運転を楽しむためにスピードを速く出せるように作った自動車。
",65281
스푼,명사,スプーン。さじ【匙・匕】,料理を食べたりお茶を飲むときに使う、丸い皿状の部分に長い柄がついている道具。色々なサイズがある。,65277
시간표,명사,じかんひょう【時間表】。じかんわり【時間割】。タイムテーブル,時間によって仕事などを割り当て、あらわした表。,65811
시계,명사,"とけい【時計】
","時間を表す機械。
",30190
시골,명사,いなか【田舎】,都会から離れている地域。主に都会より人口が少なく、開発が進まず自然に接しやすい。,62488
시내,명사,"しない【市内】
","都市の中。
",65118
시민,명사,しみん【市民】,都市の住民。,71099
시아버지,명사,"しゅうと【舅】
","夫の父。
",13967
시어머니,명사,"しゅうとめ【姑】
","夫の母。
",65293
시월,명사,"じゅうがつ【十月】
","1年12ケ月の中で10番目の月。
",65299
시작,명사,"はじまり【始まり】。はじめ【始め】。かいし【開始】。スタート
","ある事や行動の初めの段階になったり、すること。また、そのような段階。
",36687
시장,명사,いちば【市場】。マーケット,色々な商品を売買する所。,17193
시청,명사,しやくしょ【市役所】,市の行政事務を扱う国の機関。,65312
시험,명사,"しけん【試験】。こうし【考試】。こうさ【考査】。テスト
","問題・質問・実際の行動などの一定の手続きに従って、知識や能力を検査し評価すること。
",20233
시험공부,명사,"しけんべんきょう【試験勉強】
","試験をうまく受けるための勉強。
",65757
쓰레기,명사,ごみ,剥ぎ取ったほこり、または使えなくなって捨てる予定の物やすでに捨てた物。,29590
쓰레기장,명사,"ごみすてば【ごみ捨て場】
","ごみを捨てるように決めておいたところ。
",66442
쓰레기통,명사,"ごみばこ【ごみ箱】
","ごみを入れたり集めておく箱。
",65174
아가씨,명사,おじょうさん【お嬢さん】,結婚していない若い女性。,65973
아기,명사,あかんぼう【赤ん坊】。あかご【赤子】,乳を飲んでいる時期の幼い子。,20235
아나운서,명사,"アナウンサー。アナ
",ニュース報道・実況中継・司会などの放送を専門に担当する人。,65976
아내,명사,"つま【妻】。かない【家内】。にょうぼう【女房】
","結婚して男性の配偶者になった女性。
",30196
아들,명사,むすこ【息子】,男性である子供。,20240
아래,명사,した【下】,一定の基準より低い位置。,71288
아래위,명사,じょうげ・うえした【上下】,上と下。,23084
아래쪽,명사,したのほう【下の方】。かほう【下方】,下になる場所や方向。,71289
아르바이트,명사,アルバイト。バイト。ないしょく【内職】,収入を得るために本業とは別の仕事を臨時にすること。,24506
아름다움,명사,うつくしさ【美しさ】,美しい様子。,66822
아메리카노,명사,アメリカーノ,エスプレッソにお湯を加えたコーヒー。,600429
아무것,명사,"なに・なん【何】
","正確に決まっていない、ある物事。
",58274
아버님,명사,おとうさま【御父様】,自分を生んでくれた男性を指したり呼んだりする尊敬語。,71340
아버지,명사,ちち【父】。ちちおや【父親】。おとうさん【御父さん】,自分を生んでくれた男性。また、その人を呼ぶ語。,71343
아빠,명사,パパ。おとうちゃん【お父ちゃん】,くだけた場面で父親を指したり呼ぶ語。,26148
아이,명사,こ【子】。こども【子供】,幼い者。,62843
아이섀도,명사,アイシャドー,目もとに発色の効果を出すための化粧品。,23235
아이스커피,명사,アイスコーヒー,氷を入れて冷たくしたコーヒー。,23237
아이스케이크,명사,アイスキャンディー,砂糖水に牛乳や果実汁などを混ぜ、中央部に細いスティック棒を差し込んで凍らせた菓子。,23234
아이스크림,명사,アイスクリーム,砂糖や牛乳、果実汁などを入れて、クリーム状に凍らせて作った食べ物。,26886
아이스티,명사,アイスティー,氷を入れて冷やした紅茶。,23120
아저씨,명사,おじ【叔父・伯父】。おじさん【叔父さん・伯父さん】,親戚関係において、親の兄弟または親の従兄弟を指したり呼ぶ語。,26237
아주머니,명사,おば【叔母・伯母】。おばさん【叔母さん・伯母さん】,親戚関係において、親の姉妹または親の従姉妹を指したり呼ぶ語。,89820
아줌마,명사,アジュンマ。おばさん【小母さん】,他人同士で成人女性を軽くへりくだっていう語。,72485
아침,명사,あさ【朝】,夜が明けて日が昇り一日が始まる頃までの時間。,27368
아쿠아리움,명사,アクアリウム,水中に住む生物を観察し、体験できるように作られた大型水族館。または、そのような水族館を備えた施設。,601372
아파트,명사,マンション。アパート,大きい高層建物の内部を複数に区切り、それぞれを独立した住居として居住できるように建てた住宅。,29610
애,명사,こ【子】。こども【子供】,幼い者。,73967
애인,명사,こいびと【恋人】,互いに愛し合っている関係にある人。,73134
야구,명사,やきゅう【野球】。ベースボール,9人編成の2チームが攻撃と守備を交替しながら、相手チームの投手の投げるボールをバットで打ち、四つの塁を回ってきて得点するスポーツ競技。,62512
야구공,명사,やきゅうボール【野球ボール】,野球競技に使うボール。,601176
야채,명사,やさい【野菜】。あおもの【青物】。そさい【蔬菜】,畑で栽培し、その葉や茎、実を食用とする農作物。,90066
얘기,명사,"はなし【話】  ","ある事実・状態・現象・経験・考えなどについて誰かに話す言葉。 ",74194
어깨,명사,"かた【肩】
","首の付け根から腕が胴体に接続する部分の上部にかけての部分。
",29970
어두운색,명사,あんしょく【暗色】。くらいいろ【暗い色】。ダークカラー,暗くて鮮明さの度合いが低い色。,91227
어른,명사,おとな【大人】。せいじん【成人】,一人前になった人。,72574
어린아이,명사,"こども【子供】。じどう【児童】。しょうに【小児】 ","年のいかない幼い子。 ",70503
어린이,명사,じどう【児童】。こども【子供】,4、5歳から小学生までの幼い子。,36698
어머니,명사,はは【母】。ははおや【母親】。じつぼ【実母】。おかあさん【お母さん】,自分を産んだ女性。また、その人を呼ぶ語。,74361
어머님,명사,おかあさま【御母様】,自分を産んでくれた女性の尊敬語。また、その人を呼ぶ語。,74396
어젯밤,명사,ゆうべ・さくや【昨夜】。ゆうべ【夕べ】,昨日の夜。,67078
에어컨,명사,クーラー,冷たい空気を出させ、湿度を調節する機械。,62514
여권,명사,りょけん【旅券】。パスポート,外国に旅行・滞在する人の身分や国籍を証明し、相手国にその人の保護を依頼する文書。,70992
여기저기,명사,あちこち。あちらこちら。あっちこっち,はっきりと決まっていない色々な場所や位置。,70994
여동생,명사,いもうと【妹】,兄弟のうち、年下の女。,71002
여름,명사,なつ【夏】,"四季の一つで、春と秋の間の暑い季節。
",67701
여름날,명사,なつび【夏日】,夏の日。,90645
여름옷,명사,なつふく【夏服】。なつもの【夏物】,夏に着る衣服。,90762
여성,명사,じょせい【女性】。ふじん【婦人】,女の人。特に成人した女。,67727
여자,명사,おんな【女】。じょし【女子】。じょせい【女性】,女として生まれた人。,27369
여자아이,명사,じょじ【女児】,女の子。,92452
여학생,명사,"じょがくせい【女学生】。じょしがくせい【女子学生】
",女子の学生・生徒。,58152
여행,명사,りょこう【旅行】。たび【旅】,家を離れて他の地域や外国の各所を見物しながら行きまわること。,28026
여행사,명사,りょこうだいりてん【旅行代理店】。りょこうがいしゃ【旅行会社】,旅行に必要とされる交通・宿泊・観光案内などの業務を行う会社。,70716
여행지,명사,りょこうさき【旅行先】,旅行に行く先。,70722
예매,명사,よやく【予約】,乗車券や入場券などを期日より早く前もって購入すること。,22045
예술,명사,げいじゅつ【芸術】,学問と技術。,70565
예습,명사,よしゅう【予習】,今後学ぶことを前もって学習すること。,14151
예약,명사,よやく【予約】,席・部屋・物品などを使用するために前もって約束すること。また、その約束。,70599
오거리,명사,ごさろ【五叉路・五差路】,道路が五つの方向へ延びる交差点。,70149
오래간만,명사,ひさびさ【久久】。ひさしぶり【久しぶり】,前の出来事があった時から、長い時間が経過した後。,68088
오랜만,명사,"ひさびさ【久久】。ひさしぶり【久しぶり】 ","前の出来事があった時から、長い時間が経過した後。 
",68090
오랫동안,명사,ながいあいだ【長い間】。ながらく【長らく】。ひさしく【久しく】。ちょうじかん【長時間】,非常に長い間。,83165
오렌지,명사,オレンジ,"果皮が厚く果汁が豊富な、オレンジ色の丸い果実。 ",68091
오른손,명사,みぎて【右手】,右側の手。,68100
오른쪽,명사,みぎ【右】。みぎがわ【右側】,人が北を向いた時、東に当たる方。,17252
오빠,명사,おにいさん【お兄さん】。あに【兄】,女の人がきょうだいや親戚のきょうだいのうち、自分より年上の男の人を指したり呼ぶ語。,68006
오월,명사,ごがつ【五月】,1年12ケ月の中で5番目の月。,62516
오이,명사,きゅうり【胡瓜】,夏に黄色い花が咲き、緑色の長い楕円形の実が実る植物。また、その実。,68059
오전,명사,ごぜん【午前】,"夜明けから正午までの時間。
",20246
오전반,명사,ごぜんぐみ【午前組】,午前と午後に分けて授業をする学校などで、午前に授業をする組。,68081
오후,명사,ごご【午後】,"正午から日没までの時間。
",67457
오후반,명사,ごごぐみ【午後組】,午前と午後に分けて授業をする学校などで、午後に授業をする組。,68248
와이셔츠,명사,ワイシャツ,男子の背広の下に着る、台襟・カフス付きのシャツ。,22146
와이파이,명사,Wi-Fi。ワイファイ。むせんLAN【無線LAN】,有線ではなく無線電波を使って、コンピューターや携帯電話をインターネットにつなげたりデータを伝送するシステム。,600950
외국,명사,"がいこく【外国】
","自国ではなく、他の国。
",68121
외국어,명사,がいこくご【外国語】,他の国家の言語。,31485
외국인,명사,がいこくじん【外国人】。いこくじん【異国人】。がいじん【外人】,他の国家の国民。,26210
외출,명사,がいしゅつ【外出】,"用事があって、自宅や勤め先などからよそへ出かけること。

",67857
요가,명사,"ヨガ
","古代インドから伝えられている、心身を修行する方法。

",69181
요금,명사,りょうきん【料金】,"施設を使ったり、見物をするのに支払う金銭。

",67863
요리,명사,りょうり【料理】,食べ物をこしらえること。,30199
요리사,명사,りょうりにん【料理人】,"料理を作るのを職業とする人。

",26621
요일,명사,ようび【曜日】,"１週間を構成するそれぞれの日。

",67865
요즘,명사,さいきん【最近】。ちかごろ【近頃】。このごろ【この頃】,少し前から現在までの間。,20250
우리나라,명사,わがくに【我が国】,"韓国人が韓国を自ら指す語。
",70403
우산,명사,かさ【傘】,"長い棒の上に屋根のような幕を広げて、雨が降る時に頭上に差しかざす道具。
",71103
우선,명사,ゆうせん【優先】,他のものより先に特別に待遇すること。,69469
우유,명사,ぎゅうにゅう【牛乳】。ミルク,乳牛の乳で、アイスクリームやバター、チーズなどを作るのに使う白色の液体。,26890
우유병,명사,ぎゅうにゅうびん【牛乳瓶】,"牛乳を入れる瓶。
",69369
우체국,명사,ゆうびんきょく【郵便局】,"手紙、小包みの発送や預金の管理などを行う公共機関。
",31486
우표,명사,ゆうびんきって【郵便切手】。きって【切手】,"郵便料金を支払った証票として郵便物に貼る紙片。
",26680
위,명사,うえ【上】。かみ【上】,ある基準より高い方。また、中間より高い方。,71462
위쪽,명사,うわかわ【上側】。じょうほう【上方】,"上の方になった席や方向。
",69671
위치,명사,いち【位置】,ある場所を占めること。また、その場所。,69947
위험,명사,きけん【危険】,"被害を受けたり怪我したりする恐れがあって、安全でないこと。また、その状態。
",61283
유리,명사,ガラス【硝子】,"透明で堅くて割れやすい、窓や鏡などに用いられる物質。
",70459
유명,명사,ゆうめい【有名】,世間に名が広く知られていること。,70383
유월,명사,ろくがつ【六月】,"1年12ケ月の中で6番目の月。
",70633
유치원,명사,ようちえん【幼稚園】,"小学校に入学する前の幼児を教育する機関及び施設。
",70222
유학,명사,りゅうがく【留学】,外国に滞在して学ぶこと。,70244
유학생,명사,りゅうがくせい【留学生】,外国に滞在して学ぶ生徒や学生。,70247
유행,명사,りゅうこう【流行】。はやり【流行り】,伝染病が世の中に広まること。,70900
의미,명사,いみ【意味】,言葉や文章、記号などが示す内容。,62385
의사,명사,いし【医師】。いしゃ【医者】,一定の資格をもち、病気の診察や治療を職業とする人。,20256
의자,명사,いす【椅子】。こしかけ【腰掛】,人が尻と股をつけて座るための家具。,71121
이날,명사,このひ【此の日】。そのひ【其の日】。とうじつ【当日】,"前述した日。
",71133
이때,명사,このとき【此の時】。いま【今】,ただいま。また、言ったばかりの時。,71134
이름,명사,"な【名】。なまえ【名前】。めいしょう【名称】
","他と区別するため、動物・事物・現象などにつけて呼ぶ語。
",71692
이마,명사,"ひたい【額】。おでこ
","顔の眉の上から髪の生えぎわまでの部分。
",71693
이모,명사,おば【叔母・伯母】,母親の姉妹を指したり呼ぶ語。,71153
이모부,명사,おじ【叔父・伯父】。ぎりのおじ【義理の叔父・義理の伯父】,母親の姉妹の夫を指したり呼ぶ語。,71935
이번,명사,こんど【今度】。こんかい【今回】。このたび【この度】,すぐ行われる順序にある事柄。または、行われたばかりの事柄。,29737
이불,명사,かけぶとん【掛け布団・掛布団】,寝る時に、体の上にかけるために布などで作った物。,69531
이사,명사,ひっこし【引越し】,住んでいた所を離れて、他の所に移ること。,71138
이삿짐,명사,ひっこしにもつ【引っ越し荷物】,引っ越しの時に運ぶ荷物。,71996
이상,명사,いじょう【異常】,正常でないこと。,71168
이야기,명사,"はなし【話】
","ある事実・状態・現象・経験・考えなどについて誰かに話す言葉・文章。
",60321
이용,명사,りよう【利用】,"対象を必要に応じて役立つように使うこと。
",70750
이웃,명사,"となり【隣】
","ある地域や国に並んで、または近くにある。
",31487
이월,명사,"にがつ【二月】
","1年12ケ月の中で2番目の月。

",26893
이유,명사,りゆう【理由】,ある結果が生じたわけや根拠。,62386
이전,명사,いぜん【以前・已前】,今より前の時点。,70752
이틀,명사,ふつか【二日】,日の数二つ。,70754
이해,명사,りかい【理解】。りょうかい【了解】,"物事について正しく分かること。また、納得すること。
",69533
이후,명사,いご【以後・已後】。こんご【今後】,これから先。,70757
자기소개,명사,じこしょうかい【自己紹介】,"初対面の人などに自分の名前・職業・趣味などを自分で知らせること。
",73940
자동차,명사,じどうしゃ【自動車】。くるま【車】。カー,"エンジンの力によって車輪を回転させ、路上を走るように作った車。
",70799
자동판매기,명사,じどうはんばいき【自動販売機】。じはんき【自販機】,"硬貨・紙幣を差し入れると、自動的に目的の物品が得られる装置。
",73949
자랑,명사,じまん【自慢】。ほこり【誇り】,自分、または自分に関係のある人・物事が、人に褒められるようなものであると、公に誇ること。,24772
자리,명사,"ば【場】。ばしょ【場所】。くうかん【空間】
","人や物が占める空間。
",60332
자식,명사,"しそく【子息】。こ【子】。こども【子供】。せがれ
","息子と娘。または、息子か娘。
",49308
자신,명사,じぶん【自分】,その人自身。,62096
자연,명사,しぜん【自然】,人力によってではなく、おのずから世の中に存在したり行われたりする現象や存在。,62392
