word,pos,meaning,definition,tags,target_codes
벌점,名詞,"げんてん【減点】
","誤った事の回数や程度に応じ、罰として与える点数。
",名詞 level2,58992
범띠,名詞,とらどし【寅年】,寅年に生まれた人の干支。,名詞 level2,68724
범위,名詞,"はんい【範囲】
","ある一定の限られた区域。または、ある力が及ぶ限界。
",名詞 level2,14454
범인,名詞,はんにん【犯人】,法に違反して過ちを犯した人。,名詞 level2,14455
범죄,名詞,はんざい【犯罪】,法に違反して罪を犯すこと。,名詞 level2,14457
법,依存名詞/名詞,"ほう【法】。ほうりつ【法律】。ほうき【法規】
 | ほう【法】	","全ての国民が守るべき、国が制定した命令や規則。
 | 何かをする方法や方式。
",依存名詞 名詞 level2,"62406,62407"
법률,名詞,ほうりつ【法律】,全ての国民が必ず守らなければならない、国で作った命令や規則。,名詞 level2,14458
법적,冠形詞/名詞,ほうてき【法的】 | ほうてき【法的】	,"法律に関係するさま。 | 法律に関係するさま。 
",冠形詞 名詞 level2,"14463,14462"
법칙,名詞,"ほうそく【法則】。きそく【規則】。おきて【掟】
","守るべき規範。
",名詞 level2,14502
벗겨지다,動詞,ぬげる【脱げる】。むける【剥ける】,"覆われたり被せられたりした物などが外部の力で取れたりめくられたりする。
",動詞 level2,58493
벗기다,動詞,"ぬがせる【脱がせる】。ぬがす【脱がす】。はずさせる【外させる】
","身につけていた物や服などを取り去らせる。
",動詞 level2,65571
벗어나다,動詞,きりぬける【切り抜ける】。ぬけだす【抜け出す】。ぬける【抜ける】,"一定の空間や範囲の外に抜け出る。
",動詞 level2,58495
벗어지다,動詞,ぬげる【脱げる】。むける【剥ける】,覆われたり被せられたりした物などがずり落ちたり体から取り去られたりする。,動詞 level2,58498
벚나무,名詞,さくらのき【桜の木】。さくら【桜】,春、薄い桃色または白色の花が咲き、初夏には丸くて黒い実が熟れる背の高い樹木。,名詞 level2,58521
베,名詞,あさぬの・あさふ【麻布】,夏の衣服や布団、または喪服などを作るのに使う麻糸で織った黄色い布。,名詞 level2,58523
베개,名詞,まくら【枕】,寝るときや横になるときに頭をのせる寝具。,名詞 level2,58524
베란다,名詞,ベランダ,主にマンションのような西洋式の住宅で、飛び出るように作って屋根だけをかけ、壁は作らない空間。,名詞 level2,58541
베이다,動詞,きられる【切られる・斬られる・伐られる・截られる・剪られる】,"刃物で離されたり絶たれたりする。
",動詞 level2,58746
베이비시터,名詞,ベビーシッター　,金をもらって他人の子供の面倒を見る仕事をする人。,名詞 level2,58284
베이지,名詞,ベージュ,灰色が加わった薄い黄色。,名詞 level2,58432
베이컨,名詞,ベーコン　,豚肉を塩漬けにして燻製にしたり、茹でて干した食品。,名詞 level2,58426
베이킹파우더,名詞,ベーキングパウダー。ふくらしこ【膨らし粉】,パンや菓子などを作るとき、小麦粉に入れてたねを膨らませるために用いる粉。,名詞 level2,58430
베풀다,動詞,もよおす【催す】。かいさいする【開催する】,"宴会などを行う。
",動詞 level2,58758
벤치,名詞,"ベンチ
","数人が一緒に座れる長い腰掛け。
",名詞 level2,14466
벨,名詞,ベル,電気を利用して音が出るように仕掛けた装置。,名詞 level2,58785
벨 소리,,チャイム。ベル	,"電気を利用して音を出すように仕掛けられた装置から鳴る音。または電話がかかってきたときに鳴る音。
",level2,58572
벨트,名詞,"ベルト。おび【帯】
","服の腰の部分に締める帯。
",名詞 level2,58792
벼,名詞,"いな・いね【稲】
","米を実にする農作物。または、その実。
",名詞 level2,14469
벼락공부,名詞,どろなわしきのべんきょう【泥縄式の勉強】。にわかべんきょう【にわか勉強】,普段はやらずに試験を控えて急いで準備する勉強。一夜漬けの勉強。,名詞 level2,58574
벼락부자,名詞,なりきん【成金】,急に大金を儲けたり得たりして金持ちになった人。,名詞 level2,58576
벼락치기,名詞,いちやづけ【一夜漬け】,前もって準備せず、急いですること。,名詞 level2,58631
벼룩시장,名詞,フリーマーケット。のみのいち【蚤の市】。がらくたいち【がらくた市】,中古品を安く売り買いする市場。,名詞 level2,58637
벽걸이,名詞,かべかけ【壁掛け】,壁や柱にかけて使うもの。,名詞 level2,58890
벽난로,名詞,シュミネ。かべつきだんろ【壁付暖炉】,壁にとりつけた暖炉。,名詞 level2,58903
벽면,名詞,へきめん【壁面】,壁の表面。,名詞 level2,58191
벽보,名詞,はりがみ【張り紙】,複数の人に広く知らせるために、壁や掲示板などに貼り付ける書き物。,名詞 level2,58192
벽보판,名詞,はりがみけいじばん【張り紙掲示板】,張り紙を貼り付けられる板。,名詞 level2,58193
벽시계,名詞,かけどけい【掛け時計】。はしらどけい【柱時計】,壁や柱にかける時計。,名詞 level2,58196
벽지,名詞,かべがみ・へきし【壁紙】,壁面に張る紙。,名詞 level2,58211
변경,名詞,へんこう【変更】,変えたり新しく直すこと。,名詞 level2,14470
변경되다,動詞,へんこうされる【変更される】,"変わったり新しく直ったりする。
",動詞 level2,58237
변경하다,動詞,へんこうする【変更する】,"変えたり新しく直したりする。
",動詞 level2,58238
변덕스럽다,形容詞,きまぐれだ【気紛れだ】,"言葉や行動、感情などが変わりやすい。
",形容詞 level2,58248
변동,名詞,へんどう【変動】,状況や事情などが動き変わること。,名詞 level2,14471
변동되다,動詞,へんどうする【変動する】,"状況や事情などが動き変わるようになる。
",動詞 level2,58374
변동시키다,動詞,へんどうさせる【変動させる】,"状況や事情などを動き変わらせる。
",動詞 level2,85449
변동하다,動詞,へんどうする【変動する】,"状況や事情などが動き変わる。 
",動詞 level2,58375
변명,名詞,いいわけ【言い訳】。べんめい【弁明】。べんかい【弁解】,"理解や容赦を求めるために、自分の過ちやミスについてその理由を説明すること。
",名詞 level2,14472
변명하다,動詞,いいわけする【言い訳する】。べんめいする【弁明する】。べんかいする【弁解する】,"理解や容赦を求めるために、自分の過ちやミスについてその理由を説明する。
",動詞 level2,58607
변비,名詞,べんぴ【便秘】,大便が大腸に長く滞っていて、よく出ない症状。,名詞 level2,58547
변비약,名詞,べんぴやく【便秘薬】,大便が大腸からうまく出ない時に使う薬。,名詞 level2,601592
별,冠形詞,"べつの【別の】。かわった【変わった】
","普通と違って特別である。異常である。
",冠形詞 level2,83164
별관,名詞,べっかん【別館】,本館とは別に建てた建物。,名詞 level2,58406
별다르다,形容詞,べつだ【別だ】。かくべつだ【格別だ】。とくべつだ【特別だ】,"他の物事と特に違う。
",形容詞 level2,14478
별도,名詞,べっと【別途】,元の物事にさらに追加されたり、別に準備された物事。,名詞 level2,14479
별말,名詞,"べつのはなし【別の話】
","特別な話。
",名詞 level2,58910
별말씀,名詞,とくべつなおはなし【特別なお話】,特別な話を敬っていう語。,名詞 level2,58261
별명,名詞,べつめい・べつみょう【別名】。あだな【あだ名】。ニックネーム　,本名とは別に、対象の特徴が分かるようにつけた呼び名。,名詞 level2,14480
별문제,名詞,"べつもんだい【別問題】
","ある物事と関連のない問題。
",名詞 level2,58259
별생각,名詞,,"特別に異なる考え。
",名詞 level2,58251
별일,名詞,"べつじ【別事】。へんなこと【変な事】
","珍しくて変わっていること。
",名詞 level2,14481
별표,名詞,ほしじるし【星印】,星形の印。,名詞 level2,58986
병간호,名詞,かんびょう【看病】。かんご【看護】,病人の世話をすること。,名詞 level2,59000
병나다,動詞,びょうきになる【病気になる】,"病気にかかる。
",動詞 level2,59012
병들다,動詞,やむ【病む】,"病気になる。
",動詞 level2,62828
병맥주,名詞,びんびーる【瓶ビール】,瓶詰めのビール。,名詞 level2,59032
병실,名詞,びょうしつ【病室】,病院に入院した患者が過ごす部屋。,名詞 level2,14483
보고,名詞,ほうこく【報告】,"研究したり調査したりしたことの内容や結果を口頭や書面で知らせること。
",名詞 level2,59392
보고되다,動詞,ほうこくされる【報告される】,"研究したり調査したりしたことの内容や結果が口頭や書面で知られる。
",動詞 level2,59651
보고서,名詞,ほうこくしょ【報告書】,研究したり調査した内容や結果をまとめた文書。,名詞 level2,59656
보고하다,動詞,"ほうこくする【報告する】
","研究したり調査したりしたことの内容や結果を口頭や書面で知らせる。
",動詞 level2,14485
보관,名詞,ほかん【保管】,ものを預かって、保存しておくこと。,名詞 level2,14488
보관되다,動詞,ほかんされる【保管される】,"ものが預けられて、保存される。
",動詞 level2,58559
보관료,名詞,ほかんりょう【保管料】,ものを預かってもらうために払う料金。,名詞 level2,58561
보관소,名詞,ほかんじょ【保管所】,人のものをあずかって保管しておく場所。,名詞 level2,58562
보관하다,動詞,ほかんする【保管する】,"ものを預かって、保存しておく。
",動詞 level2,62341
보관함,名詞,ロッカー,ものをきちんと保存するために入れておく戸棚・箱。,名詞 level2,58563
보급,名詞,ふきゅう【普及】,何かを広げて隅々にまで及ばせたり、多くの人が享受できるようにしたりすること。,名詞 level2,58673
보급되다,動詞,ふきゅうする【普及する】,"何かが広がって隅々にまで及んだり、多くの人が享受するようになったりする。
",動詞 level2,58676
보급하다,動詞,ふきゅうする【普及する】,"何かを広げて隅々にまで及ばせたり、多くの人が享受できるようにしたりする。
",動詞 level2,58774
보내오다,動詞,おくる【送る】,"人や物を受ける人の方に移動させる。
",動詞 level2,14504
보너스,名詞,ボーナス。しょうよ【賞与】,定期的な給与のほかに、業績や貢献度に応じてもらう割増賃金。,名詞 level2,14490
보다,補助形容詞,ようだ。らしい,前の言葉の表す行動や状態を推し量って考えたり、不正確ではあるが知っているという意を表す語。,補助形容詞 level2,62249
보도,名詞,ほどう【歩道】 | ほうどう【報道】,人が歩けるように設けた道。 | 新聞や放送などの大衆媒体を通じて、複数の人に新しい消息を知らせること。また、その消息。,名詞 level2,"58355,14492"
보도되다,動詞,ほうどうされる【報道される】。ほうじられる【報じられる】,"新聞や放送などの大衆媒体を通じて、複数の人に新しい消息が知られる。 
",動詞 level2,14493
보도블록,名詞,ほどうブロック【歩道ブロック】,セメントや煉瓦などで作られ、人が歩く道に敷くもの。,名詞 level2,58384
보도하다,動詞,ほうどうする【報道する】。ほうじる【報じる】,"新聞や放送などの大衆媒体を通じて、複数の人に新しい消息を知らせる。 
",動詞 level2,14494
보드카,名詞,ウォトカ。ウォツカ,アルコールがたくさん入っているロシアの代表的な酒。,名詞 level2,58775
보라,名詞,むらさき【紫】。むらさきいろ【紫色】,赤と青の中間の色。,名詞 level2,58511
보람,名詞,かい【甲斐】,"何かをした後に得るいい結果や満足感。
",名詞 level2,58725
보람되다,形容詞,かいがある【甲裴がある】,"何かをした後、いい結果や価値、満足感がある。
",形容詞 level2,58537
보랏빛,名詞,むらさきいろ【紫色】。むらさき【紫】,"赤と青の中間の色。
",名詞 level2,58538
보름,名詞,いんれきのじゅうごにち【陰暦の15日】,陰暦で、その月の15日になる日。,名詞 level2,14506
보름달,名詞,もちづき・ぼうげつ【望月】。まんげつ【満月】,陰暦の15日の夜に出る丸い月。,名詞 level2,58373
보리,名詞,むぎ【麦】,主にご飯を炊くときに米と混ぜる、粒の中央に線がある穀物。,名詞 level2,14507
보리밭,名詞,むぎばたけ【麦畑】,麦を栽培する畑。,名詞 level2,58394
보리쌀,名詞,"せいばく【精麦】。ひきわりむぎ【挽き割り麦】
",麦を炊飯用に加工するため、麦をついて外皮をとったもの。,名詞 level2,58811
보리차,名詞,むぎちゃ【麦茶】。むぎゆ【麦湯】,大麦を殻のついたまま煎り、それを煎じた茶。,名詞 level2,58398
보물,名詞,たからもの・ほうもつ【宝物】。たから【宝】。ざいほう【財宝】,高い価値のある、高貴で大切なもの。,名詞 level2,58396
보물섬,名詞,"たからじま【宝島】
","宝物が埋められている島。
",名詞 level2,58531
보물찾기,名詞,たからさがし【宝探し】,物の名が書かれた紙を数ヵ所に隠しておき、その紙を探した人に紙に書かれているものを賞として与える遊び。,名詞 level2,58532
복,名詞,"ふく【福】。こううん【幸運】
","生きて享受する幸運。
",名詞 level2,14541
복덩어리,名詞,,（比喩的に）福をもたらすとても大事な人・物。,名詞 level2,91832
복덩이,名詞,,"（比喩的に）福をもたらしてくれる非常に貴重な人やもの。

",名詞 level2,59540
복도,名詞,ろうか【廊下】,建物の中でそれぞれの部屋をつなぐ通路。,名詞 level2,59542
복되다,形容詞,こうふくでたのしい【幸福で楽しい】	,"幸運に恵まれ、うれしくて楽しく、心配事や不幸がない。
",形容詞 level2,59543
복사,名詞,ふくしゃ【複写】。コピー ,"元のものを他のところにそのまま写しておくこと。
",名詞 level2,59560
복사기,名詞,ふくしゃき【複写機】。コピーき【コピー機】,文書、写真などを複写する機械。,名詞 level2,14542
복사되다,動詞,ふくしゃされる【複写される】。コピーされる ,"元のものが他のところにそのまま写される。
",動詞 level2,59561
복사실,名詞,コピーしつ【コピー室】,コピーをするように仕組まれた部屋。,名詞 level2,601599
복사하다,動詞,ふくしゃする【複写する】。コピーする ,"元のものを他のところにそのまま写しておく。
",動詞 level2,66273
복수,名詞,ふくしゅう【復讐】。しかえし【仕返し】,"自分や自分の家族などに危害を及ぼした人に報復をすること。
",名詞 level2,59571
복수하다,動詞,ふくしゅうする【復讐する】。しかえす【仕返す】。かたきをうつ【仇を討つ】,"自分や自分の家族などに危害を及ぼした人に報復をする。
",動詞 level2,59576
복숭아뼈,名詞,くるぶし【踝】,足首の付近に内外両側に丸く突起した骨。,名詞 level2,93534
복용,名詞,ふくよう【服用】,薬を飲むこと。,名詞 level2,59586
복용하다,動詞,ふくようする【服用する】 ,"薬を飲む。
",動詞 level2,59588
볶음,名詞,"いためもの【炒め物】
","食物の水分をほぼ取って、油を少し引いたフライパンに入れ、火の上に乗せてかき混ぜながら焼く調理法。または、そのように作った料理。
",名詞 level2,14549
볶이다,動詞,いためられる【炒められる】。いられる【煎られる・炒られる・熬られる】,"水気を切った食べ物が火にかけられて、かき混ぜられながら調理される。
",動詞 level2,60175
본관,名詞,ほんかん【本館】,複数の建物の中で中心になる建物。,名詞 level2,59521
본교,名詞,"ほんこう【本校】
","分かれて他の地域に別に建てた学校に対し、その元となる学校。
",名詞 level2,59523
본능,名詞,"ほんのう【本能】
","生物体が生得的に行う動作や運動。
",名詞 level2,59528
본드,名詞,ボンド。せっちゃくざい【接着剤】,木・皮・ゴムなどの物体を張り合わせるのに用いる物質。,名詞 level2,59566
본론,名詞,ほんろん【本論】,言葉や文章で主張が入っている中心部分。,名詞 level2,59662
본부,名詞,ほんぶ【本部】,機関の中心になる組織。また、その組織があるところ。,名詞 level2,14552
본인,代名詞/名詞,ほんにん【本人】 | わたくし【私】	,"ある事に直接関係がある人。 | 公の場で話し手が自分を指していう語。
",代名詞 名詞 level2,"25673,89182"
볼,名詞,"ほお・ほほ【頬】。ほっぺた【頬っぺた】
 | はば【幅】
 | ボール　","顔の両面で、耳と口の間にある部分。
 | 足や履物の幅。
 | 野球で、投手がストライクゾーンの外に投げた球。",名詞 level2,"25678,60084,59491"
볼거리,名詞,みもの【見物】,楽しく見る価値のあるもの。,名詞 level2,59493
볼륨,名詞,"ボリューム。りょうかん【量感】
","物や体の嵩がある感じ。
",名詞 level2,60078
볼링,名詞,ボウリング,大きくて重いボールを転がして、約20メートル先に立てられている10本のピンを倒す室内スポーツ競技。,名詞 level2,25679
볼링장,名詞,ボウリングじょう【ボウリング場】,ボウリングできる施設を整えたところ。,名詞 level2,59495
볼일,名詞,"よう【用】。ようじ【用事】。ようけん【用件】。しょよう【所用】
","やるべきこと。
",名詞 level2,60065
볼트,名詞,ボルト,2つの物体を締め付けるのに用いる、六角か四角の頭を持つねじ。,名詞 level2,59479
봄기운,名詞,しゅんき【春気】,春を感じさせる気配・感じ。,名詞 level2,59475
봄꽃,名詞,はるはな・しゅんか【春花】,春咲く花。,名詞 level2,59480
봄나들이,名詞,,春の日を楽しむために、しばらくよそへ出かけること。また、その外出。,名詞 level2,59816
봄나물,名詞,はるな【春菜】。わかな【若菜】,春に萌え出る菜。,名詞 level2,59819
봄날,名詞,はるび・しゅんじつ【春日】。はるのひより【春の日和】 ,季節が春の日。,名詞 level2,59823
봄노래,名詞,しゅんか【春歌】,春をテーマにした歌。,名詞 level2,59828
봄바람,名詞,"しゅんぷう・はるかぜ【春風】
","春に吹く風。
",名詞 level2,59830
봄볕,名詞,しゅんこう【春光】,春の暖かい日差し。,名詞 level2,59831
봄빛,名詞,しゅんしょく【春色】。しゅんけい【春景】,春らしい景色や雰囲気。,名詞 level2,59833
봄소식,名詞,しゅんしん【春信】。はるのたより【春の便り】,春の訪れを知らせる様々な自然現象。,名詞 level2,59835
봄철,名詞,しゅんき【春季】。はる【春】,季節が春のとき。,名詞 level2,59837
봅슬레이,名詞,"ボブスレー
","方向を調整できる鋼鉄で作ったソリ。
",名詞 level2,59840
봉,名詞,ふくろ【袋】,ものを袋や封筒などに入れてその分量を数える単位。,名詞 level2,59925
봉사,名詞,もうじん【盲人】。もうしゃ【盲者】 | ほうし【奉仕】,目の見えない人を卑しめていう語。 | 自分の利益を考えず、人のために尽くすこと。,名詞 level2,"59870,25681"
봉사 활동,,ほうしかつどう【奉仕活動】。ボランティア	,"自分の利益を考えず、他人のために努めて行う活動。
",level2,59873
봉사료,名詞,ほうしりょう【奉仕料】,人のために尽くしたり、世話をやいた見返りとしてもらう金。,名詞 level2,59871
봉사하다,動詞,ほうしする【奉仕する】 ,"自分の利益を考えず、人のために尽くす。
",動詞 level2,25683
봉우리,名詞,みね【峰・嶺・峯】,山の最も高く聳えている部分。山の頂上。,名詞 level2,59339
봉지,名詞,"ふくろ【袋】
","中に物を入れるために、紙やビニールなどで作ったもの。
",名詞 level2,59344
봉하다,動詞,ふうずる【封ずる】 | めいずる【命ずる】,"戸や封筒、容器などを開けられないようにしっかり封をしたり包んだりする。
 | 王が臣下に一定の領地を与えて、領主に任命する。
",動詞 level2,"59759,59775"
뵈다,動詞,"おめにかかる【お目にかかる】。うかがう【伺う】。おめみえする【お目見えする】
","目上の人に会う。
",動詞 level2,62814
부,依存名詞/名詞,"ぶ【部】 | とみ【富】。ざいさん【財産】
 | ぶ【部】	","組織の中で受け持つ業務によって分けた小さい集団。 | 多くの財産。
 | 全体の過程がいくつかに分けられているとき、そのうち一つを数える単位。
",依存名詞 名詞 level2,"25685,25694,25692"
부-,接辞,ふ【不】	,"「違う」「そうではない」という意を付加する接頭辞。
",接辞 level2,70373
부교재,名詞,ふくきょうざい【副教材】,教科書の内容を補充するために、補助的に使う教材・道具。,名詞 level2,60110
부기,名詞,,体の一部が腫れている状態。,名詞 level2,60120
부끄러움,名詞,はじ【恥・辱】。はにかみ,恥ずかしがる感じ。,名詞 level2,60122
부끄러워하다,動詞,はじらう【恥じらう】。はにかむ,"照れくさがったり恥ずかしがったりする態度を見せる。
",動詞 level2,60123
부끄럼,名詞,はじ【恥・辱】。はにかみ,恥ずかしがる感じ。,名詞 level2,60124
부녀,名詞,ふじょ【婦女】。ふじん【婦人】,父と娘。 | 結婚した女性。また、年取った女性。,名詞 level2,"60127,60128"
부담,名詞,ふたん【負担】,"仕事や責任、義務を引き受けること。
",名詞 level2,25696
부담되다,動詞,ふたんになる【負担になる】。おもにになる【重荷になる】,"あることや状況が手に負えなくなる。
",動詞 level2,60138
부담스럽다,形容詞,ふたんにかんじる【負担に感じる】。おもににかんじる【重荷に感じる】,"あることや状況を手に負えないと感じる。
",形容詞 level2,60139
부담시키다,動詞,ふたんさせる【負担させる】,"仕事や責任、義務を引き受けさせる。
",動詞 level2,85458
부담하다,動詞,ふたんする【負担する】,"仕事や責任、義務を引き受ける。
",動詞 level2,25701
부대,名詞,"ぶたい【部隊】
","組織をなしている軍人の集団。または、軍事の集団がとどまる施設。
",名詞 level2,25706
부동산,名詞,"ふどうさん【不動産】
","土地や建物のように、動かして移動できない財産。
",名詞 level2,65843
부동산업,名詞,ふどうさんぎょう【不動産業】,土地・住宅などの売買・賃貸・管理の仕事を代行する事業。,名詞 level2,59234
북,名詞,きた【北】,東西南北の四方位のひとつで、羅針盤のエヌ(N)極が示す方向。,名詞 level2,59996
북동,名詞,ほくとう【北東】,北と東の中間の方向。,名詞 level2,60004
북동쪽,名詞,ほくとうがわ【北東側】,北と東の中間の方向。,名詞 level2,60005
북두칠성,名詞,ほくとしちせい【北斗七星】。しちようせい【七曜星】,北側の空にひしゃくの形で輝く7つの星。,名詞 level2,60006
북문,名詞,ほくもん【北門】,北に面した門。,名詞 level2,60008
북미,名詞,ほくべい【北米】,アメリカ大陸の北部。米国、カナダなどの国がある。,名詞 level2,60009
북부,名詞,ほくぶ【北部】,ある地域の北の部分。,名詞 level2,26790
북서,名詞,ほくせい【北西】,北と西の中間。,名詞 level2,59353
북서쪽,名詞,ほくせいがわ【北西側】,北と西の中間の方向。,名詞 level2,59354
북서풍,名詞,ほくせいふう【北西風】,北と西の間から吹いてくる風。,名詞 level2,59355
북어,名詞,ほしめんたい【干し明太】,"内臓をとって干したスケトウダラ。
",名詞 level2,59417
북풍,名詞,ほくふう・きたかぜ【北風】,北から吹いてくる風。,名詞 level2,59405
분노,名詞,ふんど【憤怒】。いかり【怒り】,ひどく怒ること。,名詞 level2,26792
분노하다,動詞,ふんどする【憤怒する】。いかる【怒る】,"ひどく怒る。 
",動詞 level2,59329
분량,名詞,ぶんりょう【分量】,数や量、重さなどの多少や、体積の大小の程度。,名詞 level2,21083
분류,名詞,ぶんるい【分類】,複数の物事を種類別に分けること。,名詞 level2,59453
분류되다,動詞,ぶんるいされる【分類される】,"複数の物事が種類別に分けられる。
",動詞 level2,59459
분류하다,動詞,ぶんるいする【分類する】,"複数の物事を種類別に分ける。
",動詞 level2,59454
분리,名詞,ぶんり【分離】,互いに分かれて離れること。また、そうさせること。,名詞 level2,21086
분리되다,動詞,ぶんりする【分離する】。きりはなされる【切り離される】,"互いに分かれて離れる。
",動詞 level2,21089
분리하다,動詞,ぶんりする【分離する】。きりはなす【切り離す】,"互いに分けて離す。
",動詞 level2,21091
분명,副詞,たしか【確か】,"間違いなくはっきりと。
",副詞 level2,71028
분명히,副詞,ぶんめいに【分明に】。たしかに【確かに】。めいかくに【明確に】,姿や音などがかすんでおらず、はっきりと。,副詞 level2,71047
분석,名詞,ぶんせき【分析】,さらによく理解するために、ある現象や事柄を様々な要素や性質に分けること。,名詞 level2,21110
분석되다,動詞,ぶんせきされる【分析される】,"さらによく理解するために、ある現象や事柄が様々な要素や性質に分けられる。 
",動詞 level2,60849
분석하다,動詞,ぶんせきする【分析する】,"さらによく理解するために、ある現象や事柄を様々な要素や性質に分ける。 
",動詞 level2,62310
분수,名詞,"わきまえ【弁え】。ぶんべつ【分別】
","物事や現象を弁別する知恵。
",名詞 level2,60871
불-,接辞,"ふ【不】
","「違う」「そうではない」という意を付加する接頭辞。
",接辞 level2,70384
불가,名詞,ふか【不可】,"正しくないこと。
",名詞 level2,60284
불가능,名詞,ふかのう【不可能】,できないこと。可能でないこと。,名詞 level2,60287
불가능하다,形容詞,ふかのうだ【不可能だ】	,"能力がないか、実現される可能性がない。
",形容詞 level2,71048
불가피하다,形容詞,ふかひだ【不可避だ】	,"避けようがない。
",形容詞 level2,21134
불가하다,形容詞,ふかだ【不可だ】,"正しくない。
",形容詞 level2,60583
불곰,名詞,ひぐま【羆】,毛色が赤色か褐色であり、熊の中で最も大きい熊。,名詞 level2,60374
불교,名詞,ぶっきょう【仏教】,インドの釈迦によって創られ、この世の全ての苦痛から脱して仏になることを理想とする宗教。,名詞 level2,65856
불구경,名詞,かじのけんぶつ【火事の見物】,火事を見物すること。,名詞 level2,60502
불구경하다,動詞,,"火事を見物する。 
",動詞 level2,60672
불구하다,動詞,かかわらない【拘わらない・係わらない】,"関係しない。
",動詞 level2,21155
불규칙,名詞,ふきそく【不規則】,規則から外れていること。また、規則がないこと。,名詞 level2,60524
불규칙적,冠形詞/名詞,ふきそくてき【不規則的】 | ふきそくてき【不規則的】	,"事柄に一定の決まりが現れないこと。 | 事柄に一定の決まりが現れないさま。 
",冠形詞 名詞 level2,"60526,60525"
불규칙하다,形容詞,ふきそくだ【不規則だ】	,"規則正しくないか、規則がない。
",形容詞 level2,60529
불균형,名詞,ふきんこう【不均衡】,どちらかに偏っていて、つりあいが保たれていないこと。,名詞 level2,60533
불균형하다,形容詞,ふきんこうだ【不均衡だ】	,"片方にかたよって釣り合いが保たれていない。
",形容詞 level2,60534
불꽃,名詞,"ひばな【火花】
","燃える火から起こる赤色の光。
",名詞 level2,60571
불나다,動詞,"かじになる【火事になる】
","火が付いて燃え上がる。
",動詞 level2,60595
붐비다,動詞,こむ【込む・混む】。こみあう【込み合う・混み合う】。たてこむ【立て込む】,"多くの人や車などが一か所に集まって、非常に混雑だ。
",動詞 level2,24534
붓다,動詞,はれる【腫れる】 | つぐ【注ぐ】。そそぐ【注ぐ】,"皮膚の一部がふくれる。
 | 液体や粉を他の所に流し入れる。
",動詞 level2,"24536,62054"
붕어,名詞,ふな【鮒】,胴体が扁平で、背中は主に黄色を帯びた褐色で、うろこが大きい、淡水で住む魚。,名詞 level2,61047
붙들다,動詞,つかむ【掴む・攫む】 ,"何かを落としたり逃がしたりしないように握る。
",動詞 level2,24547
붙잡다,動詞,つかむ【掴む・攫む】 ,"何かを落とさないようにしっかり握る。
",動詞 level2,24555
붙잡히다,動詞,つかまれる【掴まれる・攫まれる】 ,"何かが抜けないようにしっかり握られる。
",動詞 level2,25658
뷔페,名詞,バイキングりょうり【バイキング料理】。バイキング,多種の料理を1ヵ所に置き、各自が自ら選択して取り分けて食べるようにした食堂。,名詞 level2,61014
브라보,感嘆詞,ブラボー,「うまい」、「いい」、「楽しい」などの意味で叫ぶ声。,感嘆詞 level2,601684
브래지어,名詞,ブラジャー。ブラ,胸に着ける女性の下着。,名詞 level2,601686
브런치,名詞,ブランチ,朝食兼昼食に食べる午前中の食事。,名詞 level2,601688
브로치,名詞,ブローチ　,洋服の襟や胸などにつける装身具。,名詞 level2,61052
브로콜리,名詞,ブロッコリー,花の部分と茎からなる緑の野菜。,名詞 level2,601690
블라인드,名詞,ブラインド,窓に取り付けて日差しを調整する物。,名詞 level2,601691
비-,接辞,ひ【非】	,"「そうでない」という意を付加する接頭辞。
",接辞 level2,70676
비결,名詞,ひけつ【秘訣】,世間に知られていない自分だけのとっておきの方法。,名詞 level2,61058
비계,名詞,あぶらみ【脂身】,豚・牛などの動物の皮の内側についている脂肪の多い部分。,名詞 level2,60404
비공개,名詞,ひこうかい【非公開】,ある事実や内容を外部に公開しないこと。,名詞 level2,60407
비과학적,冠形詞/名詞,ひかがくてき【非科学的】 | ひかがくてき【非科学的】	,"科学の内容や体系を根拠にしていないこと。 | 科学の内容や体系を根拠にしていないさま。
",冠形詞 名詞 level2,"60416,60420"
비교적,冠形詞/副詞/名詞,ひかくてき【比較的】 | ひかくてき【比較的】 | ひかくてき【比較的】。わりと【割と】。わりに【割りに】。わりあい【割合】	,"ある物事を他の物事と比べて何が同じで何が違うかを判断すること。 | ある物事を他の物事と比べて、何が同じで何が違うかを判断するさま。
 | 一定の水準や普通の基準と比べてかなり。
",冠形詞 副詞 名詞 level2,"60913,60914,71061"
비극,名詞,"ひげき【悲劇】
","非常に悲しくて悲惨な出来事。
",名詞 level2,25661
비기다,動詞,ひきわける【引き分ける】,"勝負事で点数が同じで、勝負を付けずに終わる。
",動詞 level2,25663
비난,名詞,ひなん【非難】,他人の過失や欠点に対して悪く言うこと。,名詞 level2,25665
비난하다,動詞,ひなんする【非難する】,"他人の過失や欠点に対して悪く言う。 
",動詞 level2,60910
비눗갑,名詞,せっけんばこ【石鹸箱】。せっけんいれ【石鹸入れ】,石鹸を入れておく小さい箱。,名詞 level2,60414
비눗방울,名詞,シャボンだま【シャボン玉】。ふきだま【吹き玉】,石鹸水からできる丸い玉模様の泡。,名詞 level2,60412
비닐,名詞,ビニール　,主に包装に使われるものを作るのに用いる、火に燃えず水と空気が通らない物質。,名詞 level2,60411
비닐봉지,名詞,ビニールぶくろ【ビニール袋】,ビニールで作られた袋。,名詞 level2,60418
