word,pos,meaning,definition,tags,target_codes
덕,名詞,"とく【徳】
","他人を理解し受け入れる、寛大で道徳的な人格。
",名詞 level2,14738
덕담,名詞,しゅくじ【祝辞】。とくだん【徳談】,相手の幸運を祈りながらする話。,名詞 level2,47405
덕택,名詞,おかげ【御陰・御蔭】,ある人から受けた恩恵や助け。,名詞 level2,47420
던져두다,動詞,ほうりだす【放り出す】。ほったらかす,"物を投げて、そのまま置く。
",動詞 level2,48648
던지기,名詞,"なげ【投げ】
","円盤・砲丸・槍などを遠くへ投げてその距離を競う陸上競技。
",名詞 level2,48651
덜,副詞,すくなく【少なく】。すくなめに【少なめに】	,"比較の対象や一定の基準より程度が弱く。その以下に。
",副詞 level2,48653
덜다,動詞,かける【分ける】。さしひく【差し引く】。へらす【減らす】,"一定の数量や体積から一部を引き去る。
",動詞 level2,14375
덤벙대다,動詞,せかつく。そそっかしい,"落ち着きがなく浮ついて、急いだりむやみに突き進んだりする。
",動詞 level2,48711
덤프트럭,名詞,ダンプカー。ダンプトラック,荷台を傾けて一度に荷を下ろせるようにした貨物自動車。,名詞 level2,50283
덧니,名詞,やえば【八重歯】。そいば【添歯】,他の歯のわきに重なるように生えて、前に少し突き出ている歯。,名詞 level2,51022
덧문,名詞,あまど【雨戸】。くりど【繰戸】,寒さを防いだり、家を保護するために戸の外側に重ねて立てる戸。,名詞 level2,51278
덧버선,名詞,トッポソン,上足袋：足袋の上に重ねて履く大きい足袋。,名詞 level2,51282
덧붙이다,動詞,つけくわえる【付け加える】。ふかする【付加する】,"すでにある物事ややっている事に新しい物事を添える。
",動詞 level2,14376
덧셈,名詞,たしざん【足し算】。かほう【加法】,数や式を足して計算すること。また、その計算。,名詞 level2,51337
덧신,名詞,うわぐつ【上靴】。オーバーシューズ,靴下や靴の上に履く短い靴下、または靴。,名詞 level2,51338
덩굴,名詞,つる【蔓】,長く伸びて他の物に巻き上がったり、下に広がる植物の茎。,名詞 level2,51011
덩어리,名詞,かたまり【固まり・塊】,"たくさんのものが集まって成されたもの。
",名詞 level2,14378
덩크 슛,,ダンクシュート	,"バスケットボールで、ボールに手をつけたままジャンプをし、ボールをバスケットの真上から強くたたき込むようにするシュート。 
",level2,47451
덮개,名詞,おおい【覆い】,物の上にかぶせるために用いるもの。,名詞 level2,47453
덮다,動詞,おおう【覆う】。かぶせる【被せる】,"何かが現れたり見えたりしないように、上に他のものを載せる。
",動詞 level2,67468
덮밥,名詞,どんぶり【丼】。どんぶりもの【丼物】,熱いご飯の上におかずになる具をのせた食べ物の一種。,名詞 level2,47454
덮이다,動詞,おおわれる【覆われる】。かけられる【掛けられる】,"表面に他のものが被せられる。
",動詞 level2,14743
데,依存名詞,ところ【所】	,"所や場所。
",依存名詞 level2,47455
데다,動詞,やけどする【火傷する】,"火や熱いものに触れて怪我をする。
",動詞 level2,47458
데리다,動詞,つれる【連れる】。ともなう【伴う】,"人や動物を自分と一緒にいさせる。
",動詞 level2,61342
데생,名詞,デッサン,美術において、主に鉛筆などを用いて線でイメージを描き出す技術。また、その作品。,名詞 level2,47472
데스크톱,名詞,デスクトップ。デスクトップパソコン。デスクトップ・コンピューター,個人の机の上に設置して使用するように作られたコンピューター。,名詞 level2,90481
데우다,動詞,あたためる【暖める・温める】,"冷たいものをあたたかくする。
",動詞 level2,14380
데이터,名詞,データ,理論を立てる上で基礎となる事実や情報。また、観察や実験、調査で得た事実や情報。,名詞 level2,47484
데이터베이스,名詞,データベース,コンピューターに多くの資料を保存しておいて、多様な形で利用できるようにしたプログラム。また、その資料。,名詞 level2,47486
데치다,動詞,ゆがく【湯掻く】,"熱湯に入れてさっとゆでる。
",動詞 level2,47487
도,依存名詞/名詞,ド | ど【度】	,"洋楽において、七音音階の最初の階名。 | 温度の単位。
",依存名詞 名詞 level2,"47504,47500"
도구,名詞,どうぐ【道具】,何かをするときに使う用具。また、器具。,名詞 level2,47519
도구함,名詞,どうぐばこ【道具箱】,道具を入れておく箱。,名詞 level2,47523
도난,名詞,とうなん【盗難】,盗まれること。,名詞 level2,47785
도난당하다,動詞,とうなんにあう【盗難に遭う】,"盗まれる。
",動詞 level2,47786
도넛,名詞,ドーナツ,小麦粉を練って、リング状にしてから油で揚げたお菓子。,名詞 level2,47788
도대체,副詞,いったい【一体】,関係ない話は抜きにして大事なところだけ言うと。,副詞 level2,14385
도둑,名詞,どろぼう【泥棒】,他人のものを盗んだり奪ったりする行為。,名詞 level2,47813
도둑고양이,名詞,どらねこ【どら猫】。どろぼうねこ【泥棒猫】。のらねこ【野良猫】,飼い主がなく、面倒をみてもらわない猫。,名詞 level2,47815
도라지,名詞,ききょう【桔梗】,"紫、または白い花が咲き、根は料理や韓方薬の材料になる植物。
",名詞 level2,47864
도로,副詞,"もとへ【元へ】。ひきかえし【引き返し】
","向かって行った方向の反対側へ。
",副詞 level2,14733
도로 표지판,,どうろひょうしき【道路標識】	,"道路の利用についての案内・警告・禁止事項などを提供する表示板。
",level2,47887
도로명 주소,,どうろめいじゅうしょ【道路名住所】,道路名を基準にして、建物に固有番号をつけた住所。,level2,93618
도로변,名詞,どうろわき【道路脇】,道路の両端。,名詞 level2,47889
독,名詞,どく【毒】,健康や生命を害する物質。,名詞 level2,48796
독-,接辞,どく【独】。ひとり【独り】	,"「一人の｣または「一人で使う」という意を付加する接頭辞。 
",接辞 level2,74898
독거미,名詞,どくぐも【毒蜘蛛】,毒をもつクモ。,名詞 level2,48784
독립,名詞,どくりつ【独立】,"他人に頼ったり縛られたりしていないこと。
",名詞 level2,14759
독립되다,動詞,どくりつする【独立する】,"他人に頼ったり縛られたりしないようになる。
",動詞 level2,48825
독립시키다,動詞,どくりつさせる【独立させる】,"他人に頼ったり縛られたりしないようにさせる。
",動詞 level2,85423
독립하다,動詞,どくりつする【独立する】,"他人に頼ったり縛られたりしていない。
",動詞 level2,14764
독뱀,名詞,どくじゃ・どくへび【毒蛇】,毒を持つ蛇。,名詞 level2,48886
독버섯,名詞,どくきのこ【毒茸】,有毒のキノコ。,名詞 level2,48883
독사진,名詞,ひとりうつしのしゃしん【一人写しの写真】,一人で写っている写真。,名詞 level2,48885
독서실,名詞,どくしょしつ【読書室】,一人で本を読んだり勉強できるように設けてある店。,名詞 level2,48901
독수리,名詞,わし【鷲】,鉤（かぎ）のように曲がった鋭いくちばしと爪を持っていて、黒く大きい鳥。,名詞 level2,48915
독자,名詞,どくしゃ【読者】,本や新聞、雑誌などを読む人。,名詞 level2,48501
돈거래,名詞,"かねのとりひき【金の取引】
","金をやり取りすること。
",名詞 level2,48584
돋다,動詞,でる【出る】。のぼる【昇る】,"日、月、星などが空に現れる。
",動詞 level2,48604
돋보기,名詞,"むしめがね【虫眼鏡】。かくだいきょう【拡大鏡】。ろうがんきょう【老眼鏡】。ルーペ
","小さい物体を拡大して見るために、レンズの中央部を厚くした眼鏡。
",名詞 level2,48607
돋보기안경,名詞,ろうがんきょう【老眼鏡】,小さい物が大きく見えるように凸レンズを使った眼鏡。,名詞 level2,48608
돌,名詞,"トル。はつたんじょうび【初誕生日】 | いし【石】
","赤ちゃんが一歳になる日。 | 土や砂などが固まってできた硬い塊。
",名詞 level2,"48615,62589"
돌고래,名詞,いるか【海豚】,小さい歯があって口は細長く、頭がよくて、飼育しながら訓練もさせる小さい鯨。,名詞 level2,48215
돌다리,名詞,"いしばし【石橋】
","石で作られた橋。
",名詞 level2,48229
돌려받다,動詞,かえしてもらう【返してもらう】。へんきゃくされる【返却される】。へんさいされる【返済される】,貸したり与えたり奪われたりしたものが取り返される。,動詞 level2,92525
돌려보내다,動詞,かえす【帰す・返す】,人や物を元のところに戻す。,動詞 level2,92526
돌멩이,名詞,こいし【小石】。いしころ【石塊】。つぶて【礫】,手に握れるくらいの大きさの小さい石。,名詞 level2,14791
돌보다,動詞,めんどうをみる【面倒を見る】。せわをする【世話をする】,"ある対象に関心を持って保護する。
",動詞 level2,61310
돌상,名詞,はつたんじょうびのいわいぜん【初誕生日の祝い膳】,赤ちゃんの初誕生日を記念するための祝い膳。,名詞 level2,48299
돌아다니다,動詞,めぐる【巡る】。あるきまわる【歩き回る】。であるく【出歩く】,"あちこちと歩く。
",動詞 level2,14793
돌아보다,動詞,ふりかえる【振り返る】。ふりむく【振り向く】。かえりみる【顧みる】,"顔を後方へ向けて見る。
",動詞 level2,61385
돌아서다,動詞,むきなおる【向き直る】。ふりむく【振り向く】,"向かっていた方向と反対に方向を変えて立つ。
",動詞 level2,62831
돗자리,名詞,むしろ【筵・莚・蓆・席】。ござ【茣蓙・蓙】,草の茎を広い長方形に編んで作り、座ったり横になる床に敷くもの。,名詞 level2,48860
동,冠形詞/名詞,"ドン【洞】
 | あかがね・どう【銅】 | どう【同】。どうようの【同様の】。おなじ【同じ】	","市、区の下で、統と班より上の行政区域。
 | 真っ直ぐになりやすく伸びやすくて、電気と熱をよく通す赤い金属。 | 前に述べた内容と同じようなさま。
",冠形詞 名詞 level2,"54012,48856,48859"
동갑,名詞,おないどし【同い年】,同じ年齢。また、年齢が同じ人。,名詞 level2,48853
동갑내기,名詞,おないどし【同い年】,お互い年齢が同じ人。,名詞 level2,48852
동그라미,名詞,まる【丸】,丸い模様。,名詞 level2,14794
동그랗다,形容詞,まんまるい【真ん丸い】。つぶらだ【円らだ】。つぶらかだ【円らかだ】,"小さくて、真ん丸い。

",形容詞 level2,14795
동그래지다,動詞,まるまる【丸まる】,"丸くなる。
",動詞 level2,61399
동기,名詞,どうき【同気】 | どうき【同期】 | どうき【動機】,兄弟や姉妹、兄妹、姉弟。 | 同じ期間。 | ある事や行動を起こすようになる原因か機会。,名詞 level2,"48994,14796,48995"
동기간,名詞,どうきかん【同気間】 ,兄弟や姉妹、兄妹、姉弟の間。,名詞 level2,54046
동기생,名詞,どうきせい【同期生】,学校や会社などに同じ時期に一緒に入った人。,名詞 level2,49015
동남,名詞,とうなん【東南】,東と南。または、東と南の中間の方角。,名詞 level2,48989
동남아,名詞,とうなんアジア【東南アジア】,アジアの東南部。マレーシア、ミャンマー、ベトナム、インドネシア、タイ、フィリピンなどの諸国が含まれる。,名詞 level2,93392
동남쪽,名詞,とうなんがわ【東南側】,東と南の中間の方角。,名詞 level2,48990
동남풍,名詞,なんとうのかぜ【南東の風】,東と南の間から吹いてくる風。,名詞 level2,48991
동동주,名詞,トンドンジュ,澄んだ酒を濾さず、米粒が浮いているマッコリ。,名詞 level2,61432
동료,名詞,どうりょう【同僚】。なかま【仲間】,職場で一緒に働く人。,名詞 level2,14802
동료애,名詞,どうりょうあい【同僚愛】,同僚同士で互いに気を使いあう心。,名詞 level2,61446
돼지기름,名詞,"とんし【豚脂】。ラード
","豚の皮の内側に厚くついている脂肪の塊。
",名詞 level2,48174
돼지꿈,名詞,,夢に豚を見ること。吉夢とされる。,名詞 level2,48176
돼지머리,名詞,ぶたのあたま【豚の頭】,屠畜した豚の頭の部分。,名詞 level2,48178
돼지비계,名詞,ぶたにくのあぶらみ【豚肉の脂身】,豚の皮の内側についている脂肪の多い部分。,名詞 level2,48180
돼지우리,名詞,"ぶたごや【豚小屋】。とんしゃ【豚舎】
","豚を閉じ込めて飼うところ。
",名詞 level2,48183
되,名詞,ます【枡】,穀物・液体・粉などの量を測るのに用いる、四角い木製の器。,名詞 level2,48189
되감기,名詞,はやもどし【早戻し】。リワインド　,再生されたビデオテープやカセットテープを元通りに早戻しすること。,名詞 level2,48200
되게,副詞,ひじょうに【非常に】。きわめて【極めて】。たいへん【大変】	,"とても非常に。
",副詞 level2,14902
되도록,副詞,なるべく。できるかぎり【出来る限り】	,"可能な限り。
",副詞 level2,48221
되돌리다,動詞,まきもどす【巻き戻す】。おりかえす【折り返す】。かえす【返す】,"向かっていた方向を反対の方向に変えて行く。
",動詞 level2,14906
되돌아가다,動詞,かえる【帰る】。もどる【戻る】。ひきかえす【引き返す】,"元の場所に行く。
",動詞 level2,14923
되돌아오다,動詞,かえってくる【帰って来る】。もどってくる【戻って来る】,"元の場所に来る。
",動詞 level2,14917
되살리다,動詞,よみがえらせる【蘇らせる・甦らせる】。いきかえらせる【生き返らせる】,"死んだりなくなったりしたものを蘇生させたり生じさせたりする。
",動詞 level2,14919
되살아나다,動詞,よみがえる【蘇る・甦る】。いきかえる【生き返る】,"死んだもの、死にかけたものが蘇生するようになる。
",動詞 level2,48193
되찾다,動詞,とりもどす【取り戻す】。とりかえす【取り返す】,"一度失ったり忘れたりしたものを再び自分のものにする。
",動詞 level2,14920
되풀이,名詞,くりかえし【繰り返し】,同じ言葉や事をしきりに繰り返すこと。または、同じ出来事が頻繁に起きること。,名詞 level2,48236
되풀이되다,動詞,くりかえされる【繰り返される】,"同じ言葉や行動、事が反復される。
",動詞 level2,14935
되풀이하다,動詞,くりかえす【繰り返す】,"同じ言葉や行動、事を反復する。
",動詞 level2,14933
두고 보다,,みている【見ている】。みとどける【見届ける】	,"どうなるか一定の期間見続ける。
",level2,48259
두근두근,副詞,どきどき。わくわく	,"驚き・不安・期待などで、心が落ち着かず動悸が激しくなる様子。
",副詞 level2,48268
두근두근하다,動詞,ときめく。どきどきする。わくわくする,"驚き、不安、期待などで心臓の動悸が速くなる。
",動詞 level2,48270
두께,名詞,あつさ【厚さ】。あつみ【厚み】,ものの厚い程度。,名詞 level2,14939
두뇌,名詞,のう【脳】,感じたり、考えたり、行動したり、記憶したりする機能を管理する頭骨の内側の器官。,名詞 level2,14942
두다,補助動詞,おく	,"前の語の表す行動を終え、その結果をそのまま維持するという意を表す「補助動詞」。
",補助動詞 level2,48279
두드러기,名詞,じんましん【蕁麻疹】,薬や食べ物を誤って食べたり、環境の変化によって、肌のあちらこちらが赤くむくむ発疹（ほっしん）。,名詞 level2,48298
두드러지다,動詞,でっぱる【出っ張る】。とっしゅつする【突出する】,"中がふっくらと出る。
",動詞 level2,90705
두드리다,動詞,たたく【叩く】。うつ【打つ】,"音がするように連続して打ったり殴ったりする。
",動詞 level2,67476
두려움,名詞,おそれ【恐れ】。きょうふ【恐怖】,怖くて恐れる感じ。,名詞 level2,14953
두려워하다,動詞,おそれる【恐れる・怖れる・畏れる・懼れる】。こわがる【怖がる・恐がる】。おびえる【怯える・脅える】,"怖くて非常に避けたがる。
",動詞 level2,14957
두렵다,形容詞,おそろしい【恐ろしい】。こわい【恐い】	,"どうしても避けたいほど怖気づいて恐怖を感じる。
",形容詞 level2,14925
두루마리,名詞,まきがみ【巻紙】。まきもの【巻物】。ロールペーパー,長く続く紙やトイレットペーパーなどを丸く巻いたもの。,名詞 level2,48332
두루미,名詞,たんちょう【丹頂】。たんちょうづる【丹頂鶴】,首や足が長く、体は白くて尾が黒い、大きな鳥。,名詞 level2,48337
두르다,動詞,まく【巻く】。かける【掛ける】。つける【付ける】,"マフラー、タオル、スカートなどを身に着ける。
",動詞 level2,14928
두리번거리다,動詞,きょろきょろする,"目を大きく見開いて、絶えずあたりを見回す。
",動詞 level2,14971
두리번대다,動詞,きょろきょろする,"目を大きく見開いて、絶えずあたりを見回す。
",動詞 level2,90288
두발자전거,名詞,にりんじてんしゃ【二輪自転車】,車輪が２つ付いている自転車。,名詞 level2,45274
두서너,冠形詞,にさんよん【二三四】。ふたつみっつよっつ【二つ三つ四つ】,"2か3、または4ぐらいの。二つか三つ、または四つぐらいの。
",冠形詞 level2,45284
두서넛,数詞,,"二つか三つ、または四つくらいになる数。
",数詞 level2,45276
두어,冠形詞,ふたつぐらいの【二つぐらいの】	,"二つぐらいの。
",冠形詞 level2,46803
두엇,数詞,ふたつ【二つ】	,"二つくらいの数。
",数詞 level2,46810
둘러보다,動詞,みまわす【見回す・見廻す】。みまわる【見回る】,"ぐるりとまわりを見る。
",動詞 level2,61340
둘러싸다,動詞,つつむ【包む】。かこむ【囲む】,"全体を覆う。
",動詞 level2,49379
둘러싸이다,動詞,つつまれる【包まれる】。かこまれる【囲まれる】,"全体が覆われる。
",動詞 level2,14984
둘레,名詞,,物の淵や周りの部分。,名詞 level2,50880
둥,依存名詞,,"何かをしているようでもありしていないようでもある状態を表す語。
",依存名詞 level2,50888
둥근달,名詞,まるいつき【丸い月・円い月】。まどかなつき【円な月】。まんげつ【満月】,陰暦の15日を前後して丸くなった月。,名詞 level2,50268
둥글다,動詞/形容詞,まるくなる【丸くなる】。まるまる【丸まる】 | まるい【丸い】,"丸や球のような形になる。
 | 円または球の形と同じか、それに似ている。",動詞 形容詞 level2,"50280,50900"
둥지,名詞,"す【巣】
","鳥が卵を産んだり住むために、草や木の枝などで作った丸い形のねぐら。
",名詞 level2,14968
뒤꿈치,名詞,"かかと・きびす・くびす【踵】
","足の裏の後部から足首の間までの隆起している部分。
",名詞 level2,51896
뒤늦다,形容詞,おそい【遅い】。ておくれだ【手遅れだ】,何かをするのに適当な時機に遅れる。,形容詞 level2,14987
뒤따르다,動詞,したがう【従う】。おいかける【追い掛ける】,"後ろに付いて行く。
",動詞 level2,14991
뒤떨어지다,動詞,おくれる【遅れる・後れる】,"前の人と距離の離れたところにいる。
",動詞 level2,58028
뒤뜰,名詞,うらにわ【裏庭】,家や建物の後ろにある庭。,名詞 level2,58029
뒤로하다,動詞,うしろにする【後ろにする】。あとにする【後にする】,後ろに位置させる。,動詞 level2,600895
뒤지다,動詞,おくれる【遅れる・後れる】 | さぐる【探る】。かきまわす【掻き回す】,"前の人と距離の離れたところにいる。
 | 何かを見つけ出すために隅々までくまなく探す。
",動詞 level2,"58045,14998"
뒤집개,名詞,フライがえし【フライ返し】,フライパンで料理をする時、食材を裏返す調理道具。,名詞 level2,58020
뒤집다,動詞,うらがえす【裏返す】。ひっくりかえす【引っ繰り返す】。くつがえす【覆す】。ひるがえす【翻す】,"表と裏とを逆にする。
",動詞 level2,66269
뒤편,名詞,うらがわ【裏側】。うしろがわ【後側】。うらて【裏手】,あるものの裏のほう。また、裏の部分。,名詞 level2,15006
뒤표지,名詞,うらびょうし【裏表紙】,書物の裏側の表紙。,名詞 level2,67069
뒷골목,名詞,"うらどおり【裏通り】。うらみち【裏道】。うらかいどう【裏街道】
","大通りの裏にある狭い道。
",名詞 level2,15013
뒷굽,名詞,かかと【踵】,履き物の後部についている部分。,名詞 level2,67154
뒷길,名詞,"うらみち【裏道】。ぬけみち【抜け道】
","建物や村の裏通りにある道。
",名詞 level2,67155
뒷날,名詞,"ごじつ【後日】。たじつ【他日】
","時間が経ってこれから訪れる日。
",名詞 level2,67156
뒷다리,名詞,"あとあし【後足・後脚】。うしろあし【後ろ足】
","脚が4本ある動物の後ろにある脚。
",名詞 level2,67172
뒷동산,名詞,うらやま【裏山】,家や村の裏の方にある小さい山や丘。,名詞 level2,67377
뒷마당,名詞,うらにわ【裏庭】,家や建物の裏側にある平らな空き地。,名詞 level2,67378
뒷머리,名詞,"こうとう【後頭】。こうとうぶ【後頭部】
","頭の後ろの部分。
",名詞 level2,67382
뒷면,名詞,"うら【裏】。りめん【裏面】。うしろ【後ろ】
","裏側の面。
",名詞 level2,67383
뒷모습,名詞,うしろすがた【後姿】,後ろから見た姿。,名詞 level2,15018
뒷모양,名詞,"うしろすがた【後ろ姿】。うしろつき【後ろつき】
","後ろから見た姿。
",名詞 level2,67384
뒷무릎,名詞,ひかがみ【膕】,ひざの後ろのくぼんでいるところ。,名詞 level2,67386
뒷문,名詞,"うらぐち【裏口】。うらもん【裏門】。こうもん【後門】
","部屋や建物の後ろにある門。
",名詞 level2,15020
뒷바퀴,名詞,こうりん・あとわ【後輪】,車や荷車などの後ろにつけられている輪。,名詞 level2,67390
뒷발,名詞,"あとあし【後足・後脚】。うしろあし【後ろ足】。しりあし【後足・尻足】
","4本足の動物の後ろ足の2本。
",名詞 level2,67394
뒷밭,名詞,"うらのはたけ【裏の畑】
","家や村の裏にある畑。
",名詞 level2,67396
뒷벽,名詞,こうへき【後壁】,後ろの壁。,名詞 level2,67397
뒷부분,名詞,"うしろ【後ろ】。こうぶ【後部】
","物の後ろの部分。
",名詞 level2,67398
뒷사람,名詞,"うしろのひと【後ろの人】
","後ろにいる人。また、後から来た人。
",名詞 level2,67400
뒷산,名詞,"うらやま【裏山】
","家や村の裏にある山。
",名詞 level2,67401
뒷설거지,名詞,さらあらい【皿洗い】。しょっきあらい【食器洗い】。あとかたづけ【後片付け】。あとしまつ【後始末】,食事を終えた後、食器を洗って片付けること。,名詞 level2,67402
뒷이야기,名詞,"はなしのつづき【話の続き】
","話の後ろの部分。
",名詞 level2,67408
뒷자리,名詞,"うしろのせき【後ろの席】。こうぶざせき【後部座席】
","後方にある席。
",名詞 level2,50910
뒷장,名詞,,紙の裏面や次の頁。,名詞 level2,50911
뒷좌석,名詞,こうぶざせき【後部座席】,自動車や劇場などで後ろにある座席。,名詞 level2,50919
뒷주머니,名詞,"うしろポケット【後ろポケット】
","ズボンの後ろにあるポケット。
",名詞 level2,50921
뒷줄,名詞,"こうれつ【後列】
","後方にある列。
",名詞 level2,50923
뒷집,名詞,うしろどなり【後隣】,後ろに隣り合わせている家。,名詞 level2,50925
듀엣,名詞,デュエット,二人が一緒に歌ったり、楽器を演奏すること。,名詞 level2,50929
드나들다,動詞,でいりする【出入りする】,"ある場所に多くのものが出たり入ったりする。
",動詞 level2,50930
드라이,名詞,ドライ,風が出る電気器具を使用して髪を乾かしたり、手いれをすること。,名詞 level2,50942
드라이버,名詞,ドライバー,ねじ釘を回して打ち込んだり、抜く器具。,名詞 level2,50944
드라이브,名詞,ドライブ ,"景色を楽しんだりするために自動車で出掛けること。
",名詞 level2,50946
드라이브하다,動詞,ドライブする,"景色を楽しんだりするために自動車で出掛ける。
",動詞 level2,50948
드라이어,名詞,ドライヤー,冷風や温風を送って髪を乾かしたり形を整えるのに用いる器具。,名詞 level2,50949
드라이클리닝,名詞,ドライクリーニング,水の代わりに化学薬品で服の汚れをとる洗濯方法。,名詞 level2,50951
드라이하다,動詞,ドライする,"風が出る電気器具を使用して髪を乾かしたり、手いれをしたりする。 
",動詞 level2,50952
드라큘라,名詞,ドラキュラ,西洋小説に登場する、夜さまよいながら人の血を吸う鬼の名前。,名詞 level2,50954
드러나다,動詞,あらわれる【現れる】,隠れていたものが見えるようになる。,動詞 level2,15034
드러내다,動詞,あらわす【現す】。むきだす【剥き出す】,"隠れていたものを見えるようにする。
",動詞 level2,50956
드럼,名詞,"ドラムかん【ドラム缶】
","油などを入れる時に用いる、厚い鉄板で作った円筒形の缶。
",名詞 level2,50959
드럼통,名詞,ドラムかん【ドラム缶】,オイルなどを入れるときに使う厚い鉄板で作った円状の缶。,名詞 level2,50962
드레스,名詞,ドレス,ワンピースになっている、西洋風の女性の正装。,名詞 level2,50965
드릴,名詞,ドリル,木や金属に穴を開ける道具。,名詞 level2,50980
드링크,名詞,ドリンク,飲料などの飲み物。,名詞 level2,50982
드물다,形容詞,まれだ【稀だ】,"起こる回数が多くない。
",形容詞 level2,15040
든든하다,形容詞,こころづよい【心強い】,あることへの信頼があって、心強い。,形容詞 level2,50551
듣기,名詞,ききとり【聞き取り】,人の言葉をきちんと聞いて理解すること。	,名詞 level2,50556
들깨,名詞,えごま【荏胡麻】,独特なにおいがする葉はおかずとして食べ、種子は炒めて薬味として使うか、しぼって油をとる草。また、その種子。,名詞 level2,50570
들꽃,名詞,のばな【野花】,野に咲く花。,名詞 level2,50571
들다,補助動詞,する,前の言葉の表す行動を積極的にしようとするという意を表す「補助動詞」。,補助動詞 level2,49855
들려오다,動詞,きこえる【聞こえる】,"ある音や消息などが耳に入る。
",動詞 level2,67875
들려주다,動詞,きかせる【聞かせる】,"音や言葉を聞くようにさせる。
",動詞 level2,64545
들리다,動詞,ひく【引く】 | もたれる【持たれる】 | きかせる【聞かせる】 | もたせる【持たせる】,"病気にかかる。
 | 物が手に取られている。
 | 聞くようにさせる。
 | 持つようにさせる。
",動詞 level2,"49872,49874,49875,49876"
들어서다,動詞,はいる【入る】。たちいる【立ち入る】,"ある場所の中に入ったばかりである。
",動詞 level2,58158
듯이,依存名詞,ように,似ているか同じ程度の意を表す語。,依存名詞 level2,49987
등,依存名詞/名詞,とう【灯】。あかり【明かり】 | など・とう【等】。ら,明かりをつけて、暗い所を明るくするために使う器具。 | 前述したものの他に同類のものがまだあるという意を表す語。,依存名詞 名詞 level2,"49993,49992"
등굣길,名詞,,生徒・学生が学校へ行く道。,名詞 level2,50021
등기,名詞,とうき【登記】,"土地や家などの不動産に対する権利関係を法的手続きに沿って登記簿に記録すること。また、その記録。
",名詞 level2,50037
등기 우편,,かきとめゆうびん【書留郵便】。かきとめ【書留】	,"差出人には郵便物を引き受けたという証明書を与え、受取人からはその郵便物を受け取ったという確認をしてもらう郵便。また、その郵便物。
",level2,50039
등기되다,動詞,とうきされる【登記される】,"土地や家などの不動産に対する権利関係が法的手続きに沿って登記簿に記録される。
",動詞 level2,90916
등기하다,動詞,とうきする【登記する】,"土地や家などの不動産に対する権利関係を法的手続きに沿って登記簿に記録する。
",動詞 level2,50040
등록,名詞,とうろく【登録】,許可や認定をもらうため、名前などを文書に記し載せること。,名詞 level2,50053
등록금,名詞,じゅぎょうりょう【授業料】。とうろくきん【登録金】,生徒・学生が学校や塾などの教育機関に登録する時に払う金銭。,名詞 level2,50054
등록되다,動詞,とうろくされる【登録される】,"塾や学校の正式な生徒・学生として、または団体の会員として名簿に名前が載せられる。
",動詞 level2,50055
등록비,名詞,とうろくひ【登録費】,許可や認定をもらうため、名前などを文書に記し載せる時にかかる費用。,名詞 level2,50056
등록증,名詞,とうろくしょう【登録証】,登録した事実を証明する文書。,名詞 level2,15068
등록하다,動詞,とうろくする【登録する】,"塾や学校の正式な生徒・学生として、または団体の会員として名簿に名前を載せる。
",動詞 level2,15063
등뼈,名詞,せぼね【背骨】,頭の下からお尻の部位までつながっている骨。,名詞 level2,50074
등산가,名詞,とざんか【登山家】,登山を専門に行う人。,名詞 level2,48775
등산객,名詞,とざんきゃく【登山客】,趣味や運動を目的として山に登る人。,名詞 level2,48777
등산로,名詞,とざんろ【登山路】。とざんどう【登山道】,登山できるように、山につくられている道。,名詞 level2,48785
등산모,名詞,とざんぼう【登山帽】,登山用の帽子。,名詞 level2,48798
등산복,名詞,とざんふく【登山服】,登山の時に着る服。,名詞 level2,48799
등산화,名詞,とざんぐつ【登山靴】,山の上り下りに適するように、堅牢に作られた靴。,名詞 level2,48804
등심,名詞,ヒレにく【ヒレ肉】,牛や豚の背骨に付いている柔らかい肉。,名詞 level2,49105
등원하다,動詞,とうえんする【登園する】,子供が保育園、幼稚園、保育園などに行く。,動詞 level2,600897
등장,名詞,とうじょう【登場】,"人が舞台などに現われること。
",名詞 level2,15030
등장시키다,動詞,とうじょうさせる【登場させる】,"人を舞台などに現す。
",動詞 level2,49691
등장하다,動詞,とうじょうする【登場する】,"人が舞台などに現われる。
",動詞 level2,15048
디브이디,名詞,ディーブイディー【ＤＶＤ】,動画や音楽などの情報を記録できる直径12センチのディスク。,名詞 level2,53935
디스카운트하다,動詞,ディスカウントする。わりびきする【割引する】,決められた値段からいくらか値切る。,動詞 level2,600347
디스켓,名詞,ディスケット,コンピューターで、資料を記録したり保存に使う媒体。,名詞 level2,53938
디스코,名詞,ディスコ,軽快な音楽に合わせて、一定の形式なしに自由に踊るダンス。,名詞 level2,53941
디스크,名詞,"レコード。おんばん【音盤】。ひかりディスク【光ディスク】
","数曲の音楽を録音し、電気蓄音機やオーディオなどで音楽が聴ける丸くて平たい板。
",名詞 level2,28102
디자이너,名詞,デザイナー,衣装、工業製品、建築などの実用的な目的をもった作品の設計、またデザインを専門的に行う人。,名詞 level2,15059
디저트,名詞,デザート　,果物やお菓子・アイスクリームなど、食後に出される食べ物。,名詞 level2,54450
디제이,名詞,ディージェー【DJ】。ディージェイ【DJ】,ラジオやイベントなどで、軽い話とともに選曲した音楽を聴かせてくれる人。,名詞 level2,600348
