word,pos,meaning,definition,tags,target_codes
늘상,副詞,,,副詞 other,92191
늘어나-,品詞なし,,,品詞なし other,24021
늘어서-,品詞なし,,,品詞なし other,24022
늘어져-,品詞なし,,,品詞なし other,24026
늘어지-,品詞なし,,,品詞なし other,92854
능,名詞,みささぎ【陵】。みはか【御墓・陵】,"王や王妃の墓。
",名詞 other,24330
능지처참,名詞,,昔、大逆罪を犯した者の頭・胴体・手足を切り裂いて殺す刑罰。,名詞 other,41681
늦-,接辞,,"「遅い」という意を付加する接頭辞。
",接辞 other,88851
니,助詞,や。とか	,"二つ以上の事物を同格で羅列するのに用いる助詞。
",助詞 other,80129
니은,名詞,,ハングル字母の「ㄴ」の名称。,名詞 other,24397
다,助詞,,"複数の物事を同格で羅列するという意を表す助詞。
 | 前にくる言葉の意味をさらにはっきりさせるのに用いる助詞。
",助詞 other,"85738,41693"
다-,品詞なし,,,品詞なし other,"24038,24042"
다가,助詞,,"前にくる言葉の意味をさらにはっきりさせるのに用いる助詞。
",助詞 other,41695
다가가-,品詞なし,,,品詞なし other,24049
다가서-,品詞なし,,,品詞なし other,24051
다가오-,品詞なし,,,品詞なし other,92855
다가와-,品詞なし,,,品詞なし other,24056
다녀-,品詞なし,,,品詞なし other,24155
다녀가-,品詞なし,,,品詞なし other,24196
다녀오-,品詞なし,,,品詞なし other,92856
다녀와-,品詞なし,,,品詞なし other,24199
다니-,品詞なし,,,品詞なし other,92857
다려-,品詞なし,,,品詞なし other,24202
다루-,品詞なし,,,品詞なし other,92858
다뤄-,品詞なし,,,品詞なし other,24205
다르-,品詞なし,,,品詞なし other,92859
다리-,品詞なし,,,品詞なし other,92860
다마네기,名詞,,,名詞 other,92193
닥달,名詞,,,名詞 other,92194
닥쳐-,品詞なし,,,品詞なし other,24373
닥치-,品詞なし,,,品詞なし other,92866
단간방,名詞,,,名詞 other,92195
단군,名詞,タングン【檀君】,古朝鮮(コジョソン)を建てた王で韓民族の始祖。神話によると、天から降りてきた桓雄(ファヌン)と、熊から人に変身した熊女(ウンニョ)との間に生まれたと伝えられる。,名詞 other,67881
단군 신화,,タングンしんわ【檀君神話】,古朝鮮(コジョソン)を建てた王で韓民族の始祖である「タングン(檀君)」の誕生と建国に関する神話。神話によると、天から降りてきた桓雄(ファヌン)と、熊から人に変身した熊女(ウンニョ)との間に生まれたと伝えられる。,other,601861
단군왕검,名詞,タングンワンゴム【檀君王検】,古朝鮮(コジョソン)を建てた王で韓民族の始祖。神話によると、天から降りてきた桓雄(ファヌン)と、熊から人に変身した熊女(ウンニョ)との間に生まれたと伝えられる。,名詞 other,600077
단란주점,名詞,,大勢の人が一つの部屋の中で、酒を飲みながら歌を歌うことができるように設けられている飲み屋。,名詞 other,42171
단모음,名詞,たんぼいん【単母音】,声を出す途中で唇の形や舌の位置が変わらない母音。,名詞 other,600078
단무지,名詞,たくあんづけ【沢庵漬け】。たくあん【沢庵】,干し大根を塩で漬けた日本式漬物。,名詞 other,42186
닫혀-,品詞なし,,,品詞なし other,24380
닫히-,品詞なし,,,品詞なし other,92867
달-,品詞なし,,,品詞なし other,"92868,92869"
달걀귀신,名詞,のっぺらぼう,目と鼻と口がなく、卵のような顔をしている化け物。,名詞 other,20006
달라-,品詞なし,,,品詞なし other,"24411,24415"
달래-,品詞なし,,,品詞なし other,24422
달려-,品詞なし,,,品詞なし other,25314
달려가-,品詞なし,,,品詞なし other,25321
달려드-,品詞なし,,,品詞なし other,25324
달려들-,品詞なし,,,品詞なし other,92870
달려오-,品詞なし,,,品詞なし other,92871
달려와-,品詞なし,,,品詞なし other,25326
달리-,品詞なし,,,品詞なし other,92872
달맞이,名詞,つきみ【月見】,「テボルム（上元；陰暦の1月15日）」や「チュソク（旧暦の盆休み）」の夜、山や野原に出て月が出るのを待ち、月に願いをかけること。,名詞 other,44130
달아나-,品詞なし,,,品詞なし other,25330
닭갈비,名詞,タッカルビ,鶏のカルビや肉で作った食べ物。,名詞 other,600083
닭다리,名詞,にわとりのあし【鶏の足】。にわとりのももにく【鶏のもも肉】,鶏の足。,名詞 other,600084
닭띠,名詞,とりどし【酉年】,酉年に生まれた人の干支。,名詞 other,68720
닭발,名詞,もみじ。にわとりのあし【鶏の足】,主に料理の材料となる、鶏の足。,名詞 other,20047
닭볶음탕,名詞,タッポクムタン,鶏肉をぶつ切りにして、ニンニク、醤油、砂糖などの薬味と水を入れて煮込んだ料理。鶏肉に様々な薬味と野菜を入れて先に炒めてから、水を入れて煮たりもする。,名詞 other,600085
닭죽,名詞,とりがゆ【鶏粥】,鶏肉を入れて作ったお粥。,名詞 other,20053
담가-,品詞なし,,,品詞なし other,25405
담겨-,品詞なし,,,品詞なし other,25410
담그-,品詞なし,,,品詞なし other,92873
담기-,品詞なし,,,品詞なし other,92874
담뱃불,名詞,タバコのひ【タバコの火】,吸っているタバコについた火。,名詞 other,600099
당겨-,品詞なし,,,品詞なし other,25429
당근,名詞,とうぜんだ【当然だ】,「当然だ」という意味で、面白く話したり強調して答える時に使う言葉。,名詞 other,601866
당기-,品詞なし,,,品詞なし other,92875
당기다,動詞,,,動詞 other,602083
당일 배송,,そくじつはいそう【即日配送】。とうじつはいそう【当日配送】,注文したり要請した日のうちに直ちに配送すること。,other,600086
대-,品詞なし,,,品詞なし other,25436
대감,名詞,テガム【大監】,朝鮮(チョソン)時代の高級官僚を敬っていう語。,名詞 other,42141
대관령,名詞,テグァンリョン【大関嶺】,韓国の江原道(カンウォンド)にある峠。太白(テベク)山脈を越える峠の一つで、嶺東(ヨンドン)地方と嶺西(ヨンソ)地方をつなぐ関門である。付近は高冷地農業と牧畜業で知られており、スキー場が多い。,名詞 other,68706
대구,名詞,テグ【大邱】,韓国の嶺南(ヨンナム)地方の中央に位置する広域市。繊維工業をはじめ各種の工業が発達し、リンゴの産地としても有名である。,名詞 other,68892
대군,名詞,テグン【大君】,親王：昔、王の嫡室が産んだ息子。,名詞 other,44488
대궐,名詞,きゅうでん【宮殿】,昔、王が住んでいた家。,名詞 other,44492
대금,名詞,テグム【大笒】,竹に13個の穴を開けて作られた、唇を横に当てて吹く韓国の伝統楽器。,名詞 other,44494
대기록,名詞,だいきろく【大記録】,とても作りにくい良い記録。,名詞 other,600088
대기자,名詞,たいきしゃ【待機者】,時や機会を待っている人。,名詞 other,600089
대기표,名詞,じゅんばんまちばんごうふだ【順番待ち番号札】,順番を待つ人たちにあらかじめ与えて行事に参加できるようにする番号札。,名詞 other,600713
댓돌,名詞,ふみいし【踏み石】,韓国の伝統家屋で、縁側の上がり口に踏んで上がれるように据えた石の階段。,名詞 other,47285
댕기,名詞,テンギ,昔、女性が三つ編みに編んで垂らした一束の髪の端に、髪飾りとして結んだ紐、または布リボン。,名詞 other,47365
더러,助詞,に。にむかって【に向かって】	,"ある行動の及ぶ対象を表す助詞。
",助詞 other,70037
더러우-,品詞なし,,,品詞なし other,25444
더러워-,品詞なし,,,品詞なし other,25452
더럽-,品詞なし,,,品詞なし other,92876
더우-,品詞なし,,,品詞なし other,25458
더우기,副詞,,,副詞 other,92198
더워-,品詞なし,,,品詞なし other,25464
덕수궁,名詞,トクスグン【徳寿宮】,ソウルにある朝鮮(チョソン)時代の宮殿。壬辰倭乱(文祿・慶長の役)の後に王宮とし、朝鮮(チョソン)末期には高宗(コジョン)が居住していた。宮殿の中では規模の小さいほうに入る。,名詞 other,68316
던져-,品詞なし,,,品詞なし other,25468
던지-,品詞なし,,,品詞なし other,92877
덥-,品詞なし,,,品詞なし other,92878
덥썩,副詞,,,副詞 other,92199
덧-,接辞,,"「重ねられた」または「重ねて履いたり着る」という意を付加する接頭辞。
",接辞 other,73352
덧붙여-,品詞なし,,,品詞なし other,25471
덧붙이-,品詞なし,,,品詞なし other,92879
덩그러니,副詞,ぽつんと,一人または一つだけで突き出た様子。,副詞 other,600721
덩쿨,名詞,,,名詞 other,92200
덮여-,品詞なし,,,品詞なし other,25473
덮이-,品詞なし,,,品詞なし other,92880
데려-,品詞なし,,,品詞なし other,25479
데려가-,品詞なし,,,品詞なし other,25480
데려다주다,動詞,つれていってあげる【連れていってあげる】,一定の所まで一緒に行ってあげる。,動詞 other,600722
데려오-,品詞なし,,,品詞なし other,92881
데려와-,品詞なし,,,品詞なし other,25485
데리-,品詞なし,,,品詞なし other,92882
데릴사위,名詞,いりむこ【入（り）婿】。むこようし【婿養子】,妻の家で妻の親と一緒に住む婿。,名詞 other,47460
데우-,品詞なし,,,品詞なし other,92883
데워-,品詞なし,,,品詞なし other,25491
덴마크,名詞,デンマーク,北欧にある国。社会保障制度がよく整っていて、酪農業と造船が発達。公用語はデンマーク語で、首都はコペンハーゲン。,名詞 other,68328
덴마크어,名詞,デンマークご【デンマーク語】,主にデンマーク人が使う言語。,名詞 other,93461
도,助詞/名詞,ト | も	,"「ユンノリ（韓国の伝統遊び）」で、4本のユッのうち3本は下向きで、1本だけが上向きになった場合を指す語。 | 既存の物事に他の物事を加えたり含ませたりするという意を表す助詞。
",助詞 名詞 other,"47496,86258"
도-,品詞なし,,,品詞なし other,25494
도깨비방망이,名詞,うちでのこづち【打（ち）出の小槌】,振れば願いがかなうという、鬼が持っていると言われる棒。,名詞 other,47773
도라지나물,名詞,ききょうのねのナムル【桔梗の根のナムル】,桔梗の根を食べやすく切って、合わせ調味料を入れて作ったナムル。,名詞 other,47865
도련님,名詞,ぼっちゃん【坊ちゃん】。わかだんな【若旦那】,結婚していない男子の尊敬語。,名詞 other,47884
도령,名詞,ぼっちゃん【坊ちゃん】。わかさま【若様】。わかだんな【若旦那】,未婚の成人男性の敬称。,名詞 other,47885
도로명,名詞,どうろめい【道路名】,人や車などが通る道の名前。,名詞 other,600723
독도,名詞,トクト【独島】,鬱陵島(ウルルンド)の東南部にある火山島。韓国領土の東端にある島で殆ど岩石で構成されており、周辺の海には水産資源が豊富である。,名詞 other,68383
독립문,名詞,トンニンムン【独立門】,韓国ソウル特別市西大門(ソデムン)区にある石門。韓国が独立国であることを宣言するために独立協会が全国民から寄付金を集めて建てた。1897年に完工し、1979年に現在の位置に移転した。,名詞 other,68339
독립신문,名詞,どくりつしんぶん【独立新聞】,1896年、独立協会の徐載弼（ソ・ジェピル）が中心になって発行した韓国最初の民間新聞。最初のハングル新聞。,名詞 other,68764
독어,名詞,どくご【独語】。ドイツご【ドイツ語】,"主にドイツやオーストリアの人々が使う言語。
",名詞 other,48497
독일,名詞,ドイツ【ドイツ・独逸】,ヨーロッパ中部にある国。第二次世界大戦後に東西に分断されたが、1990年統一された。経済大国で科学技術と工業が大変発展している。公用語はドイツ語で、首都はベルリン。,名詞 other,68334
독일어,名詞,ドイツご【ドイツ語】,主にドイツとオーストリアの人々が使う言語。,名詞 other,14768
돈가스,名詞,とんカツ【豚カツ】,やや厚めに切った豚肉に味付けをし、パン粉をつけて油で揚げた食べ物。,名詞 other,48583
돈장사,名詞,,,名詞 other,92201
돋구다,動詞,,,動詞 other,92202
돌-,品詞なし,,,品詞なし other,92887
돌려-,品詞なし,,,品詞なし other,25520
돌려주-,品詞なし,,,品詞なし other,92888
돌려줘-,品詞なし,,,品詞なし other,25526
돌리-,品詞なし,,,品詞なし other,92889
돌보-,品詞なし,,,品詞なし other,92890
돌봐-,品詞なし,,,品詞なし other,25544
돌뿌리,名詞,,,名詞 other,92203
돌사자,名詞,いしのしし【石の獅子】,守りの意味で墓や塔の周りに建てる、石を彫って作った獅子の形をした彫刻。,名詞 other,48294
돌아가-,品詞なし,,,品詞なし other,25550
돌아가셔-,品詞なし,,,品詞なし other,25554
돌아가시-,品詞なし,,,品詞なし other,92891
돌아다녀-,品詞なし,,,品詞なし other,25558
돌아다니-,品詞なし,,,品詞なし other,92892
돌아보-,品詞なし,,,品詞なし other,92893
돌아봐-,品詞なし,,,品詞なし other,25562
돌아서-,品詞なし,,,品詞なし other,25573
돌아오-,品詞なし,,,品詞なし other,92894
돌아와-,品詞なし,,,品詞なし other,25576
돌잡이,名詞,トルジャビ,子供の初誕生日に用意する祝いの膳に、子供の将来を占うための色々なものを載せておいて子供に直接取らせること。,名詞 other,48333
돌쩌귀,名詞,ちょうつがい【蝶番】,開き戸を取り付けるために、一方はドア枠に、もう一方は戸に取り付ける金具。,名詞 other,48342
돐,名詞,,,名詞 other,92204
돕-,品詞なし,,,品詞なし other,92895
동경,名詞,トンギョン【東京】,日本の関東地方に位置する日本の首都。「東京」を韓国式の漢字の読み方で呼んだ名である。,名詞 other,68915
동궁,名詞,"とうぐう【東宮】
","次に皇帝や王になる皇太子や王太子・王世子。
",名詞 other,48998
동남아시아,名詞,とうなんアジア【東南アジア】,アジアの東南部。マレーシア、ミャンマー、ベトナム、インドネシア、タイ、フィリピンなどの諸国が含まれる。,名詞 other,93530
동대문,名詞,トンデムン【東大門】,ソウルにある、朝鮮(チョソン)時代の首都を取り囲んだ城郭の東側の正門。四つの大門の一つで、正式な名称は「興仁之門(フンインジムン)」である。,名詞 other,68333
동대문 시장,,トンデムンしじょう【東大門市場】,ソウル市の東大門の周辺に所在した大規模な卸売り・小売り市場。衣類を販売する店が多く、買い物の名所としても有名である。,other,68280
돼-,品詞なし,,,品詞なし other,"25913,92897"
돼지갈비,名詞,ぶたにくのカルビ【豚肉のカルビ】,豚肉のカルビ。または、それで作った料理。,名詞 other,48173
돼지띠,名詞,いどし【亥年】,亥年に生まれた人の干支。,名詞 other,48177
되-,品詞なし/接辞,,「返して」という意を付加する接頭辞。,品詞なし 接辞 other,"74901,92896,92898"
되뇌이다,動詞,,,動詞 other,92205
되돌려-,品詞なし,,,品詞なし other,25915
되돌리-,品詞なし,,,品詞なし other,92899
되돌아가-,品詞なし,,,品詞なし other,26174
되돌아보-,品詞なし,,,品詞なし other,92900
되돌아봐-,品詞なし,,,品詞なし other,26253
되돌아오-,品詞なし,,,品詞なし other,92901
되돌아와-,品詞なし,,,品詞なし other,26255
되살려-,品詞なし,,,品詞なし other,26256
되살리-,品詞なし,,,品詞なし other,92902
된장국,名詞,テンジャンクク,テンジャンを入れて煮た汁物。,名詞 other,48243
된장찌개,名詞,テンジャンチゲ,テンジャンを水に入れて、ネギ、エホバク(ズッキーニに似た野菜)、豆腐などを入れて煮込んだチゲ料理。,名詞 other,14930
두-,品詞なし,,,品詞なし other,92904
두꺼우-,品詞なし,,,品詞なし other,27930
두꺼워-,品詞なし,,,品詞なし other,27933
두껍-,品詞なし,,,品詞なし other,92903
두드러져-,品詞なし,,,品詞なし other,"27935,92907"
두드러지-,品詞なし,,,品詞なし other,"92905,92906"
두드려-,品詞なし,,,品詞なし other,27936
두드리-,品詞なし,,,品詞なし other,92908
두려우-,品詞なし,,,品詞なし other,27937
두려워-,品詞なし,,,品詞なし other,27941
두렵-,品詞なし,,,品詞なし other,92909
두루뭉실하다,形容詞,,,形容詞 other,92206
두르-,品詞なし,,,品詞なし other,92910
두리번거려-,品詞なし,,,品詞なし other,27954
두리번거리-,品詞なし,,,品詞なし other,92911
두만강,名詞,トゥマンガン【豆満江】,白頭(ペクトゥ)山から始まって東海(トンヘ)に流れ込む河川。北韓と中国の国境を成しながら流れる。韓半島で二番目に長い川。,名詞 other,68714
둘러-,品詞なし,,,品詞なし other,27956
둘러보-,品詞なし,,,品詞なし other,92912
둘러봐-,品詞なし,,,品詞なし other,27958
둘러싸-,品詞なし,,,品詞なし other,27966
둘러싸여-,品詞なし,,,品詞なし other,27982
둘러싸이-,品詞なし,,,品詞なし other,92913
둥그-,品詞なし,,,品詞なし other,"50438,92916"
둥그래지다,動詞,,,動詞 other,92210
둥글-,品詞なし,,,品詞なし other,"92914,92915"
둬-,品詞なし,,,品詞なし other,50440
뒤-,接辞,,"｢ひどく」または「やたらに」、「完全に」という意を付加する接頭辞。
",接辞 other,74903
뒤안,名詞,,,名詞 other,92211
뒤웅박,名詞,"ひょうたん【瓢箪】。ひさご【瓢】。ふくべ
","瓢の上部を丸くえぐりだし、内部の果肉を取りのぞいたひょうたん。
",名詞 other,58012
뒤져-,品詞なし,,,品詞なし other,50441
뒤지-,品詞なし,,,品詞なし other,92917
드-,品詞なし,,,品詞なし other,50443
드나드-,品詞なし,,,品詞なし other,50445
드나들-,品詞なし,,,品詞なし other,92918
드라이기,名詞,ドライヤー,冷風や温風を送って髪を乾かしたり形を整えるのに用いる器具。,名詞 other,600341
드러나-,品詞なし,,,品詞なし other,50446
드러내-,品詞なし,,,品詞なし other,50447
드레스 룸,,ドレスルーム,主に服を保管したり着替える時に使う部屋。,other,600342
드레싱,名詞,ドレッシング,サラダのような食べ物にかけて食べるソースや調味料。,名詞 other,600343
드려-,品詞なし,,,品詞なし other,50449
드론,名詞,ドローン,人が直接乗らずに、装置を利用して遠くから操縦できる飛行物体。,名詞 other,600344
드리-,品詞なし,,,品詞なし other,92919
드무-,品詞なし,,,品詞なし other,50451
드물-,品詞なし,,,品詞なし other,92920
든,助詞,でも。だって	,"どれが選択されても差がないという意を表す助詞。
",助詞 other,86261
든가,助詞,とか	,"どれが選択されても差がないという意を表す助詞。
",助詞 other,70330
든지,助詞,でも。だって	,"どれが選択されても差がないという意を表す助詞。
",助詞 other,70334
듣-,品詞なし,,,品詞なし other,92921
들,助詞,たち【達】。ら	,"その文の主語が複数であるという意を表す助詞。
",助詞 other,86264
들-,品詞なし,,,品詞なし other,"50452,92922"
들러-,品詞なし,,,品詞なし other,50454
들려-,品詞なし,,,品詞なし other,50456
들려오-,品詞なし,,,品詞なし other,92923
들려와-,品詞なし,,,品詞なし other,50457
들려주-,品詞なし,,,品詞なし other,92924
들려줘-,品詞なし,,,品詞なし other,50458
들르-,品詞なし,,,品詞なし other,92925
들리-,品詞なし,,,品詞なし other,92926
들리다,動詞,,,動詞 other,600945
들메끈,名詞,"はきもののひも【履物の紐】
","履物が脱げないように、足にかける紐。
",名詞 other,51057
들어가-,品詞なし,,,品詞なし other,50459
들어서-,品詞なし,,,品詞なし other,50460
등짐장수,名詞,れんじゃくしょうにん【連雀商人】。れんじゃく【連雀】  ,商売のための荷物を背負い、行商をして歩く人。,名詞 other,49700
등하교,名詞,とうげこう【登下校】,登校と下校。,名詞 other,600345
디귿,名詞,,ハングル字母の「ㄷ」の名称。,名詞 other,69076
디지탈,名詞,,,名詞 other,92213
딩굴다,動詞,,,動詞 other,92214
따-,品詞なし,,,品詞なし other,50467
따다,名詞,,,名詞 other,600483
따라,助詞,にかぎって【に限って】	,"「特別な理由なしに普通と違って」という意を表す助詞。
",助詞 other,70311
따라-,品詞なし,,,品詞なし other,50468
따라가-,品詞なし,,,品詞なし other,50469
따라다녀-,品詞なし,,,品詞なし other,50470
따라다니-,品詞なし,,,品詞なし other,92932
따라오-,品詞なし,,,品詞なし other,92933
따라와-,品詞なし,,,品詞なし other,50471
따로국밥,名詞,タロクッパ,スープの中にご飯を入れず、スープとご飯を別々の器に入れて出すクッパ。,名詞 other,49673
따로이,副詞,,,副詞 other,92215
따르-,品詞なし,,,品詞なし other,92934
따져-,品詞なし,,,品詞なし other,50472
따지-,品詞なし,,,品詞なし other,92935
딴짓하다,動詞,べつのことをする【別のことをする】,あることをしている間にそれとは全く関係のない行動をする。,動詞 other,600349
딸기잼,名詞,"いちごジャム
",いちごを入れて作ったジャム。,名詞 other,50500
딸리다,動詞,,ふそくする【不足する】。きれる【切れる,動詞 other,600944
때려-,品詞なし,,,品詞なし other,50473
때리-,品詞なし,,,品詞なし other,92936
땡초,名詞,,,名詞 other,92216
떠-,品詞なし,,,品詞なし other,"50475,50474,92763"
떠나-,品詞なし,,,品詞なし other,50476
떠나가-,品詞なし,,,品詞なし other,50477
떠나오-,品詞なし,,,品詞なし other,92937
떠나와-,品詞なし,,,品詞なし other,50478
떠드-,品詞なし,,,品詞なし other,50905
떠들-,品詞なし,,,品詞なし other,92938
떠오르-,品詞なし,,,品詞なし other,92939
떠올라-,品詞なし,,,品詞なし other,51136
떠올려-,品詞なし,,,品詞なし other,51137
떠올리-,品詞なし,,,品詞なし other,92940
떡갈비,名詞,あらびきカルビやき【粗挽きカルビ焼き】,みじん切りにして味付けしたカルビ肉を餅のように作って焼いた料理。,名詞 other,600350
떡값,名詞,もちだい【餅代】,(比喩的に)正月や旧暦のお盆休みのとき、職場で職員に特別にあげるボーナス。,名詞 other,54061
떡국,名詞,トックク。ぞうに【雑煮】,細長い棒状の白餅の「カレトク」を薄く切って、スープに入れて煮込んだ料理。,名詞 other,15172
떡두꺼비,名詞,トックトゥッコビ,（比喩的に）ふくよかで、健やかに見える男の赤ん坊。,名詞 other,54063
떡볶이,名詞,トッポッキ,棒状にしたカレトクを適当な長さに切ったものにカンジャンやコチュジャンなどの薬味を加えて色々な野菜と共に炒めた料理。,名詞 other,15180
떡집,名詞,もちや【餅屋】,餅を作って販売する店。,名詞 other,600351
떨-,品詞なし,,,品詞なし other,92941
떨려-,品詞なし,,,品詞なし other,51138
떨리-,品詞なし,,,品詞なし other,92681
떨어뜨려-,品詞なし,,,品詞なし other,51139
떨어뜨리-,品詞なし,,,品詞なし other,92682
떨어져-,品詞なし,,,品詞なし other,51140
떨어지-,品詞なし,,,品詞なし other,92714
떼-,品詞なし,,,品詞なし other,51141
뚜쟁이,名詞,,結婚が実現するように、男女の間で仲立ちをする人を卑しめていう語。仲人。,名詞 other,53138
뚝,名詞,,,名詞 other,600484
뛰노-,品詞なし,,,品詞なし other,51143
뛰놀-,品詞なし,,,品詞なし other,92722
뛰어가-,品詞なし,,,品詞なし other,51144
뛰어나-,品詞なし,,,品詞なし other,51145
뛰어나가-,品詞なし,,,品詞なし other,51147
뛰어나오-,品詞なし,,,品詞なし other,92727
뛰어나와-,品詞なし,,,品詞なし other,51149
뛰어내려-,品詞なし,,,品詞なし other,51150
뛰어내리-,品詞なし,,,品詞なし other,92729
뛰어노-,品詞なし,,,品詞なし other,51151
뛰어놀-,品詞なし,,,品詞なし other,92735
뛰어다녀-,品詞なし,,,品詞なし other,51152
뛰어다니-,品詞なし,,,品詞なし other,92737
뛰어드-,品詞なし,,,品詞なし other,51153
뛰어들-,品詞なし,,,品詞なし other,92742
뛰어오-,品詞なし,,,品詞なし other,92745
뛰어오르-,品詞なし,,,品詞なし other,92749
뛰어올라-,品詞なし,,,品詞なし other,51154
뛰어와-,品詞なし,,,品詞なし other,51155
뛰치다,動詞,,,動詞 other,92217
뜨-,品詞なし,,,品詞なし other,"92761,92765"
뜨거우-,品詞なし,,,品詞なし other,51157
뜨거워-,品詞なし,,,品詞なし other,51158
뜨겁-,品詞なし,,,品詞なし other,92752
뜨문뜨문,副詞,ぽつぽつ。ぽつぽつと,あることが頻繁ではなく、非常にまれに起こる様子。,副詞 other,600353
띄다,動詞,,,動詞 other,600485
띄우-,品詞なし,,,品詞なし other,92769
띄워-,品詞なし,,,品詞なし other,51159
띠우다,動詞,しめる【締める】,ひもや帯を体に巻いたり巻きつける。,動詞 other,600354
라,助詞,と	,"前の言葉が、元の発話内容そのまま引用されているという意を表す助詞。
",助詞 other,70077
라고,助詞,と	 | と。といって	,"前の言葉が、元の発話内容そのまま引用されているという意を表す助詞。
 | 前の言葉が気に入らないものであるという意を表す助詞。
",助詞 other,"70074,86366"
라고는,品詞なし,とは,"強調して示すのに用いる。
",品詞なし other,78489
라도,助詞,でも	,"それが最善ではないが、選択肢の中ではそれなりに良いという意を表す助詞。
",助詞 other,78508
라든지,助詞,とか	,"どれが選択されても構わない対象を例にあげたり列挙するという意を表す助詞。
",助詞 other,86518
라떼,名詞,,ラテ,名詞 other,600364
라야,助詞,でないと	,"何かを行うための条件としてそれ以外の物事は成立しないという意を表す助詞。
",助詞 other,86520
라야만,助詞,でないと	,"前の内容が後にくる話に対する必須条件であるという意を表す助詞。
",助詞 other,86066
라오스,名詞,ラオス,東南アジアのインドシナ半島の中部にある国。社会主義国家で、主要生産物としては米や黍などがある。共用語はラオス語で、首都はヴィエンチャン。,名詞 other,68336
라이트,名詞,,,名詞 other,92218
라조기,名詞,,鶏肉のから揚げを唐辛子・ネギ・ニンニク・ショウガなどと共に炒めて作った中国料理。,名詞 other,52061
라테,名詞,ラテ,エスプレッソに牛乳を混ぜたコーヒー。,名詞 other,600359
란,助詞,とは。というのは	,"ある対象を取り立てて、それを話題にして説明したり強調するという意を表す助詞。
",助詞 other,85858
랍스터,名詞,ロブスター,主に西洋料理に使う大きなエビの種類。,名詞 other,600360
랑,助詞,と	,"比較の対象、または基準となる対象であるという意を表す助詞。
",助詞 other,80333
랩,名詞,ラップ,強烈で反復的なリズムに合わせて速く話すように歌うポピュラー音楽。,名詞 other,600362
러시아,名詞,ロシア,欧州の東部とシベリアに及んでいる国。世界で最も広い国で、北側には北極海、東側には太平洋と接している。共用語はロシア語で、首都はモスクワだ。,名詞 other,68341
러시아어,名詞,ロシアご【ロシア語】,主にロシア人が使う言語。,名詞 other,93456
럭비 풋볼,,ラグビー。ラグビーフットボール	,"15人がひとチームとなり、楕円形のボールを手に取ったり足で蹴りながら奪い合い、相手のゴールライン内に入れて得点を争う競技。
",other,52067
럭셔리하다,名詞,ラグジュアリーだ,品質やレベルが高く、見た目も豪華である。,名詞 other,600363
런던,名詞,ロンドン,イギリスの首都。イングランドの南東部に位置する港町である。,名詞 other,600365
레바논,名詞,"レバノン
","地中海に面している、アジアの西側にある国。主要生産物としてはタバコ、綿などがある。公用語はアラブ語、フランス語、英語、アルメニア語で、首都はベイルート。
",名詞 other,68342
레포츠,名詞,レジャースポーツ,人々が余暇を楽しみながらする運動。,名詞 other,600644
렌트카,名詞,,レンタカー,名詞 other,600667
로,助詞,に。へ	,"動きの方向を表す助詞。
",助詞 other,85761
로 인하다,品詞なし,による【に因る】,"前にくる言葉が何かの原因や理由になるという意を表す表現。
",品詞なし other,85917
로구만,語尾,,,語尾 other,92511
로까지,助詞,へまで。にまで,最善、または最悪の状況のように極端な状況に至るという意を表す助詞。,助詞 other,85919
로다가,助詞,に。へ	,"動きの方向を強調して表すのに用いる助詞。
",助詞 other,86550
로마,名詞,ローマ,イタリア中西部に位置するイタリアの首都。遺跡の多い世界的な観光都市であり、市内にはバチカン市国がある。,名詞 other,600646
로보트,名詞,,,名詞 other,92219
로부터,助詞,から。より	,"ある行動や出来事の起点、あるいはその行動や出来事の源になる対象であるという意を表す助詞。
",助詞 other,80332
로브스터,名詞,ロブスター,主に西洋料理に使う大きなエビの種類。,名詞 other,600361
로서,助詞,として	,"ある地位や身分、資格を表す助詞。
",助詞 other,70301
로써,助詞,で。から	,"ある物の材料や原料を表す助詞。
",助詞 other,80297
롤러코스터,名詞,ローラーコースター。ジェットコースター,地上より高いところに設置された一定のレールの上を速く走る乗り物。,名詞 other,600570
루마니아,名詞,"ルーマニア
","欧州のバルカン半島にある国。石油が多く出て、主要産業は農業、牧畜業、林業。主要言語はルーマニア語で、首都はブカレスト。
",名詞 other,68345
루마니아어,名詞,ルーマニアご【ルーマニア語】,主にルーマニア人が使う言語。　,名詞 other,93457
룩셈부르크,名詞,"ルクセンブルク
","欧州中部にある国。ベルギー、ドイツ、フランスの3国に囲まれている内陸の国で、主要生産物はぶどう酒、小麦、麦などがある。公用語はルクセンブルク語、フランス語、ドイツ語で、首都はルクセンブルク。
",名詞 other,68346
룸메이트,名詞,ルームメイト,寮などで同じ部屋を使う人。,名詞 other,600571
룸살롱,名詞,ルームサロン,ホステス付きの個室でお酒を飲める高級クラブ。,名詞 other,52495
르완다,名詞,"ルワンダ
","アフリカ東南部にある国。農業が発達し、主要生産物としてはコーヒー、茶などがある。公用語はキンヤルワンダ語、フランス語、英語で、首都はキガリ。
",名詞 other,68349
를,助詞,を,動作が直接的に影響を及ぼす対象を表す助詞。,助詞 other,85764
를 가지고,,をもって。でもって	,"前の言葉が道具・手段・方法・材料になるという意を表す表現。
",other,73403
