word,pos,meaning,definition,tags,target_codes
-개,接辞,,「その行為をするための簡単な道具」の意を付加し、名詞にする接尾辞。,接辞 other,92095
-거나,語尾,か。とか	,"前の言葉と後の言葉のうち、どちらかが選択されうるという意を表す「連結語尾」。 
",語尾 other,66346
-거니,語尾,だから。であるのに	,"前の事柄を認めながら、それが後の事柄の前提や条件になるという意を表す「連結語尾」で、古めかしい言い方。
",語尾 other,66489
-거니 하다,,だろうとおもう【だろうと思う】,ある事実を推測して認めるという意を表す表現。,other,66463
-거니와,語尾,だけでなく。ばかりではなく,前述の内容を認めたうえで、それと関連した他の事実もあるという意を表す「連結語尾」で、古めかしい言い方。,語尾 other,66495
-거든,語尾,れば。であるなら。たら。なら	,"「ある事が事実であれば、または事実として実現すれば」という意を表す「連結語尾」。
",語尾 other,66501
-거든요,,んですよ。んですもの。んですから,（略待上称）前の内容について話し手がそう考えた理由や原因、根拠を表す表現。,other,66503
-거들랑,語尾,れば。だったら。であったら。たら。なら	,"「ある事が事実であれば、または事実として実現すれば」という意を表す「連結語尾」。
",語尾 other,66511
-거라,語尾,なさい。しろ。せよ	 ,"(下称) 命令の意を表す「終結語尾」。
",語尾 other,66953
-건,語尾,ようと。であろうと	,"複数のうちどれが実現しようと後の内容とは関係ないという意を表す「連結語尾」。
",語尾 other,78515
-건대,語尾,すれば。すると	,"話し手が自分の考えや願いなどを述べるにあたって、予めその旨を知らせるという意を表す「連結語尾」。 
",語尾 other,78410
-건마는,語尾,ではあるが。にもかかわらず,前の事柄からして期待されていたものとは異なる結果が後にくるという意を表す「連結語尾」。,語尾 other,66935
-건만,語尾,ではあるが。にもかかわらず	,"前の事柄からして期待されていたものとは異なる結果が後にくるという意を表す「連結語尾」。
",語尾 other,66934
-걸랑,語尾,れば。だったら。であったら。たら。なら	,"「ある事が事実であれば、または事実として実現すれば」という意を表す「連結語尾」。
",語尾 other,66936
-것다,語尾,よな。だろう。であろう,"(下称)経験上、間違いないと思ったり、念を押して確かめたりする意を表す「終結語尾」で、古めかしい言い方。
",語尾 other,79269
-게,語尾,…く。…に。ように。ほど	 | だよね。よね | なさい	,"前の事柄が後の事柄の目的・結果・方法・程度などになるという意を表す「連結語尾」。
 | (略待下称) 前の事柄がそうであれば次にはこんな事柄がくると推測し、それを尋ねる意を表す「終結語尾」。 | (等称) 目下や親しい関係の人に命令する意を表す「終結語尾」。
",語尾 other,"77326,66938,66967"
-게 되다,,ようになる。ことになる	,"前の言葉の表す状態や状況になるという意を表す表現。
",other,77329
-게 마련이다,,ようになっている。ことになっている。ものだ,ある物事が起こったりある状態になって当然であるという意を表す表現。,other,77328
-게 만들다,,させる。ようにする。くする。にする	,"前の言葉の表す状態や状況をつくるという意を表す表現。
",other,77325
-게 생겼다,,ようになっている。ようになった。ことになっている。ことになった,前の言葉の表す状況におかれるという意を表す表現。,other,66973
-게 하다,,させる。ようにする,"人にある行動をさせたり物を作動させたりするという意を表す表現。
",other,66975
-게끔,語尾,ように,前の事柄が後の事柄の目的・結果・方法・程度などになるということを強調していう「連結語尾」。,語尾 other,88382
-게나,語尾,なさい	,"(等称) 親しみをこめて命令する意を表す「終結語尾」。
",語尾 other,66968
-게요,,んでしょうか。んですか,（略待上称）前の内容がそうであれば後の内容はこうだろうと推測して尋ねるという意を表す表現。,other,86170
-겠-,語尾,だろう,未来の事や推量を表す語尾。,語尾 other,90137
-경,接辞,きょう【鏡】	,"「何かを見るための器具」の意を付加する接尾辞。
",接辞 other,72354
-고,語尾,て | の。だ。のか	,"二つ以上の対等な事柄を並べ立てるのに用いる「連結語尾」。 | (略待下称) 主に誰かの話に対する返事として使用され、次にくる質問表現を省略したまま文を終わらせるのに用いる「終結語尾」。
",語尾 other,"78583,85022"
-고 계시다,,ていらっしゃる。なさっている,前の言葉の表す行動が引き続き行われるという意を表す尊敬語。,other,72221
-고 나다,品詞なし,てしまう。…おえる【…終える】	,"前の言葉の表す行動が終わったという意を表す表現。
",品詞なし other,73990
-고 들다,,ようとする	,"前の言葉の表す行動を急いで行うという意を表す表現。
",other,66955
-고 말다,,てしまう	,"前の言葉の表す事態が残念ながら起こってしまったという意を表す表現。
",other,66993
-고 보다,,てみる。ておく,前の言葉が意味する行動を先にして、その後のことは後で考えることを表す表現。,other,75165
-고 싶다,,たい	,"前の言葉の表す行動をしたいという意を表す表現。
",other,75269
-고 싶어 하다,,たがる	,"前の言葉の表す行動をしたい、またはそうなってほしいという意を表す表現。
",other,75270
-고 있다,,ている	,"前の言葉の表す行動が引き続き行われるという意を表す表現。
",other,72238
-고 해서,,こともあって	,"前の言葉の内容が後の言葉の表す行為をするいくつかの理由のうち一つに当たるという意を表す表現。
",other,77336
-고는,語尾,ては	 | ては	,"同じ事が繰り返されるという意を表す「連結語尾」。
 | 前の事柄が後の事柄の前提や条件になるという意を表す「連結語尾」。
",語尾 other,"66989,66990"
-고는 하다,品詞なし,たりする。ことがある	,"同じ状況が繰り返されるという意を表す表現。
",品詞なし other,78547
-고도,語尾,ても。てもなお,ある事実や感じをいいながら、それとは反対の特性や異なる特性があるということを続けて言うのに用いる「連結語尾」。,語尾 other,78539
-고말고,語尾,とも	,"(略待下称) 相手の話に対して肯定的な返答をするか同意を表しながらその旨を強調する意を表す「終結語尾」。
",語尾 other,66991
-고말고요,,ですとも。ますとも,"(略待上称)相手の質問に肯定的な返事をしたり相手の話に同意を表明しながらその旨を強調するのに用いる表現。
",other,66992
-고서,語尾,てから,前に述べる事柄が後に述べる事柄より先に起こったり、または、後に述べる事柄の理由や原因になったことを強調していう「連結語尾」。,語尾 other,78584
-고서는,,てから。ては,前に述べる事柄が後に述べる事柄より先に起こったり、または、後に述べる事柄の理由や原因になったことを強調していう表現。,other,78591
-고서야,品詞なし,てはじめて【て初めて】。てやっと,前の言葉の表す行動や状況があってはじめて、後にくる言葉の表す状況に至るという意を強調するのに用いる表現。,品詞なし other,78594
-고야,語尾,て,動作や行為が終わったこと、または最終段階に至ってようやく実現したことを強調していう「連結語尾」。,語尾 other,78597
-고요,,ですか。のですか	,"(略待上称)相手に尋ねるのに用いる表現。
",other,83912
-고자,語尾,ようと	,"話し手が何らかの目的や意図・希望などを持っている意を表す「連結語尾」。
",語尾 other,78612
-곤,語尾,たり	 | て。ては	,"同じ事が繰り返されるという意を表す「連結語尾」。 
 | 前にくる言葉が後にくる言葉の前提や条件になるという意を表す「連結語尾」。
",語尾 other,"89952,89954"
-곤 하다,品詞なし,たりする。ことがある	,"同じ状況が繰り返されるという意を表す表現。
",品詞なし other,78617
-구,接辞,くち・ぐち【口】。こう【溝】	,"「穴」または「すき間のある所」の意を付加する接尾辞。
",接辞 other,92115
-구나,語尾,（だ）な。（だ）ね	,"(下称) 新しく知った事実に何らかの感情をこめて述べるという意を表す「終結語尾」。
",語尾 other,73807
-구려,語尾,（だ）ね。（だ）なあ,"(中称) 新しく知った事実に感嘆する意を表す「終結語尾」。
",語尾 other,73809
-구만,語尾,,,語尾 other,85029
-구먼,語尾,（だ）ね。（だ）なあ,"(略待下称) 新しく知った事実に注目したり感嘆する意を表す「終結語尾」。
",語尾 other,73886
-구먼요,品詞なし,んですね	,"(略待上称)新しく知った事実に注目したり感嘆するという意を表す表現。
",品詞なし other,86169
-군,語尾,（だ）ね。（だ）なあ	,"(略待下称) 新しく知った事実に注目したり感嘆する意を表す「終結語尾」。
",語尾 other,73887
-군요,,んですね,（略待上称）ある事実を新しく確認したりそれに気づいて感嘆するという意を表す表現。,other,84367
가,助詞,"が
","ある状態や状況に置かれた対象、または動作の主体を表す助詞。
",助詞 other,66341
가-,品詞なし,,,品詞なし other,"78406,78407"
가까우-,品詞なし,,,品詞なし other,16762
가까워-,品詞なし,,,品詞なし other,16774
가깝-,品詞なし,,,品詞なし other,92683
가꾸-,品詞なし,,,品詞なし other,92684
가꿔-,品詞なし,,,品詞なし other,16775
가나,名詞,ガーナ,アフリカ西部にある国。主要生産物としては金、カカオなどがある。主要言語は英語で、首都はアクラ。,名詞 other,67964
가느-,品詞なし,,,品詞なし other,16776
가늘-,品詞なし,,,品詞なし other,92685
가늘어지다,動詞,,細くなる。弱まる。,動詞 other,600020
간막이,名詞,,,名詞 other,92158
간접 광고,,かんせつこうこく【間接広告】,ドラマや映画などに商品を登場させて間接的に行う広告。,other,600056
갇혀-,品詞なし,,,品詞なし other,16922
갇히-,品詞なし,,,品詞なし other,92696
갈-,品詞なし,,,品詞なし other,92686
갈라-,品詞なし,,,品詞なし other,16923
갈비찜,名詞,カルビチム。カルビのむしもの【カルビの蒸し物】,カルビ(牛や豚のあばら骨とそのまわりの肉)に色々な調味料を混ぜて煮込んだ料理。,名詞 other,14739
갈비탕,名詞,カルビタン,牛のあばら骨を骨ごとぶつ切りにして入れて長時間煮込んだスープ。,名詞 other,14871
갈아타-,品詞なし,,,品詞なし other,16925
갈음하다,動詞,かえる【代える】。だいたいする【代替する】,他のものに代えるか代替する。,動詞 other,600060
감상 평,,かんそう【感想】。レビュー,芸術作品や製品などに対する感想または評価。,other,600061
갑옷,名詞,よろい【鎧】,昔、兵士たちが槍や矢、剣などによる攻撃から身体を保護するために着ていた衣類。,名詞 other,23021
갑작스러우-,品詞なし,,,品詞なし other,17018
갑작스러워-,品詞なし,,,品詞なし other,17019
갑작스럽-,品詞なし,,,品詞なし other,92698
값싸-,品詞なし,,,品詞なし other,17020
갓,名詞,カッ,昔、成人の男性が頭にかぶった、広くて丸い冠帽。,名詞 other,23033
갓김치,名詞,カッキムチ。カラシナキムチ,からし菜の葉と茎で漬けたキムチ。,名詞 other,20699
강강수월래,名詞,,カンガンスルレ,名詞 other,600307
강강술래,名詞,カンガンスルレ,「テボルム（陰暦の１月15日）」や「チュソク（陰暦の8月15日）」の日に、多くの人が一緒に手をつないで円を描きながらぐるぐる回りながら踊ったり歌を歌う民俗遊戯。,名詞 other,600306
강고하다,形容詞,きょうこだ【強固だ】,"力強くて丈夫だ。

",形容詞 other,17499
갖바치,名詞,かわぐつや【皮靴屋】,昔、皮靴を作ることを職業としていた人。,名詞 other,22759
갖추-,品詞なし,,,品詞なし other,92700
갖춰-,品詞なし,,,品詞なし other,17023
같이,助詞,のように,"直前の語と特性が似ていることを表す助詞。
",助詞 other,22776
개,名詞,ケ,「ユンノリ（韓国の伝統遊び）」で、4本のユッのうち2本は上向きで、2本は下向きになった時の呼び名。,名詞 other,21836
개-,接辞,,"「野性の状態である」または「質の落ちている」、「似ているように見えるが違う｣意を付加する接頭辞。
",接辞 other,92110
개가,名詞,"がいか【凱歌】。かちどき
","大きな勝利や成果を収めたときに喜んで叫ぶ声。
",名詞 other,23212
개띠,名詞,いぬどし【戌年】,"戌年に生まれた人の干支。
",名詞 other,68729
개량 한복,,かいりょうハンボク【改良韓服】,日常生活においても活動しやすく実用的に繕ったハンボク。,other,600312
개마고원,名詞,ケマこうげん【蓋馬高原】,北韓の咸鏡南道(ハムギョンナムド)にある高原地帯。韓半島で最も高くて広い高原で、「韓半島の屋根」と呼ばれる。広大な森林地帯で水力発電所が数ケ所散在している。,名詞 other,68710
개막전,名詞,かいまくせん【開幕戦】,一定期間を通して行われる運動競技で最初に行われる競技。,名詞 other,601034
객주,名詞,きゃくしゅ【客主】,昔、他の地域から来た商人を相手に宿屋を運営しながら、商品を預かって販売したり買い手を紹介したりした人。また、その家。,名詞 other,22497
거-,品詞なし,,,品詞なし other,78408
거나,助詞,"たり。とか
","どれを選択しても差がない2つ以上のことを並べる時に使う助詞。
",助詞 other,66462
거두-,品詞なし,,,品詞なし other,92701
거둬-,品詞なし,,,品詞なし other,17024
거드-,品詞なし,,,品詞なし other,17025
거들-,品詞なし,,,品詞なし other,92702
걱정스러우-,品詞なし,,,品詞なし other,17034
걱정스러워-,品詞なし,,,品詞なし other,17035
걱정스럽-,品詞なし,,,品詞なし other,92705
건-,接辞,かん【乾】	,"「乾いている」または「乾かしてある」という意を付加する接頭辞。
",接辞 other,92112
건너-,品詞なし,,,品詞なし other,17036
건너가-,品詞なし,,,品詞なし other,17037
건너와-,品詞なし,,,品詞なし other,17039
건네-,品詞なし,,,品詞なし other,17040
건드려-,品詞なし,,,品詞なし other,17800
건드리-,品詞なし,,,品詞なし other,92706
걷-,品詞なし,,,品詞なし other,"92708,92709"
걸,名詞,コル,「ユンノリ（韓国の伝統遊び）」で、4本のユッを投げ、落ちたユッの状態が3本は上向き、1本は下向きになった時の呼び名。,名詞 other,25411
걸-,品詞なし,,,品詞なし other,"17817,92710"
걸려-,品詞なし,,,品詞なし other,17819
걸리-,品詞なし,,,品詞なし other,92711
걸어-,品詞なし,,,品詞なし other,17820
걸어가-,品詞なし,,,品詞なし other,17823
걸어오-,品詞なし,,,品詞なし other,92712
걸어와-,品詞なし,,,品詞なし other,17825
걸직하다,形容詞,,,形容詞 other,92160
걸쳐-,品詞なし,,,品詞なし other,17826
걸치-,品詞なし,,,品詞なし other,92713
검둥이,名詞,"こくじん【黒人】。くろんぼう【黒ん坊】
","肌の色が黒い人種。
",名詞 other,25166
겁나-,品詞なし,,,品詞なし other,17827
게,助詞,"に
","あるものの所属となる対象を表す助詞。
",助詞 other,66937
게로,助詞,"へ。に
","ある行動の影響を及ぼす対象を表す助詞。
",助詞 other,66970
게맛살,名詞,かにかま,カニに似た食感が出るように加工して作った食品。,名詞 other,26767
게서,助詞,"から
","ある行動が始まる対象であることを表す助詞。
",助詞 other,66974
게으르-,品詞なし,,,品詞なし other,92715
게을러-,品詞なし,,,品詞なし other,17828
게장,名詞,ケジャン,生のワタリガニをカンジャンまたは唐辛子の粉に漬け込んだ食べ物。,名詞 other,28447
격식적,冠形詞/名詞,かくしきてき【格式的】 | かくしきてき【格式的】,水準や品位に合った方式でできていること。 | 水準や品位に合った方式でできているさま。,冠形詞 名詞 other,"600529,600530"
견뎌-,品詞なし,,,品詞なし other,17829
견디-,品詞なし,,,品詞なし other,92716
견습,名詞,,,名詞 other,29693
견우,名詞,けんぎゅう【牽牛】。ひこぼし【彦星】,織女と牽牛の伝説に登場する男の牧童。天の川を隔てて織姫と離れているが、一年に一度だけ陰暦7月7日にカササギとカラスが作った橋を渡って落ち合うという。,名詞 other,67972
견훤,名詞,キョン・フォン【甄萱】,後百済(フべクチェ)を建てた王（867～936）。892年に後百済(フべクチェ)を建てたが、936年に高麗(コリョ)の王建(ワン・ゴン)に滅ぼされた。,名詞 other,67892
결과물,名詞,けっかぶつ【結果物】,ある仕事などを終えて成し遂げた成果。,名詞 other,600533
결부,名詞,むすびつけ【結び付け】,ある物や現象を他の物事と関連させること。,名詞 other,600535
겹쳐-,品詞なし,,,品詞なし other,17831
겹치-,品詞なし,,,品詞なし other,92717
경기도,名詞,キョンギド【京畿道】,韓国の行政区域単位である道の一。韓半島の中央部に位置してソウルと仁川（インチョン）を囲んでいる。主な都市には水原(スウォン)、果川(クァチョン)、龍仁(ヨンイン)などがある。,名詞 other,68373
경단,名詞,だんご【団子】,もち米や唐黍の粉を練って、丸く作ってゆでた後、蜂蜜をつけたり小豆、緑豆、ゴマなどの粉をつけたトク。,名詞 other,32361
경복궁,名詞,キョンボックン【景福宮】,ソウルにある朝鮮(チョソン)時代の宮殿。朝鮮(チョソン)時代の宮殿の中で最も早く建てられたもので朝鮮(チョソン)王朝の正宮である。,名詞 other,68314
경부 고속 도로,,キョンブこうそくどうろ【京釜高速道路】,ソウルと釜山を結ぶ高速道路。,other,600544
계란말이,名詞,"たまごやき【卵焼き】
",卵をかきまぜ、くるくる巻いて筒状に焼いた料理。,名詞 other,25650
계란빵,名詞,"たまごパン【卵パン】
",小麦粉に卵を入れて焼いたり蒸して作ったパン。,名詞 other,25651
계란찜,名詞,ちゃわんむし【茶碗蒸し】,卵を溶いたものにネギ、ゴマなどを入れて蒸した料理。,名詞 other,601848
계셔-,品詞なし,,,品詞なし other,17833
계수나무,名詞,かつら【桂】,葉が丸くて厚く、春に小さな花が咲く独特な香りのある木。,名詞 other,17735
계시-,品詞なし,,,品詞なし other,92718
고,助詞/名詞,"と
 | も
","前の文章が間接的に引用される文章であることを表す助詞。
 | 2つ以上の物事を同じ資格でつなぎ、これらが同じく選択されたことを表す助詞。
",助詞 名詞 other,"92161,66985,66986"
고객층,名詞,こきゃくそう【顧客層】,商品を買ったりサービスを利用する人々の中で、年齢、地位、職業、経済的水準などが似ている階層。,名詞 other,600012
고구려,名詞,コグリョ・こうくり【高句麗・高勾麗】,古代朝鮮の三国の一つ。紀元前37年に高朱蒙(コ・チュモン)が建国し、中国の遼東まで領土を広げながら栄えた。668年に新羅(シンラ)と唐の連合軍によって滅ぼされた。,名詞 other,67921
고기만두,名詞,にくぎょうざ【肉餃子】,ひき肉と薬味で具を詰めて作った餃子。,名詞 other,600013
고깃국,名詞,にくのスープ【肉のスープ】,肉を入れて作ったスープや汁物。,名詞 other,28089
곡우,名詞,"こくう【穀雨】
","田植えをする時に必要な雨が降るという日で、二十四節気の一。4月20日ごろ。この頃に雨が降ると、穀物がよく育って豊作になると言われる。
",名詞 other,68929
곤색,名詞,,,名詞 other,64488
곤장,名詞,コンジャン【棍杖】,昔、罪を犯した人の尻や大腿部を打つのに使われた木製の平たい道具。,名詞 other,27678
곤지,名詞,コンジ,伝統婚礼の時、花嫁が額に付ける赤い丸印。,名詞 other,27682
골라-,品詞なし,,,品詞なし other,17854
곰국,名詞,コムクク,牛の胸部の肉や骨、内臓などを入れてよく煮込んだスープ。,名詞 other,27888
곰탕,名詞,コムタン,牛の肉や骨を長時間じっくり煮込んだスープ料理。,名詞 other,27905
곱-,品詞なし,,,品詞なし other,"92725,92724,92726"
곱배기,名詞,,,名詞 other,92163
곱창전골,名詞,コプチャンのよせなべ【コプチャンの寄せ鍋】,もつ（ホルモン）や野菜などを鍋に入れて薬味で味付けをした後、だしを入れて煮立てた鍋料理。,名詞 other,18653
공공 기업,,こうきょうきぎょう【公共企業】。こうえいきぎょう【公営企業】,国や地方公共団体が社会一般の人々の利益のために経営する企業。,other,600043
공공재,名詞,こうきょうざい【公共財】,社会の多数の人が共同で使用する物や施設。,名詞 other,600044
공기놀이,名詞,いしなご【石子】。いしなげ【石投げ】,小さい石を五つまき、一定のルールに従って拾ったり取ったりする遊び。,名詞 other,22638
공기놀이하다,動詞,いしなごする【石子する】。いしなげする【石投げする】 ,"小さい石を五つまき、一定のルールに従って拾ったり取ったりして遊ぶ。
",動詞 other,22634
공깃돌,名詞,いしなごあそびのいし【石子遊びの石】,石子遊びに使う、ドングリ大の小さくて丸い石。,名詞 other,22668
공깃밥,名詞,ライス。ごはん【ご飯】,底が狭く上に行くほど広がる器に盛ったご飯。,名詞 other,600046
과,助詞,"と
","比較の対象、または基準となる対象であることを表す助詞。
",助詞 other,78624
과-,接辞,か【過】。かじょう【過剰】	,"「過度な」という意を付加する接頭辞。
",接辞 other,72365
과거 제도,,かきょせいど【科挙制度】,高麗(コリョ)時代と朝鮮(チョソン)時代に実施された、官吏を選ぶための国家試験。,other,600049
과거제,名詞,かきょせい【科挙制】,高麗(コリョ)時代と朝鮮(チョソン)時代に試験を行って官吏を選んだ制度。,名詞 other,25227
곽,名詞,,,名詞 other,21807
관,名詞,かん・かんむり【冠】,昔、王族や貴族、官僚らが頭にかぶっていた帽子のような装飾。,名詞 other,21738
관가,名詞,かんか・かんけ【官家】。かんちょう【官庁】,昔、国家事務を取り扱っていた官庁。,名詞 other,22039
관군,名詞,かんぐん【官軍】,昔、国の軍隊または軍事。,名詞 other,22433
관등놀이,名詞,かんとうあそび【観灯遊び】,釈迦の誕生日に提灯に明かりを灯して遊ぶ民俗遊び。,名詞 other,23697
관등회,名詞,かんとうかい【観灯会】,釈迦の誕生日を記念する行事のための集まり。,名詞 other,23730
관례,名詞,かんれい【冠礼】,昔、子どもが成人することを記念する式。,名詞 other,30321
관리자,名詞,かんりしゃ【管理者】,責任を持って施設などを取り扱う人。,名詞 other,600052
광복군,名詞,こうふくぐん【光復軍】,日本帝国による強制占領期に、独立のために韓国人が中国で組織した軍隊。,名詞 other,30967
광복절,名詞,クァンボクチョル【光復節】,日本の植民地支配から解放されたことを記念する韓国の国民の祝日。8月15日。,名詞 other,67918
광주,名詞,クァンジュ【光州】,韓国の全羅南道(チョルラナムド)の中央部に位置する広域市。湖南(ホナム)地方最大の都市で、サービス産業が中心となり、機械と金属工業も発達している。,名詞 other,68891
광화문,名詞,クァンファムン【光化門】,ソウルの景福宮(キョンボックン)の南側の正門。,名詞 other,68335
괘,名詞,け【卦】,東洋哲学で、陰と陽を象徴する綱を相応しく並べて作った64の文字。 ,名詞 other,30828
괴나리봇짐,名詞,クェナリボッジム,昔、風呂敷に包んで肩に担ぐ小さい荷物。,名詞 other,30843
괴로우-,品詞なし,,,品詞なし other,17859
괴로워-,品詞なし,,,品詞なし other,17861
괴롭-,品詞なし,,,品詞なし other,92728
괴롭혀-,品詞なし,,,品詞なし other,17862
괴롭히-,品詞なし,,,品詞なし other,92730
괴뢰군,名詞,かいらいぐん【傀儡軍】,操り人形のように、他人の言いなりになって動く軍隊。,名詞 other,30852
괴퍅하다,形容詞,,,形容詞 other,92164
구급상자,名詞,きゅうきゅうばこ【救急箱】,救急の薬や簡単な医療道具を入れておく箱。,名詞 other,600683
구도심,名詞,きゅうとしん【旧都心】,都市の旧中心部。,名詞 other,600685
구들,名詞,クドゥル,火を入れると、床全体が温まる韓国伝統の暖房装置。,名詞 other,36991
구들목,名詞,クドゥルモク,火を入れるかまどの近い方にあって、床の最も温かい部分。,名詞 other,36992
구들장,名詞,クドゥルジャン,オンドル石：部屋の床の薄くて広い石。,名詞 other,36993
국가 무형유산 보유자,,じゅうようむけいぶんかざいほじしゃ【重要無形文化財保持者】,芸能、工芸技術、武術など無形の文化的資産を原型どおり正確に保存していると国が認めた人。,other,602028
국가대표,名詞,だいひょう【代表】。だいひょうチーム【代表チーム】。ナショナルチーム	,"主にスポーツ分野において、国家を公式に代表する選手やチーム。
",名詞 other,83294
국가별,名詞,くにべつ【国別】,国によるそれぞれの区別。,名詞 other,600690
국가유산,名詞,こっかいさん【国家遺産】,人為的または自然的に形成された文化的産物として保存・継承する価値が大きい遺産。文化遺産、無形遺産などがある。,名詞 other,602025
국내 총생산,,こくないそうせいさん【国内総生産】,国民総生産から、海外からの全体所得から費用を差し引いて残った所得を除いた指標。,other,89063
국민차,名詞,こくみんのくるま【国民の車】,経済的に手軽に購入できるような、軽くて小さく作った自動車。,名詞 other,37723
국밥,名詞,クッパ,熱いスープにご飯を入れた料理や、スープにご飯を入れて煮た料理。,名詞 other,36739
군만두,名詞,やきぎょうざ【焼き餃子】,油で焼いたギョウザ。,名詞 other,35566
굴러-,品詞なし,,,品詞なし other,17867
굽-,品詞なし,,,品詞なし other,"92732,92733"
굽혀-,品詞なし,,,品詞なし other,17870
굽히-,品詞なし,,,品詞なし other,92734
궁녀,名詞,きゅうじょ・みやおみな【宮女】,昔、宮中で王やその家族に仕える侍女。,名詞 other,34878
궁시렁거리다,動詞,,,動詞 other,34860
궁예,名詞,クン・イェ【弓裔】,後高句麗(フゴグリョ)を建国した王(？～918)。901年に後高句麗(フゴグリョ)を建てたが、その後、王建(ワン・ゴン)によって王位から退けられた。,名詞 other,67893
귀뜸,名詞,,,名詞 other,92166
귀밝이술,名詞,,旧暦の1月15日の「テボルム」の日に飲むお酒。 この酒を飲むと耳が明るくなり、一年間良い知らせを聞くことになるという。,名詞 other,600791
귀양,名詞,るはい【流配】。はいりゅう【配流】,昔、罪人を遠い田舎や島などへ送って、一定期間の間、限られた地域だけで暮すようにした刑罰。,名詞 other,38312
귀양살이,名詞,るけいせいかつ【流刑生活】。はいるせいかつ【配流生活】,昔、流刑に処されて一定地域に送られ、限られた生活をすること。,名詞 other,38314
귀양살이하다,動詞,はいるされる【配流される】,昔、流刑に処されて一定地域に送られ、限られた生活をする。,動詞 other,89430
귀양지,名詞,るしょ【流所】,昔、罪を犯した人の流刑場所。,名詞 other,38315
귀여우-,品詞なし,,,品詞なし other,17871
귀여워-,品詞なし,,,品詞なし other,17873
귀염성스럽다,形容詞,かわいらしい【可愛らしい】 ,"見た目が可愛くて、いとおしいところがある。

",形容詞 other,38322
귀엽-,品詞なし,,,品詞なし other,92736
규장각,名詞,キュジャンガク【奎章閣】,朝鮮(チョソン)時代に設立された王室の図書館。歴代王の御筆や御製などを保管していた所で、国家レベルで図書を収集、編纂、印刷した。1894年の甲午改革の時に廃止された。,名詞 other,68829
그-,品詞なし,,,品詞なし other,17874
그건,品詞なし,それは。そりゃ。あれは。ありゃ,｢그것은｣の縮約形。,品詞なし other,600694
그걸,品詞なし,それを。あれを,「그것을」の略語。,品詞なし other,600695
그래,助詞,,話し手が聞き手に対して自分が言った内容を親しみをこめて表現する時に用いる助詞。,助詞 other,83913
그래-,品詞なし,,,品詞なし other,"17876,92740"
그래야,品詞なし,そうしてこそ,「그리하여야」の縮まった言葉。,品詞なし other,601945
그러-,品詞なし,,,品詞なし other,"17877,92739"
글로벌,名詞,グローバル,全世界的なこと。,名詞 other,600705
금강,名詞,クムガン【錦江】,全羅北道(チョルラブクド)から始まり、全羅北道(チョルラブクド)の東部地域と忠清北道(チュンチョンブクド)の南東地域を通って黄海(ファンへ)に注ぐ河川。中流と下流に平野が発達していて過去、百済(ペクチェ)文化の中心地となった。,名詞 other,68726
금강산,名詞,クムガンサン【金剛山】,江原道（カンウォンド）の北側にある山。奇異な形の岩が多く、四季の景色がとても美しい。,名詞 other,68692
금융사,名詞,きんゆうがいしゃ【金融会社】,銀行、証券会社など金融関連の業務を取り扱う会社。,名詞 other,600706
급살,名詞,"とつぜんのやくさい【突然の厄災】
","にわかに襲ってくる災難。
",名詞 other,41297
긋-,品詞なし,,,品詞なし other,92747
기-,品詞なし,,,品詞なし other,"17911,92756"
기간제,名詞,きかんせい【期間制】,定められた一定期間のみ適用される制度。,名詞 other,600707
기관별,名詞,きかんべつ【機関別】,機関によって分けた区別。,名詞 other,600708
기녀,名詞,キーニョ【妓女】,芸妓：昔、宴会や酒席で、お客にお酒を注ぎ、歌と踊りでその場を盛り上げることを業としていた女性。,名詞 other,37820
길-,品詞なし,,,品詞なし other,"92755,92757"
길거리 음식,,ストリートフード,路上で簡単に食べられるように販売する食べ物。,other,600325
길고양이,名詞,のらねこ【野良猫】,道端で飼い主なしで暮らす猫。,名詞 other,600326
길다랗다,形容詞,,,形容詞 other,43884
길러-,品詞なし,,,品詞なし other,18039
길쌈,名詞,はたおり【機織】,家で女性が機(はた)で布を織ること。,名詞 other,26363
길쌈놀이,名詞,キルサムノリ,糸で布を織る機織を真似て踊る伝統踊り。,名詞 other,45106
길죽하다,形容詞,,,形容詞 other,45111
김밥,名詞,のりまき【海苔巻き】,ご飯と様々なおかずをのりで巻いて切って食べる食べ物。,名詞 other,58106
김장,名詞,キムジャン,冬の間食べるキムチを、晩秋に一度に多く漬けること。また、そう漬けたキムチ。,名詞 other,45128
김치만두,名詞,キムチぎょうざ【キムチ餃子】,キムチを入れて作った餃子。,名詞 other,600327
김치볶음,名詞,キムチいため【キムチ炒め】,キムチを食用油で炒めた料理。,名詞 other,26396
김치볶음밥,名詞,キムチチャーハン【キムチ炒飯】,ご飯にキムチや肉、野菜などを細かく切ったものを入れて炒めた料理。,名詞 other,89886
김치전,名詞,キムチジョン。キムチのチヂミ,小麦粉と水を混ぜたものにキムチを入れて焼いたもの。,名詞 other,83295
김치찌개,名詞,キムチチゲ,キムチを入れて作ったチゲ料理。,名詞 other,32543
김포 공항,,キムポくうこう【金浦空港】	,"ソウルにある国際空港。主に日本や中国を往来する航空便および国内線の航空便が運航される。
",other,68276
깊어지다,動詞,ふかまる【深まる】。ふかくなる【深くなる】,上から底まであるいは外から内までの距離が長くなる。,動詞 other,600328
까-,品詞なし,,,品詞なし other,"18044,18050"
