word,pos,meaning,definition,target_code
보듬다,동사,いだく【抱く】。だく【抱く】,"胸に当たるようにしっかりと抱える。
",58784
보디 워시,,ボディウォッシュ。ボディソープ,体を洗うときに使用する液体状の石鹸。,602001
보따리,명사,つつみ・くるみ【包み】,ふろしきで何か物をくるんだもの。,58786
보따리장수,명사,"ぎょうしょう【行商】。にないうり【担い売り】。ふりうり【振り売り】
","決まった店がなく、歩き回りながら商売をする人。
",58332
보람차다,형용사,かいがある【甲裴がある】,"何かをした後、いい結果を得て満足したり自負心を持ったりするほどの価値がある。
",58664
보료,명사,ポリョ,綿や毛などの詰め物を分厚く入れて布で表をきれいに包み、座るところに常に敷いておく布団。,58659
보루,명사,"ほうるい・ほるい【堡塁】。ほうさい【堡塞】。とりで【砦】
","敵の侵入を防ぐため、石やコンクリートなどで丈夫に積み上げたもの。
",58727
보루,의존 명사,,"タバコ10箱セットを一つに数える単位。
",58724
보류,명사,ほりゅう【保留】,ある事をすぐ行わず、先延ばしにすること。,58540
보류되다,동사,ほりゅうされる【保留される】,"ある事がすぐ行われず、先延ばしになる。
",58369
보류하다,동사,ほりゅうする【保留する】,"ある事をすぐ行わず、先延ばしにする。 
",58371
보릿자루,명사,,麦を入れる長くて大きい袋。,58326
보모,명사,ほぼ【保母】,保育園や託児所などで子供の保育にあたる女子職員。,58393
보물단지,명사,"たからばこ【宝箱】
","宝物を入れておく箱。
",58530
보배,명사,たから【宝】,とても大事で貴重なもの。また、その人。,58536
보배롭다,형용사,ちょうほうだ【重宝だ】。きちょうだ【貴重だ】	,"とても貴重な物として大切に思う。
",58539
보병,명사,ほへい【歩兵】,歩いて移動しながら銃などで敵を攻撃する、陸軍で中心になる軍人。,58555
보복,명사,ほうふく【報復】。しかえし【仕返し】,損害を被ったことに対する復讐で、相手にもそれだけの損害を与えること。,58553
보복하다,동사,ほうふくする【報復する】。しかえしする【仕返しする】,損害を被ったことに対する復讐で、相手にもそれだけの損害を与える。,58665
보살,명사,ぼさつ【菩薩】,仏教で、上へは釈迦に従い、下へは衆生を救う、釈迦の次の位の聖人。,58654
보상,명사,ほしょう【補償】,"発生した損失や損害を埋め合わせること。
",14510
보상금,명사,ほうしょうきん【報償金】,ある事や労力に対して、またはお礼として与える金銭。,58658
보상금,명사,ほしょうきん【補償金】,損失や損害の補償にあてる金銭。,58663
보상되다,동사,ほしょうされる【補償される】。つぐなわれる【償われる】,"発生した損失や損害が埋め合わせられる。
",59195
보상액,명사,ほうしょうがく【報償額】,借金を返したり損害を補うのにかかる金額。,59241
보상하다,동사,ほしょうする【補償する】。つぐなう【償う】,"発生した損失や損害を埋め合わせる。
",59243
보색,명사,ほしょく【補色】。よしょく【余色】。はんたいしょく【反対色】,2つの色が混ざり白色や黒色になるとき、一方の色を他方の色に対していう語。,59245
보석,명사,ほしゃく【保釈】,被告人に保証金を納付させたり、保証する人を立たせて、裁判の前までに釈放すること。,59247
보석금,명사,ほしゃくきん【保釈金】,被告人を拘置所にいれずに釈放するときに納付させる金。,59258
보석상,명사,"ほうせきしょう【宝石商】
","宝石を売り買いする商売。また、その事を業とする人。
",59259
보선,명사,,「補欠選挙」の略。,59260
보송보송,부사,さらさら,"よく乾いて水気がなく柔らかいさま。
",59261
보송보송하다,형용사,さらさらする,"よく乾いて水気がなく柔らかい。
",59262
보수,명사,ほしゅ【保守】,新しいことや変化を積極的に受け入れるより、伝統的な制度や方法をそのまま守ろうとすること。,14511
보수,명사,ほしゅう【補修】,建物や施設の古くなったり、壊れたりした部分をつくろうこと。,14512
보수 공사,,"ほしゅうこうじ【補修工事】
",建物や施設の古びて壊れた所を修繕する工事。,59263
보수성,명사,ほしゅせい【保守性】,新しいことや変化に反対し、伝統的なことに従ってそれを守ろうとする性向。,59264
보수적,명사,ほしゅてき【保守的】,新しいことや変化を積極的に受け入れるより、伝統的な制度や方法をそのまま守ろうとすること。,14514
보수적,관형사,ほしゅてき【保守的】,新しいことや変化を積極的に受け入れるより、伝統的な制度や方法をそのまま守ろうとするさま。,14513
보수파,명사,ほしゅは【保守派】,保守主義を主張したり支持する人の集団。,59267
보수하다,동사,ほしゅうする【補修する】,"建物や施設の古くなったり、壊れたりした部分をつくろう。
",59268
보슬보슬,부사,さらさら,"水気の少ない物がよく固まらず、粉々になりやすいさま。
",59270
보슬보슬,부사,しとしと。さらさら	,"雨や雪が少しずつ細くて静かに降る様子。
",59271
보슬보슬하다,형용사,さらさらする,"水気の少ない物がよく固まらず、粉々になりやすい状態である。
",59272
보슬비,명사,こさめ【小雨】。きりさめ【霧雨】,風の無い日に降る細かい雨。,59274
보시기,명사,"こばち【小鉢】
","キムチやカクトゥギなどを盛る、高さが低くて小形のおかずを入れる器。
",59275
보신,명사,ほしん【保身】,自分の身体や安全を守ること。,59276
보신,명사,,体に良い薬や食べ物などを食べて、体の栄養の補充をすること。,59277
보아주다,동사,みのがす【見逃す】。みすごす【見過ごす】。おおめにみる【大目に見る】,"人の立場を理解したり、過ちを問題にしないでそのままにしておいたりする。
",59294
보안경,명사,ほごメガネ【保護メガネ】。ゴーグル,目を保護するためにかけるメガネ。,59295
보안관,명사,ほあんかん【保安官】。シェリフ,主に米国の最も小さい行政区域で、その地域の安全と秩序を受け持つ地方の官吏。,59296
보안등,명사,ほあんとう【保安灯】,暗くて犯罪や事故が発生する危険がある場所に、安全のために設置する灯。,59302
보안 장치,,ほあんそうち【保安装置】	,"機械やシステムなどを使うときに生じかねない各種の危険を防ぐ目的で取り付ける装置。 
",59304
보약,명사,おぎないぐすり・ほやく【補薬】,体の気運を高め、元気になるように助ける薬。,59306
보양,명사,"ほよう【保養】
","きちんと保護して育てること。
",59308
보얗다,형용사,かすんでいる【霞んでいる】	,"霞がかかったようにぼんやりして、白っぽく見える。
",59416
보어,명사,ほご【補語】,主語と述語だけでは意味が完全でないとき、補って文の意味を完全にする文の成分。,59420
보온,명사,ほおん【保温】,温かい温度を一定に保つこと。,59433
보온밥통,명사,ほおんがま【保温釜】,飯を入れておくと、温かく保てる釜。,59435
보온하다,동사,ほおんする【保温する】,"温かい温度を一定に保つ。 
",59442
보우하다,동사,,"保護して支える。
",59460
보위,명사,ほえい【保衛】,攻撃を防いで、守って保護すること。,59462
보위하다,동사,ほえいする【保衛する】 ,"攻撃を防いで、守って保護する。 
",59464
보유,명사,ほゆう【保有】,持っていたり、保つこと。,59465
보유고,명사,ほゆうだか【保有高】,持っていたり、保っているものの数量。,59470
보유되다,동사,ほゆうされる【保有される】,"持っていたり、保っていたりするようになる。
",59471
보유량,명사,ほゆうりょう【保有量】,持っていたり、保っている量。,59473
보유자,명사,ほゆうしゃ【保有者】,あるものを持っていたり、保っている人。,59477
보유하다,동사,ほゆうする【保有する】,"持っていたり、保っていたりする。 
",59498
봐주다,동사,みのがす【見逃す】。みすごす【見過ごす】。おおめにみる【大目に見る】,"人の立場を理解したり、過ちを問題にしないでそのままにしておいたりする。
",59952
뵈다,동사,みえる【見える】,"目で対象の存在や見かけが分かるようになる。
",65573
뵈다,동사,みせる【見せる】,"目で対象の存在や見かけが分かるようにする。
",59958
부-,접사,ふく【副】	,"「その職業や職責につぐ」という意を付加する接頭辞。
",70376
부가,명사,ふか【付加】,主なものに付け足すこと。また、既にあるものに別のものを添えること。,59749
부가 가치,,ふかかち【付加価値】	,"生産過程を経ながら新しく付け加えられた商品の価値。
",59748
부가되다,동사,ふかされる【付加される】。つけくわえられる【付け加えられる】,"主なものに付け足されたり、既にあるものに別のものが添えられたりする。 
",59750
부가세,명사,ふかぜい【付加税】。ふかかちぜい【付加価値税】,他税に加えて課される税金。,601602
부가하다,동사,ふかする【付加する】。つけくわえる【付け加える】,"主なものに付け足したり、既にあるものに別のものを添えたりする。 
",59754
부각,명사,うきぼり【浮き彫り】,ある特徴を引き立たせること。,59963
부각되다,동사,めだつ【目立つ】。うきぼりになる【浮き彫りになる】,"ある特徴が引き立つようになる。 
",59961
부각하다,동사,めだたせる【目立たせる】。うきぼりにする【浮き彫りにする】,"ある特徴を引き立たせる。 
",60075
부강,명사,ふきょう【富強】,国の財政が豊かで、軍事力が強いこと。,59399
부강하다,형용사,ふきょうだ【富強だ】	,"国家が経済的に豊かで軍事力が強い。
",64363
부검,명사,ぼうけん【剖検】,死んだ原因を究明するため、遺体を解剖して調べること。,59397
부검하다,동사,ぼうけんする【剖検する】 ,"死んだ原因を究明するため、遺体を解剖して調べる。 
",59398
부결,명사,ひけつ【否決】,会議で話し合った案件に反対して受け入れないことにすること。また、その決定。,59394
부결되다,동사,ひけつされる【否決される】 ,"会議で話し合った案件が反対されて受け入れられなくなる。
",59395
부결하다,동사,ひけつする【否決する】 ,"会議で話し合った案件に反対して受け入れないことにする。 
",59396
부계,명사,ふけい【父系】,血縁関係で父方の系統。,59385
부고,명사,,「付属高等学校」の略。,91183
부고,명사,ふこく【訃告】。ふほう【訃報】,人の死や葬式を知らせること。,59389
부과,명사,ふか【賦課】,"税金や罰金などを決めて払わせること。
",59386
부과금,명사,ふかきん【賦課金】,金額をつけて、税金や罰金などで負担させる金。,59387
부과되다,동사,ふかされる【賦課される】。かされる【課される】,"税金や罰金などが決められて払うようになる。
",59388
부과하다,동사,ふかする【賦課する】。かする【課する】,"税金や罰金などを決めて払わせる。
",60107
부관,명사,ふくかん【副官】,軍隊で副隊長や指揮官の下で、命令の随行や各種行政業務を担当する将校。,60108
부교수,명사,ふくきょうじゅ【副教授】,大学教授の職位の一つで、正教授の下、助教授の上の職位。,60109
부국,명사,ふこく【富国】,国を豊かにすること。また、その国。,60111
부국강병,명사,ふこくきょうへい【富国強兵】,国を豊かにし、軍隊を強くすること。,60112
부군,명사,ふくん【夫君】,人の夫を敬っていう語。,60113
부귀,명사,ふうき【富貴】,財産が多くて、地位が高いこと。,60114
부귀영화,명사,ふうきえいが【富貴栄華】。えいようえいが【栄耀栄華】,財産が多くて地位が高く、名誉があって、それを思う存分享受すること。,60115
부귀하다,형용사,ふうきだ【富貴だ】,"財産が多くて地位が高い。
",91835
부근,명사,ふきん【付近】。ちかく【近く】,ある場所を中心にそこから近いところ。,60116
부글거리다,동사,ぐらぐらわきたつ【ぐらぐら沸き立つ】,多量の液体が盛んに沸き立つ。,60117
부글대다,동사,ぐらぐらわきたつ【ぐらぐら沸き立つ】,多量の液体が盛んに沸き立つ。,91508
부글부글,부사,ぐつぐつ。ぶくぶく。ぐらぐら。ふつふつ,多量の液体がうるさく沸騰し続ける音。また、その様子。,60118
부글부글하다,동사,ぐらぐらわきたつ【ぐらぐら沸き立つ】,多量の液体が盛んに沸き立つ。,91509
부금,명사,かけきん【掛け金】,借金を返済したり貯蓄するために、一定期間払う金。,60119
부녀간,명사,,父と娘の間。,84996
부녀자,명사,ふじょし【婦女子】,結婚した女性。また、年を取った女性。,60129
부녀회,명사,ふじんかい【婦人会】,村や地域社会などで、女性が親睦を深め、村や団体の事に共同で対処するために組織した団体。,60130
부농,명사,ふのう【富農】,耕作地をたくさん保有しながら大規模な農業を営み、収入が多くて生活に不自由のない農家や農民。,60131
부닥뜨리다,동사,ぶつかる。つきあたる【突き当たる】,"人や物と衝突するくらいに当たる。
",60132
부닥치다,동사,ぶつかる。つきあたる【突き当たる】,"勢いよく当たる。
",60133
부단하다,형용사,ふだんだ【不断だ】。たえまない【絶え間ない】,"途絶えることなく続く。
",60134
부단히,부사,ふだんに【不断に】。たえまなく【絶え間なく】,"途絶えることなく。
",60135
부담감,명사,ふたんかん【負担感】,義務・責任・仕事などに対して感じる重い気持ち。,60136
부담금,명사,ふたんきん【負担金】,"ある事に対し責任をもって出すべき金銭。
",60137
부담액,명사,ふたんがく【負担額】,"ある事に対し出すべき金額。

",60140
부당,명사,ふとう【不当】,"道理に合わず、正当でないこと。
",60141
부당성,명사,ふとうせい【不当性】,道理に合わなくて正当でないと思われる性質。,60142
부당하다,형용사,ふとうだ【不当だ】,"道理に合わず、正当でない。

",60143
부당히,부사,ふとうに【不当に】	,"道理に合わず正当でなく。
",60144
부대,명사,ふたい【付帯】,主な物事に付け加えること。,60145
부대,명사,ふくろ【袋・嚢】,紙・皮・布などで中にものを入れるように作った大きな袋。,60146
부대끼다,동사,もまれる【揉まれる】,"人や仕事に悩まされて苦しむ。
",60147
부대설비,명사,ふたいせつび【付帯設備】,"ビルなどで電気、通信、暖房装置など補助的に備え付けられている設備。

",60148
부대시설,명사,ふたいしせつ【付帯施設】,基本になる建物に付随している施設。,60149
부대장,명사,ぶたいちょう【部隊長】,"軍隊で一つの部隊を指揮・管理する最高責任者。
",60150
부덕,명사,ふとく【不徳】,"徳が備わっていないこと。徳の足りないこと。
",60152
부덕하다,형용사,ふとくだ【不徳だ】	,"徳がないか、足りない。
",60153
부도,명사,ふわたり【不渡り】,"手形や小切手に記載された金額の支払いを期限内に受けることができないこと。

",60154
부도,명사,ふず【付図】,"書物に添えられた図や地図。
",60155
부도나다,동사,ふわたりをだす【不渡りを出す】。ふわたりとなる【不渡りとなる】,"手形や小切手に記載された金額の支払いを期限内に受けることができない。 
",60156
부도덕,명사,ふどうとく【不道徳】,道徳に合わないか、道徳的でないこと。,59165
부도덕성,명사,ふどうとくせい【不道徳性】,道徳に合わないか、道徳的でない性質。,59227
부도덕하다,형용사,ふどうとくだ【不道徳だ】。ふとくだ【不徳だ】	,"道理に反していたり、道徳的でない。
",59228
부도 수표,,ふわたりこぎって【不渡小切手】 	,"発行人の財政上の問題のため、支払銀行によって支払いを拒絶された小切手。
",59229
부동,명사,"ふどう【不動】
","物・体・地位などが変わらない。
",59233
부동자세,명사,ふどうしせい【不動姿勢】,動かずにまっすぐ立っている姿勢。,59235
부동표,명사,ふどうひょう【不動票】,選挙のとき、投票する政党や候補者をはっきり決めていない人の票。,59236
부두,명사,ふとう【埠頭】。はとば【波止場】,船を横付けにして乗客の乗降や荷物の積み下ろしができる施設を整えておいたところ。,59237
부둣가,명사,,埠頭の近く。,59238
부둥켜안다,동사,だきしめる【抱き締める】,"力を込めてしっかりと抱く。
",59239
부득부득,부사,つよく【強く】。しつこく。やいやい	,"自分の考えを押し通そうと意地を張り、しきりにだだをこねてせがむ様子。
",59373
부득부득,부사,ごしごし。きゅっきゅっ	,"固くて滑らかなものを続けてこすったりすり合わせる音。また、その様子。
",59374
부득불,부사,やむなく【止む無く】。やむをえず【やむを得ず】	,"気は進まないが、そうせざるを得ないため仕方がなく。
",59375
부득이,부사,やむをえず【止むを得ず】。しかたなく【仕方なく】,"気が向かないが、他に方法がなく。
",59376
부득이하다,형용사,やむをえない【止むを得ない】。しかたがない【仕方がない】,"気が向かないが、他に方法がない。
",59377
부들거리다,동사,ぶるぶるする。がたがたする。わなわなする,"寒さや恐れ、怒りなどのために、体が大きく震える。また、体を大きく震わせる。
",59378
부들대다,동사,ぶるぶるする。がたがたする。わなわなする,"寒さや恐れ、怒りなどのために、体が大きく震える。また、体を大きく震わせる。
",59379
부들부들,부사,ぶるぶる。がたがた。わなわな,"寒さや恐れ、怒りなどのために、体が大きく震えるさま。
",59380
부들부들,부사,すべすべ【滑滑】,"肌に触れる感触が非常に滑らかなさま。
",59381
부들부들하다,동사,ぶるぶるする。がたがたする。わなわなする,"寒さや恐れ、怒りなどのために、体が大きく震える。また、体を大きく震わせる。
",89156
부들부들하다,형용사,すべすべだ【滑滑だ】,"肌に触れる感触が非常に滑らかだ。
",89157
부듯하다,형용사,いっぱいだ【一杯だ】	,"ぎっしり詰まって膨らんでいる。
",59382
부등식,명사,ふとうしき【不等式】,数学で、左と右の値が著しくないことを表す式。,59383
부등호,명사,ふとうごう【不等号】,2つ以上の数・式のどちらがさらに大きいかを表す記号。,59384
부디,부사,どうか。どうぞ。ぜひとも。なにとぞ。くれぐれも	,"切実に願って。または、なるべく。
",59429
부딪다,동사,ぶつかる。つきあたる【突き当たる】,"非常に強く当たる。また、当たらせる。
",59430
부라리다,동사,いからす【怒らす】,"目を大きく見開いて、ぎょろぎょろする。
",59500
부락,명사,ぶらく【部落】。むら【村】,主に田舎で、数軒の民家が集まって暮らす地域。,59501
부락민,명사,ぶらくみん【部落民】,部落で住む人。,59502
부랑아,명사,ふろうじ【浮浪児】,一定の住居と保護者がなく、彷徨い暮らす子ども。,59503
부랑자,명사,ふろうしゃ【浮浪者】,一定の住居と仕事を持たずに彷徨い歩く者。,59504
부랑하다,동사,ふろうする【浮浪する】,"一定の住居と仕事を持たずに彷徨い歩く。 
",59505
부랴부랴,부사,あたふた。そうそうに【早々に】。あわてて【慌てて】。おおいそぎで【大急ぎで】	,"とても急いで。
",59506
부러,부사,わざと。こいに【故意に】	,"知っていながらもそれを隠したり、ある行為をする本来の意図を隠して。
",92028
부러뜨리다,동사,おる【折る】。へしおる【圧し折る】,"堅い物を曲げて切り離す。
",59507
부력,명사,ふりょく【浮力】,液体や気体の中にある物体を上へ引き上げるようにする力。,59632
부록,명사,"ふろく【付録】
","本文の後に、参考資料として添付する内容。
",59634
브라우저,명사,ブラウザ。ウェブブラウザ,インターネットを検索する際に文書や映像、音声などの情報を得るために使用するプログラム。,601685
브랜드,명사,ブランド,商品の名。商標。,25659
브러시,명사,ブラシ,垢やホコリを掃いて落としたり、糊などを塗る時に使う道具。,601687
브레이크,명사,"ブレーキ
","車両や機械装置の運転を止めたり遅らせたりするための装置。
",61051
브로커,명사,ブローカー,他人の依頼でその人に代わって商行為をし、これに対する手数料を受け取る人。,601689
브리핑,명사,ブリーフィング,要点をまとめた簡単な報告や説明。また、その報告・説明を行うための文書・会合。,90511
비,명사,ほうき【箒】　,ちりやゴミをはく掃除道具。,91513
비,명사,"ひ【比】
","全体をなす、部分間の比率関係。
",91514
비,명사,"ひ・いしぶみ【碑】。せきひ【石碑】
","歴史的な事件を記念するため、文字を刻んだ石。
",25660
비감스럽다,형용사,かなしい【悲しい】,"悲しく感じる。
",61055
비겁하다,형용사,ひきょうだ【卑怯だ】	,"行動が堂々とせず勇敢でない。
",61056
비격식체,명사,ひかくしきたい【非格式体】,韓国語において、会話をする相手に優しい印象を与える相対敬語法の一つ。,601277
비견하다,동사,かたをならべる【肩を並べる】。ひってきする【匹敵する】,互いに同等な位置で比較する。または比較される。,61057
비공식적,명사,ひこうしきてき【非公式的】,国や社会が認めない個人的なもの。,601278
비공식적,관형사,ひこうしきてき【非公式的】,国や社会が認めない個人的なさま。,601279
비과세,명사,ひかぜい【非課税】,税金を課さないこと。,60403
비관,명사,ひかん【悲観】,人生を暗く考えて、悲しくて絶望的なものと考えること。,60919
비관적,명사,ひかんてき【悲観的】,"人生を暗く考えて、悲しくて絶望的なものと考えること。
",60917
비관적,관형사,ひかんてき【悲観的】,"人生を暗く考えて、悲しくて絶望的なものと考えること。
",60918
비관하다,동사,ひかんする【悲観する】,"人生を暗く考えて、悲しくて絶望的なものと考えること。
",60916
비교과,명사,ひきょうか【非教科】,学校で生徒たちに教えて点数をつける教科目以外のすべての領域。,600403
비굴하다,형용사,ひくつだ【卑屈だ】	,"いじけて勇気をなくしてしまい、堂々と振舞うことができない。
",60413
비극적,명사,ひげきてき【悲劇的】,話や人生が悲しくて不幸であること。痛ましいこと。,60419
비극적,관형사,ひげきてき【悲劇的】	,"話や人生が悲しくて不幸であるさま。痛ましいさま。 
",60406
비근하다,형용사,ひきんだ【卑近だ】	,"周りから聞き慣れ見慣れて分かりやすい。
",60912
비기다,동사,くらべる【比べる】,"ある物事を他の物事とつき合わせて、差異を調べる。
",60911
비껴가다,동사,それる【逸れる】。はずれる【外れる】,"一方にやや傾いて、すれ違う。
",60942
비껴들다,동사,ななめにさす【斜めに差す】,"一方にやや傾いて差す。
",60945
비꼬다,동사,よる【撚る・縒る】。よりあわせる【撚り合わせる・縒り合わせる】,"長い物をねじり合わせる。
",60943
비끼다,동사,,"一方にやや傾いて置かれる。
",60944
비늘,명사,うろこ【鱗】,魚や蛇の体表を覆っている滑らかな薄片。,60421
비단,부사,ただ。たんに【単に】	,"いくつかの中でもっぱら。
",60408
비대칭,명사,ひたいしょう【非対称】,双方の大きさや模様が同じでないこと。,60415
비대하다,형용사,ひだいだ【肥大だ】	,"太って大きくなっている。
",90512
비데,명사,ビデ,便器に設置して、用を足した後、肛門を水で洗うのに使う器具。女性用局部洗浄器。,60909
비도덕적,명사,ひどうとくてき【非道徳的】,人間として守り従うべき道理に合わないこと。,60907
비도덕적,관형사,ひどうとくてき【非道徳的】	,"人間として守り従うべき道理に合わないさま。
",60908
비동맹국,명사,ひどうめいこく【非同盟国】,第2次世界大戦以後、冷戦に参画せず、中立を守りながら自主独立を主張した国。,60906
비둘기,명사,はと【鳩】,"公園や道端などでよく見かける、脚が短くて翼が大きい灰色または白色の鳥。

",15798
비듬,명사,ふけ【雲脂・頭垢】,皮膚の表面、特に頭部の角質が乾いてできた白いもの。,60905
비등비등하다,형용사,にたりよったりだ【似たり寄ったりだ】,複数のものが互いに似たり寄ったりだ。,601063
비등하다,동사,ふっとうする【沸騰する】。わきあがる【沸き上がる】。わきかえる【沸き返る】,"液体が沸き立って気体に変わる。
",60903
비등하다,형용사,にている【似ている】。だいどうしょういだ【大同小異だ】	,"比べてみて似通っている。
",60904
비뚜로,부사,ななめに【斜めに】。かたむいて【傾いて】。まがって【曲がって】	,"垂直でなく一方に傾いたり偏って。
",60902
비뚤다,형용사,まがっている【曲がっている】。かたよっている【偏っている】,模様や方向、位置が真っ直ぐも正しくもなくて片方にかたよっている状態である。,60901
비뚤비뚤,부사,くねくね	,"真っ直ぐでなく左右に傾いたり曲がりくねっている様子。
",60900
비뚤비뚤하다,형용사,まがりくねっている【曲がりくねっている】。くねくねだ	,"真っ直ぐな形でなくあっちこっちに向かって曲がりくねっている。
",60899
비뚤어지다,동사,ゆがむ【歪む】。まがる【曲がる】,"形や方向、位置が真っ直ぐだったり正確だったりせず、一方に傾いている。
",60898
비련,명사,ひれん【悲恋】,懐かしむ心や恋心によって感じる悲しみ。,60897
비례,명사,ひれい【比例】,"一方の数や量の増減につれて他方も増減すること。
",60896
비례하다,동사,ひれいする【比例する】,"一方の数や量の増減につれて他方も増減する。
",60895
비료,명사,ひりょう【肥料】,農業をするとき、土壌を肥沃にして作物の生育をよくするために施す物質。,60893
비리,명사,ひり【非理】,道理にはずれること。,60892
비리다,형용사,なまぐさい【生臭い】	,"生の魚や肉、血液などのようなにおいや味がして気分が悪くなりむかむかする。
",60891
비릿하다,형용사,すこしなまぐさい【少し生臭い】	,"においや味が少し生臭い。
",60743
비명,명사,ひめい【非命】,"天命を全うせず、早く死ぬこと。


",60745
비명,명사,ひめい【碑銘】,石碑に彫り刻んだ文字。,60747
비명횡사,명사,ひごうのし【非業の死】。ひごうのさいご【非業の最期】。おうし【横死】,急な事故などのため、寿命を全うしないで死ぬこと。,60748
비몽사몽,명사,ゆめうつつ【夢現】,夢と現実の区別がつかないほどぼんやりしている状態。,60749
비무장,명사,ひぶそう【非武装】,軍隊や警察が兵器などの装備をしていないこと。,91185
비무장 지대,,ひぶそうちたい【非武装地帯】。DMZ,軍隊や警察が備えるべき武器などの装備を備えていない地域。,600408
비밀리,명사,ひみつり【秘密裏】,"人に秘密にする中。

",60750
비밀스럽다,형용사,ないみつだ【内密だ】。おんみつだ・いんみつだ【隠密だ】。ひそかだ【密かだ】,"何かを隠し、表沙汰にしないところがある。

",60811
비밀스레,부사,こっそり。ないみつに【内密に】。ひみつりに【秘密裏に】	,"何かを隠して表に出さないように。
",60753
비방,명사,ひほう【秘法】,人に知られていない特別な方法。,60755
비방,명사,ひぼう【誹謗】。そしり【謗り】,"人をけなしたり、害する言葉を言ったりすること。また、その言葉。
",60756
비방하다,동사,ひぼうする【誹謗する】。そしる【謗る】,"人をけなしたり、害する言葉を言ったりする。
",60758
비범하다,형용사,ひぼんだ【非凡だ】,"水準が普通より特にすぐれている。

",60761
비보,명사,ひほう【悲報】,"悲しい知らせ。

",60767
비분강개,명사,ひふんこうがい【悲憤慷慨】,"悲しくて悔しい気持ちがさんざん込み上げてくること。
",60768
비분강개하다,동사,ひふんこうがいする【悲憤慷慨する】,"悲しくて悔しい気持ちがさんざん込み上げてくる。
",60770
비상,명사,ひじょう【非常】,思いがけない変事。また、このような状態に対応するための緊急の命令。,15716
비상근무,명사,ひじょうきんむ【非常勤務】,"思いがけない緊急の出来事が起こったとき、それを解決するための勤め。

",60773
비상금,명사,ようじんがね・ようじんきん【用心金】,非常の際に備えて、準備してある金。,60775
비상벨,명사,ひじょうべる【非常ベル】,非常事態であることを知らせるために鳴らすベル。,60776
비상시,명사,ひじょうじ【非常時】,思いがけない変事が起こった時。,60639
비상 연락망,,きんきゅうれんらくもう 【緊急連絡網】 	,"思いがけない緊急事態が発生したとき、すぐに連絡が取れるように準備しておく組織や通信網。
",60644
비상용,명사,ひじょうよう【非常用】,思いがけない変事が起こった時に使うこと。また、そのときに使うもの。,60645
비상조치,명사,ひじょうそち【非常措置】,思いがけない変事が起こった時に仮に急いでとりはからうこと。,60646
비생산적,명사,ひせいさんてき【非生産的】,生産と直接的な関連がないもの。,600413
비생산적,관형사,ひせいさんてき【非生産的】,生産と直接的な関連がないさま。,600414
비서,명사,ひしょ【秘書】,要職の人の事務や日程などを取り扱う仕事をする人。,60650
비서실,명사,ひしょしつ【秘書室】,秘書の仕事を受け持った人が事務を行う部屋。また、その機関。,90513
비소설,명사,ひしょうせつ【非小説】,虚構の話ではなく、事実を土台に書いた文学作品。,60654
비속어,명사,ぞくご【俗語】,上品でなく、品のない卑俗な言葉。,60656
비속하다,형용사,ていぞくだ【低俗だ】	,"気高さがなく下品で俗っぽい。
",60657
비수기,명사,オフシーズン,商品がよく売れず、サービスの需要が少ない時期。,60658
비스듬하다,형용사,ななめだ【斜めだ】,"水平や垂直ではなく、一方にやや傾いているようだ。
",60659
비스듬히,부사,ななめに【斜めに】。はすかいに【斜交いに】,"水平や垂直ではなく、一方にやや傾いているように。
",60660
비실거리다,동사,よろよろする。ふらふらする。よろめく【蹌踉めく】。ふらつく,"力がなかったり目眩がしたりして、倒れそうになる。
",61005
비실대다,동사,よろよろする。ふらふらする。よろめく【蹌踉めく】。ふらつく,"力がなかったり目眩がしたりして、倒れそうになる。
",91515
비실비실,부사,よろよろ。ふらふら。  ひょろひょろ	,"気力がなかったり目まいがして今にも倒れそうによろめく様子。
",61006
비실비실하다,동사,よろよろする。ふらふらする。よろめく【蹌踉めく】。ふらつく,"力がなかったり目眩がしたりして、倒れそうになる。
",61009
비아냥거리다,동사,ひにくる【皮肉る】。あてこする【当て擦る】,"あざ笑いながらからかう。
",60665
비아냥대다,동사,ひにくる【皮肉る】。あてこする【当て擦る】,"あざ笑いながらからかう。
",60666
비아냥하다,동사,ひにくる【皮肉る】。あてこする【当て擦る】,"あざ笑いながらからかう。
",91516
비애,명사,ひあい【悲哀】,悲しくてあわれなこと。,60667
비약적,명사,ひやくてき【飛躍的】,"地位や水準などが急に高くなったり良くなったりすること。
",60669
비약적,관형사,ひやくてき【飛躍的】,"地位や水準などが急に高くなったり良くなったりするさま。
",60668
비약하다,동사,ひやくする【飛躍する】,"言葉や考えなどが論理の順序や段階を踏まずに飛ぶ。
",64776
비양심적,명사,ひりょうしんてき【非良心的】,良心に反すること。,60671
비양심적,관형사,ひりょうしんてき【非良心的】	,"良心に反するさま。
",60670
비열,명사,ひれつ【卑劣】,言動や品性が卑しく劣っていて、心が狭いこと。,64770
비열하다,형용사,ひれつだ【卑劣だ】,"言動や品性が卑しく劣っていて、心が狭い。 
",60704
비염,명사,びえん【鼻炎】,鼻の中に炎症ができて、鼻詰まり・鼻水・くしゃみなどがみられる病気。,60706
비영리 단체,,ひえいりだんたい 【非営利団体】。NPO,"営利を目的とせずに社会の公益を追求する目的で活動する団体。
",60731
빠개다,동사,わる【割る】。さく【裂く】,"小さくて堅い物を二つに分けて離す。
",60830
