word,pos,meaning,definition,tags,target_codes
교구,名詞,きょうぐ【教具】 | きょうく【教区】,効果的に教えて学習させるために使う教材以外の道具。 | 宗教団体で信者を集め、管理しやすくするために分けた区域。また、その単位。,名詞 level3,"30669,30670"
교권,名詞,きょうけん【教権】,教師や教授の権威や権利。,名詞 level3,30672
교단,名詞,"きょうだん【教壇】
","教室で教師が教える時に立つ、周辺よりもやや高くなっているところ。
",名詞 level3,30673
교도,名詞,きょうと【教徒】 | きょうどう【矯導】,ある宗教を信仰する人。また、その集団。 | 過ちを犯した者を正しい方向へ導き、指導すること。,名詞 level3,"30678,30680"
교도관,名詞,きょうどうかん【矯導官】。けいむかん【刑務官】,刑務所で服役者を指導し、管理する仕事をする公務員。,名詞 level3,30681
교도소,名詞,きょうどうしょ【矯導所】。けいむしょ【刑務所】,罪を犯した者を収容して管理する施設。,名詞 level3,30682
교도하다,動詞,きょうどうする【教導する】,"過ちを犯した者を正しい方向へ導き、指導する。
",動詞 level3,30683
교두보,名詞,"きょうとうほ【橋頭堡】
","戦争中に敵に橋を奪われないよう、守るために積んだ施設物。
",名詞 level3,30684
교란,名詞,こうらん・かくらん【撹乱】,ある体系の秩序や人の心をかき乱すこと。,名詞 level3,30685
교란되다,動詞,こうらんされる・かくらんされる【撹乱される】,"ある体系の秩序や人の心がかき乱される。 
",動詞 level3,30686
교란하다,動詞,こうらんする・かくらんする【撹乱する】,"ある体系の秩序や人の心をかき乱す。 
",動詞 level3,30687
교량,名詞,きょうりょう【橋梁】,人や車が通れるように河川や海に設置した橋。,名詞 level3,30689
교련,名詞,"きょうれん【教練】
","教えて心身を鍛えること。
",名詞 level3,30690
교리,名詞,きょうり【教理】,宗教の基本原理や教え。,名詞 level3,30695
교만,名詞,きょうまん【驕慢】,偉ぶって人を見下し、話し方や行動が生意気なこと。,名詞 level3,30696
교만스럽다,形容詞,きょうまんだ【驕慢だ】 。こうまんだ【高慢だ】,"偉ぶって人を見下し、話し方や行動に生意気なところがある。

",形容詞 level3,30697
교만하다,形容詞,きょうまんだ【驕慢だ】。こうまんだ【高慢だ】,"偉ぶって人を見下し、話し方や行動が生意気である。

",形容詞 level3,30698
교목,名詞,こうぼく【校牧】 | きょうぼく【喬木】。こうぼく【高木】,基督教学校で礼拝や宗教教育を担当する牧師。 | 幹がまっすぐで丈が高く、主に上の方で枝が広がって育つ木。,名詞 level3,"30699,30700"
교묘하다,形容詞,こうみょうだ【巧妙だ】。たくみだ【巧みだ】,"物事のやり方やはかりごとがとても上手だ。
",形容詞 level3,30701
교묘히,副詞,"こうみょうに【巧妙に】
","あることをする方法や知恵がとても優れ、速く。
",副詞 level3,30702
교무실,名詞,きょうむしつ【教務室】。きょういんしつ【教員室】,教師が授業の準備をしたり、その他の校務を行う事務室。,名詞 level3,30703
교무처,名詞,きょうむしょ【教務処】,大学で事務や学生の記録管理などの仕事を行う部署。,名詞 level3,30704
교미,名詞,こうび【交尾】,動物の雄と雌が子どもや卵を産むために交わること。,名詞 level3,31383
교미하다,動詞,こうびする【交尾する】,"動物の雄と雌が子どもや卵を産むために交わる。 
",動詞 level3,31384
교민,名詞,きょうみん【僑民】,国外で住んでいる国民。,名詞 level3,31385
교배,名詞,こうはい【交配】,次の世代を得る目的で、生物の雌雄を人為的に受精または受粉させること。,名詞 level3,31386
교배하다,動詞,こうはいする【交配する】,"次の世代を得る目的で、生物の雌雄を人為的に受精または受粉させる。 
",動詞 level3,31388
교범,名詞,きょうはん【教範】,教える上で模範となる方法。また、それに関する本。,名詞 level3,31389
교본,名詞,きょうほん【教本】,教材として使う本。	,名詞 level3,31492
교부,名詞,こうふ【交付】,公共機関で公的な文書や資格証などを発行すること。,名詞 level3,31391
교부금,名詞,こうふきん【交付金】。ほじょきん【補助金】,政府や公共団体が政策を展開したり特定産業を助けるために、企業や個人に支援する金。,名詞 level3,600819
교부되다,動詞,こうふされる【交付される】,"公共機関で公的な文書や資格証などが発行される。 
",動詞 level3,31494
교부하다,動詞,こうふする【交付する】,"公共機関で公的な文書や資格証などを発行する。 
",動詞 level3,31393
교분,名詞,こうぶん【交分】,互いに親しく付き合いながら分ち合う情感。,名詞 level3,31395
교사,名詞,こうしゃ【校舎】 | きょうさ【教唆】,学校の建物。 | 人をそそのかして、悪事を働かせること。,名詞 level3,"31396,31397"
교살,名詞,こうさつ【絞殺】,首を絞めて殺すこと。,名詞 level3,31399
교생,名詞,きょういくじっしゅうせい【教育実習生】,大学で教師の教育を受ける課程の中で学校へ行って教える実習をする学生。,名詞 level3,31400
교서,名詞,"きょうしょ【教書】
","教皇が公式に発表する信仰と教理に関する文書。
",名詞 level3,31496
교섭,名詞,こうしょう【交渉】,あることを成し遂げるために、互いに意見の異なる人や集団が一緒に話し合い、意見を調整すること。,名詞 level3,31402
교섭되다,動詞,こうしょうされる【交渉される】,あることが成し遂げられるようにするため、互いに意見の異なる人や集団によって一緒に話し合われ、意見が調整される。,動詞 level3,88795
교섭하다,動詞,こうしょうする【交渉する】,あることを成し遂げるために、互いに意見の異なる人や集団が一緒に話し合い、意見を調整する。,動詞 level3,31497
교성,名詞,きょうせい【嬌声】,女の人が愛嬌をふりまく時に出す、細くてきれいな声。,名詞 level3,32409
교세,名詞,きょうせい【教勢】,宗教の状況または勢力。,名詞 level3,32410
교수대,名詞,こうしゅだい【絞首台】,死刑首の首を絞めて殺す台。,名詞 level3,32412
교수법,名詞,きょうじゅほう【教授法】,学問や技術を教える方法。,名詞 level3,32413
교수요목,名詞,きょうじゅようもく【教授要目】,ある科目で教えるべき主題別の項目。,名詞 level3,32414
교수형,名詞,こうしゅけい【絞首刑】,死刑囚の首を絞めて殺す刑罰。,名詞 level3,32416
교습,名詞,きょうしゅう【教習】,知識や技術などを教えて習得させること。,名詞 level3,32417
교습소,名詞,きょうしゅうしょ【教習所】,知識や技術などを教えて習得させるところ。,名詞 level3,32422
교습하다,動詞,きょうしゅうする【教習する】,"知識や技術などを教えて習得させる。
",動詞 level3,32421
교시,名詞,きょうじ【教示】,進むべき方向や方法などを教え示すこと。,名詞 level3,32427
교시하다,動詞,きょうじする【教示する】,"進むべき方向や方法などを教え示す。 
",動詞 level3,32429
교신,名詞,こうしん【交信】,郵便や電話などを利用して情報や意見を伝え合うこと。,名詞 level3,32435
교신하다,動詞,こうしんする【交信する】,"郵便や電話などを利用して情報や意見を伝え合う。
",動詞 level3,32438
교안,名詞,きょうあん【教案】,授業で教える内容を記した計画書。,名詞 level3,32441
교양미,名詞,きょうようび【教養美】,教養のある人から感じられる美しさ。,名詞 level3,32443
교양서,名詞,きょうようしょ【教養書】,教養を身に付ける上で役立つ本。,名詞 level3,32446
교양인,名詞,きょうようじん【教養人】,教養のある人。,名詞 level3,32448
교언,名詞,こうげん【巧言】,巧みに言い回した言葉。,名詞 level3,32451
교역,名詞,こうえき【交易】,国同士がお互いに品物を売買すること。,名詞 level3,32453
교역자,名詞,きょうえきしゃ【教役者】,牧師や伝道師のように、教会の仕事を専門的に行う人。,名詞 level3,32454
교역하다,動詞,こうえきする【交易する】,"国同士がお互いに品物を売買する。 
",動詞 level3,32457
교열,名詞,こうえつ【校閲】,文書の内容の誤りを校正すること。,名詞 level3,32459
교열하다,動詞,こうえつする【校閲する】,"文書の内容の誤りを校正する。 
",動詞 level3,88796
교우,名詞,きょうゆう【教友】,同じ信仰を持つ人。,名詞 level3,32466
구,依存名詞/名詞,きゅう・たま【球】 | ぐ【具】,ボールのように丸くて立体的な物体。また、そのような形。 | 死体を数える単位。,依存名詞 名詞 level3,"37647,37646"
구가하다,動詞,おうかする【謳歌する】,"多くの人々が声をそろえてほめる。
",動詞 level3,37800
구간,名詞,くかん【区間】 | きゅうかん【旧刊】,ある地点と他の地点との間。 | かつて刊行された本。,名詞 level3,"37649,37650"
구강,名詞,こうくう・こうこう【口腔】,口から喉までの空間。,名詞 level3,37651
구개음화,名詞,こうがいおんか【口蓋音化】,パッチム「ㄷ、ㅌ｣の発音が母音「ㅣ」や「ㅑ、ㅕ、ㅛ、ㅠ」の前で「ㅈ、ㅊ」に変わる音韻現象。,名詞 level3,37852
구걸,名詞,ものもらい【物貰い】。ものごい【物乞い】,人にお金や食べ物、物などをただで乞うこと。,名詞 level3,37862
구걸하다,動詞,ものごいする【物乞いする】,"人にお金や食べ物、物などをただで乞う。 
",動詞 level3,37860
구겨지다,動詞,しわくちゃになる【皺くちゃになる】。しわむ【皺む】,"皺が寄る。
",動詞 level3,43493
구경꾼,名詞,けんぶつにん【見物人】。けんぶつきゃく【見物客】,人やもの、事件などを見物する人。,名詞 level3,43496
구경나다,動詞,みものがあらわれる【見物が現れる】,"興味や関心を持って見るものが生じる。 
",動詞 level3,43497
구공탄,名詞,,無煙炭で作られた暖房用燃料。,名詞 level3,34896
구관,名詞,"ぜんかん【前官】
 | きゅうかん【旧館】","前にその職に任命されていた役人。
 | 似た用途で使われる2棟の建物のうちで古いほうの建物。",名詞 level3,"34901,34914"
구관조,名詞,きゅうかんちょう【九官鳥】,全身が黒色で、翼に大きな白斑があり、人間の言葉を上手に真似る鳥。,名詞 level3,34916
구교,名詞,きゅうきょう【旧教】,カトリック教を新教に相対化して言う言葉。天主教。,名詞 level3,34918
구구,副詞,"くるっくくう
","鶏や鳩の鳴き声。
",副詞 level3,34919
구구절절,副詞/名詞,"げんげん【言言】。ごご【語語】
 | ことごと
","一つ一つの言葉。 | 一言一言ごとに。
",副詞 名詞 level3,"91127,34924"
구구절절이,副詞,"ことごとに
","一言一言ごとに。
",副詞 level3,34925
구구절절하다,形容詞,ながながとする【長長とする】,"手紙文などの内容が非常に詳しくて真心がこもっている。

",形容詞 level3,34926
구구하다,形容詞,まちまちだ【区区だ】,"ある物事について、説明や解釈などがそれぞれ異なっている。
",形容詞 level3,34927
구국,名詞,きゅうこく【救国】,国を危機から救うこと。,名詞 level3,34928
구근,名詞,きゅうこん【球根】。りんけい【鱗茎】,地中にある葉や根、茎などが卵の形のように大きく太っていて養分を貯蔵したもの。,名詞 level3,91147
구금,名詞,こうきん【拘禁】,有罪が宣告されたか、罪があると疑われる者を、刑務所や拘置所に閉じ込めておくこと。,名詞 level3,34931
구금되다,動詞,こうきんされる【拘禁される】,"有罪が宣告されたか、罪があると疑われて刑務所や拘置所に閉じ込められる。
",動詞 level3,34936
구금자,名詞,"こうきんしゃ【拘禁者】
","有罪を言い渡されたか、罪があると疑われて、刑務所や拘置所に閉じ込められている人。
",名詞 level3,91146
구금하다,動詞,こうきんする【拘禁する】,"有罪が宣告されたか、罪があると疑われる者を、刑務所や拘置所に閉じ込めておく。
",動詞 level3,34944
구급,名詞,きゅうきゅう【救急】,緊急の状況から救い出すこと。,名詞 level3,34952
구급낭,名詞,きゅうきゅうひんぶくろ【救急品袋】,救急薬や簡単な医療道具を入れておく袋。,名詞 level3,34957
구급대,名詞,きゅうきゅうたい【救急隊】,危急な状況に置かれた人を救う仕事をする団体。,名詞 level3,600822
구급약,名詞,きゅうきゅうやくひん【救急薬品】。きゅうきゅうやくざい【救急薬剤】,応急治療に必要な薬品。,名詞 level3,34962
구급약품,名詞,きゅうきゅうやくひん【救急薬品】。きゅうきゅうやくざい【救急薬剤】,応急治療に必要な薬品。,名詞 level3,600684
구급차,名詞,きゅうきゅうしゃ【救急車】,生命が危険な患者や負傷者を迅速に病院に運ぶための車両。,名詞 level3,34978
구기,名詞,きゅうぎ【球技】,サッカー、バレーボール、卓球など、ボールを使って行うスポーツ競技。,名詞 level3,36952
구기 종목,,きゅうぎ【球技】	,"ボールを使用するすべてのスポーツ競技。
",level3,36956
구기다,動詞,しわくちゃにする【皺くちゃにする】。くちゃくちゃにする,"紙や服、布などが折れて皺ができる。また、そうさせる。
",動詞 level3,36953
구기자,名詞,くこのみ【クコの実】。くこし【枸杞子】,主に乾かして茶や韓方薬の材料などに利用する、赤くて細長い楕円形をしている木の実。,名詞 level3,36955
구김,名詞,しわ【皺】,しわが寄ってできた折り目。,名詞 level3,36957
구김살,名詞,しわ【皺】,しわが寄ってできた折り目。,名詞 level3,36958
구김새,名詞,"しわ
","紙・布などがくしゃくしゃになっている程度やさま。
",名詞 level3,88804
구깃구깃,副詞,"くしゃくしゃ
","紙や布地のしわがよるように揉むか折りたたむさま。
",副詞 level3,88805
구깃구깃하다,動詞/形容詞,"しわくちゃにする【皺くちゃにする】。くちゃくちゃにする | よれよれだ。くちゃくちゃだ
","紙や布などの形をくずして、しわだらけにする。
 | 紙や布などの形がくずれて、しわだらけになる。

",動詞 形容詞 level3,"36959,36960"
구내,名詞,こうない【構内】,会社・病院・駅など、大きな建物や施設の中。,名詞 level3,36961
구내매점,名詞,こうないばいてん【構内売店】,会社・病院・駅などの大きな建物や施設の中で、食料品や生活用品を売る小さい店。,名詞 level3,36962
구내방송,名詞,こうないほうそう【構内放送】,会社・病院・駅などの大きな建物や施設の中で流される放送。,名詞 level3,36963
구내식당,名詞,こうないしょくどう【構内食堂】,会社・病院・駅などの大きな建物や施設の中にある食堂。,名詞 level3,36964
구내전화,名詞,こうないでんわ【構内電話】,会社・病院・駅などの大きな建物や施設の中で、互いに連絡し合うために設置した電話。,名詞 level3,36965
구닥다리,名詞,きゅうしき【旧式】,昔風で、時代遅れの考え方、または人を卑しめていう語。,名詞 level3,36966
구단,名詞,きゅうだん【球団】,野球やサッカーのようにボールを使って行うスポーツ競技を事業とする団体。,名詞 level3,36967
구단주,名詞,きゅうだんしゅ【球団主】,球団を運営する人または団体。,名詞 level3,36968
구더기,名詞,うじ【蛆】。うじむし【蛆虫】,ハエの卵から孵った幼虫。,名詞 level3,36969
구덩이,名詞,くぼみ【窪み】,地面の丸くて深くくぼんでいるところ。,名詞 level3,36970
구도,名詞,きゅうどう・ぐどう【求道】 | こうず【構図】,真理や宗教的な悟りを求めること。 | 絵に入る要素のバランスのとれた配置。,名詞 level3,"36971,36972"
구도자,名詞,きゅうどうしゃ【求道者】,真理や宗教的な悟りを求める人。,名詞 level3,36973
구독,名詞,こうどく【購読】,本・雑誌・新聞などを買って読むこと。,名詞 level3,36974
구독료,名詞,こうどくりょう【購読料】,本・雑誌・新聞などを定期的に配送してもらって読むために支払うお金。,名詞 level3,36975
구독자,名詞,こうどくしゃ【購読者】,本・雑誌・新聞などを買って読む人。,名詞 level3,36976
구독하다,動詞,こうどくする【購読する】,本・雑誌・新聞などを買って読む。,動詞 level3,36977
구동,名詞,くどう【駆動】,機械的なエネルギーを入れて動かすこと。,名詞 level3,600823
구두,名詞,こうとう【口頭】,口で話す言葉。,名詞 level3,36978
구두쇠,名詞,けちんぼう【けちん坊】。しみったれ,お金や財物を度が過ぎるほど使わずに辛抱する人。,名詞 level3,36981
구둣발,名詞,くつばきのあし【靴履きの足】,靴を履いた足。,名詞 level3,36986
구렁,名詞,ふち【淵】,くぼ地。,名詞 level3,34788
구렁텅이,名詞,,非常に深く窪んでいる土地。,名詞 level3,34796
구령,名詞,ごうれい【号令】,一定の動作を多くの人に従わせるため、大声で知らせる簡単な命令。,名詞 level3,34798
구령하다,動詞,ごうれいをかける【号令をかける】,"一定の動作を多くの人に従わせるため、簡単な命令を大声で知らせる。 
",動詞 level3,34794
구류,名詞,こうりゅう【拘留】,罪を犯した者を1日以上30日未満の間、刑務所か警察署の留置場に閉じ込めること。,名詞 level3,34792
구류되다,動詞,こうりゅうされる【拘留される】,"罪を犯した者が1日以上30日未満の間、刑務所か警察署の留置場に閉じ込められる。 
",動詞 level3,88806
국가,名詞,こっか【国歌】,国を代表し象徴する歌。,名詞 level3,36780
국가 고시,,こっかしけん【国家試験】	,"一定の資格や免許を与える目的で国家が施行する試験。
",level3,36781
국가 원수,,こっかげんしゅ【国家元首】。げんしゅ【元首】	,"国内で最高の権力を持ち、国の首長として国家を統治する人。
",level3,89062
국가관,名詞,こっかかん【国家観】,国の意義、価値などに対する見解や態度。,名詞 level3,36782
국가수반,名詞,"こっかしゅはん【国家首班】
",ある国で最高の権力を持ってその国を統治する人。,名詞 level3,36784
국가적,冠形詞/名詞,"こっかてき【国家的】
 | こっかてき【国家的】	","国にかかわること。
 | 国にかかわるさま。
",冠形詞 名詞 level3,"24539,24540"
국가주의,名詞,"こっかしゅぎ【国家主義】
","国の権力・利益・発展を最も重要なことと考えて追求する方針や主張。
",名詞 level3,36785
국감,名詞,こくせいかんさ【国政監査】,「国政監査」の略語で、国会が行政府の業務を監督して、どのような汚職や問題があるのかを調査すること。,名詞 level3,600824
국거리,名詞,"しるのぐ【汁の具】。しるのざいりょう【汁の材料】
",汁物やスープを作るために入れる材料。,名詞 level3,36786
국격,名詞,,国の品格。,名詞 level3,89316
국경,名詞,こっきょう【国境】。くにざかい【国境・国界】,国と国の国土を分ける境界。,名詞 level3,36787
국경선,名詞,こっきょうせん【国境線】。ボーダーライン。きょうかいせん【境界線】,国と国の国土を分ける境界になる線。,名詞 level3,36788
국고,名詞,こっこ【国庫】,国が持っている預金口座。またはその預金。,名詞 level3,36790
국교,名詞,こっこう【国交】 | こっきょう【国教】。こっかしゅうきょう【国家宗教】,国と国の間の外交関係。 | 国が法律で定め、全ての国民に信奉させる宗教。,名詞 level3,"36792,64463"
국군,名詞,"こくぐん【国軍】
",国を守るために組織した軍隊。,名詞 level3,36793
국권,名詞,"こっけん【国権】
",国家が行使する独立的かつ絶大的な権力。,名詞 level3,36794
국기 게양대,,こっきポール【国旗ポール】。こっきけいようポール【国旗掲揚ポール】	,"国旗を高く掲揚するために取り付けた長い棒。
",level3,37680
국난,名詞,こくなん【国難】,国全体が危ないくらいの困難。,名詞 level3,37681
국내법,名詞,"こくないほう【国内法】
",国内における秩序を維持するための法で、その国の主権が及ぶ範囲内で効力を持つ法。,名詞 level3,37684
국내산,名詞,"こくないさん【国内産】。こくさん【国産】
",自国で生産すること。また、その産物。,名詞 level3,37685
국내외,名詞,こくないがい【国内外】,国の内と外。,名詞 level3,24537
국도,名詞,こくどう【国道】。こうどう【公道】,"国が直接管理する主要道路。
",名詞 level3,37691
국란,名詞,"こくらん【国乱】。ないらん【内乱】
",国内で発生した大規模の乱。,名詞 level3,37692
국력,名詞,"こくりょく【国力】
",ある国が政治・経済・文化・軍事など、すべての分野において持っている力。,名詞 level3,37694
국론,名詞,こくろん【国論】。こうろん【公論】。よろん【世論】。みんい【民意】,ある事柄や問題に対して国民大部分が持っている意見。,名詞 level3,37695
국립대,名詞,"こくりつだいがく【国立大学】
",国が設立して直接運営し、管理する大学。,名詞 level3,37697
국립묘지,名詞,"こくりつぼち【国立墓地】
",国のために功績を建てた人や戦没者を祀るために国が設立して管理する墓地。,名詞 level3,37699
국면,名詞,きょくめん【局面】。じたい【事態】。すうせい【趨勢】,あることが進んでいく状況。,名詞 level3,37701
국명,名詞,"こくめい【国名】
",国の名前。,名詞 level3,37702
국모,名詞,こくぼ【国母】,"国の母という意で王の妻。
",名詞 level3,37703
국무,名詞,"こくむ【国務】
",大統領や長官などが国を統治するために行う国家の政務。,名詞 level3,37705
국무 위원,,こくむいいん【国務委員】	,"大統領を補佐し、国家の事務を処理する高級公務員。
",level3,37706
국무 회의,,こくむかいぎ【国務会議】	,"大統領の主宰のもとで政府の重要な政策などを審議する会議。
",level3,37708
국무총리,名詞,こくむそうり【国務総理】。しゅしょう【首相】,大統領を補佐し、国の事務を総括する、長官の頭になる公務員。,名詞 level3,37707
국문,名詞,こくぶん【国文】,その国の固有の文字。また、その文字で書かれた文。,名詞 level3,37709
국문학,名詞,こくぶんがく【国文学】,自国固有の文学。または、それを研究する学問。,名詞 level3,37710
국문학자,名詞,こくぶんがくしゃ【国文学者】,国文学を専門的に研究する人。,名詞 level3,600825
국민 총생산,,こくみんそうせいさん【国民総生産】	,"一国の国民が一定期間に新しく生産した商品を市場価格に換算した金額の総計。
",level3,36736
국민 투표,,こくみんとうひょう【国民投票】	,"選挙以外に、国家の重要な案件について一般国民の意見を問う投票。
",level3,36737
국민가요,名詞,こくみんかよう【国民歌謡】,国民広くに知られていて、皆が気楽に歌える歌。,名詞 level3,37713
국민성,名詞,こくみんせい【国民性】,一国の国民が共通して持っている価値観や特性。,名詞 level3,37717
국민연금,名詞,こくみんねんきん【国民年金】,国民が年を取って退職したり、病気などの理由で所得を得る能力がなくなった時、国が一定の所得で老後を保障する制度。,名詞 level3,600691
국민의례,名詞,こくみんぎれい【国民儀礼】,公式的な儀式や行事で、国旗への敬礼、国歌斉唱のように、国民として行う手続き。,名詞 level3,37721
국민장,名詞,こくみんそう【国民葬】,大統領など、国の発展に大きな功労を立てた人のために、国民の名で行う葬式。,名詞 level3,37722
국민적,冠形詞/名詞,こくみんてき【国民的】 | こくみんてき【国民的】 ,一国の国民全体と関係したり、関連があること。 | 一国の国民全体と関係したり、関連があるさま。,冠形詞 名詞 level3,"24533,24535"
국민학교,名詞,しょうがっこう【小学校】,以前、「小学校」のことを指す語。,名詞 level3,36738
국민학생,名詞,しょうがくせい【小学生】,以前、「小学生」のことを指す語。,名詞 level3,88811
국방,名詞,こくぼう【国防】,他の国の侵略や脅威から国を安全に守ること。,名詞 level3,36741
국방력,名詞,こくぼうりょく【国防力】,他の国の侵略や脅威から国を安全に守る力。,名詞 level3,36742
국방부,名詞,こくぼうぶ【国防部】,国土を防衛し、外敵の侵略に備えて、軍事に関する事務を担当する中央行政機関。,名詞 level3,36743
국방비,名詞,こくぼうひ【国防費】,他国の侵略や脅威から国を安全に守るために使われる費用。,名詞 level3,36745
국방색,名詞,こくぼうしょく【国防色】,陸軍の軍服の色のように、褐色の混じった暗い緑色。,名詞 level3,36746
국법,名詞,こくほう【国法】,国が定め、国民が従わなければならない全ての法律。,名詞 level3,36747
국보,名詞,こくほう【国宝】。くにのたからもの【国の宝物】,国の宝物。,名詞 level3,36748
국부,名詞,きょくぶ【局部】 | こくふ【国父】 | こくふ【国富】,"全体の中で、ある一部分。 | 国を建てることに大きな功労を残し、国民から尊敬される偉大な指導者。
 | 国の経済力。",名詞 level3,"38564,89065,38565"
국부적,冠形詞/名詞,きょくぶてき【局部的】 | きょくぶてき【局部的】,全体のある限られた部分であるさま。 | 全体のある限られた部分であること。,冠形詞 名詞 level3,"38566,38567"
국비,名詞,こくひ【国費】,国の財政で負担する費用。,名詞 level3,38568
국빈,名詞,こくひん【国賓】,国が正式に招待した外国の賓客。,名詞 level3,38569
국사,名詞,"こくし【国史】
 | こくじ【国事】","一国の歴史。
 | 国に関する重要なこと。",名詞 level3,"24530,38570"
국산품,名詞,こくさんひん【国産品】,他国から輸入せず、自国で生産されたもの。,名詞 level3,38571
국산화,名詞,こくさんか【国産化】,必要な物品を他の国から輸入せず、自国で生産すること。,名詞 level3,38572
국산화하다,動詞,こくさんかする【国産化する】,"必要な物品を他の国から輸入せず、自国で生産する。 
",動詞 level3,38573
군,代名詞/名詞,"ぐん【軍】。ぐんたい【軍隊】
 | ぐん【郡】
 | きみ【君】","一定の指揮系統や規律によって組織された軍人の集団。
 | 韓国で、道の下で、邑・面よりは上の地方行政区域。
 | （軽い敬語をこめていう語）聞き手が友人か目下の男性である時、その人をさす語。
",代名詞 名詞 level3,"62238,36857,89227"
군 복무,,ぐんふくむ【軍服務】。へいえき【兵役】	,"軍人になって一定期間軍務に服すること。
",level3,35576
군-,接辞,むだ【無駄】,「無駄な」という意を付加する接頭辞。,接辞 level3,72372
군가,名詞,ぐんか【軍歌】,軍人の士気を高めるための歌。,名詞 level3,35556
군경,名詞,ぐんけい【軍警】,軍隊と警察。,名詞 level3,35559
군계일학,名詞,けいぐんのいっかく【鶏群の一鶴】,鶏の群れの中の１羽の鶴という意味で、凡人の中に優れている人がまじっていることのたとえ。,名詞 level3,35558
군국주의,名詞,ぐんこくしゅぎ【軍国主義】。ミリタリズム,強い軍事力を国の主要目標に据え、戦争とそれへの備えを最も重要視する思想や政策。,名詞 level3,35541
군기,名詞,ぐんき【軍紀】,軍隊の規律と法度。,名詞 level3,35539
군기침,名詞,からせき【空咳・乾咳】,相手の注意を引くために、わざとする咳。,名詞 level3,35543
군납,名詞,,軍に必要なものや食べ物などを供給すること。,名詞 level3,35551
군내,名詞,ぐんない【郡内】,腐った食べ物などからの臭いにおい。 | 行政区域の郡の区域内。,名詞 level3,"35550,35552"
군단,名詞,ぐんだん【軍団】,師団以上の兵力で構成された、軍と師団の中間に当たる戦術部隊。,名詞 level3,35567
군대식,名詞,ぐんたいしき【軍隊式】,規律や集団の秩序などを重視する軍隊で行うのと同じやり方。,名詞 level3,35568
군더더기,名詞,よけいなもの【余計なもの】。むだなもの【無駄なもの】,無駄に付け加えられているもの。,名詞 level3,35569
군데군데,副詞/名詞,"ところどころ【所々】。あちらこちら | ところどころ
","いたる所。 | あちこちいろんな所に。
",副詞 名詞 level3,"35570,35571"
군락,名詞,ぐんらく【群落】,同じ範囲内で一緒に生活する植物の集団。,名詞 level3,35572
군량,名詞,ぐんりょう【軍糧】,軍人のための食糧。,名詞 level3,35560
군량미,名詞,ぐんりょうまい【軍糧米】,軍人のための食糧に当てる米。,名詞 level3,35564
군령,名詞,ぐんれい【軍令】,軍隊を指揮するための命令。,名詞 level3,35562
군림하다,動詞,くんりんする【君臨する】,"絶対的な力や能力で人を押して支配的な勢力を持つ。
",動詞 level3,35563
군말,名詞,むだぐち【無駄口】。ぜいげん【贅言】,しなくてもいい無駄言。,名詞 level3,35565
군말하다,動詞,むだぐちをたたく【無駄口を叩く】。ぜいげんする【贅言する】 ,"しなくてもいい無駄言を言う。
",動詞 level3,35579
군무,名詞,ぐんぶ【群舞】,大勢の人が群がって踊ること。,名詞 level3,35581
군민,名詞,ぐんみん【軍民】 | ぐんみん【郡民】,軍人と民間人。 | 行政区域の郡に居住している人。,名詞 level3,"35582,35583"
군밤,名詞,やきぐり【焼き栗】,火で焼いた栗。,名詞 level3,35585
군번,名詞,にんしきばんごう【認識番号】,各々の兵士に与えられる固有番号。,名詞 level3,35573
군법,名詞,ぐんぽう【軍法】,軍隊内で適用される刑法。,名詞 level3,35577
군복,名詞,"ぐんぷく【軍服】
","軍人が着る制服。
",名詞 level3,35575
군부,名詞,ぐんぶ【軍部】,軍事に関する事務を総括する軍の指導部。または、それを中心とした中核勢力。,名詞 level3,35580
군부대,名詞,ぐんぶたい【軍部隊】,一定規模で構成された軍隊組織。または、そのような組織が駐屯しているところ。,名詞 level3,35578
군불,名詞,,部屋を温めるために焚き口につける火。,名詞 level3,35591
군비,名詞,"ぐんび【軍備】 | ぐんぴ【軍費】。ぐんじひ【軍事費】。せんぴ【戦費】
",戦争をするために揃えた軍事施設や兵器のような装備。 | 軍隊の維持や戦争をするのに必要な費用。,名詞 level3,"35592,89799"
군사,名詞,"ぐんじ【軍事】
","軍隊・戦争など、軍に関する事柄。
",名詞 level3,36859
군사 경계선,,ぐんじきょうかいせん【軍事境界線】,戦争中の両国の間に設定した、軍事活動の限界線。,level3,601530
군사 기밀,,ぐんじきみつ【軍事機密】	,"国家の安全保障のために守るべき、軍事上・国防上の秘密情報。
",level3,35586
군사 기지,,"ぐんじきち【軍事基地】
",国防戦略や作戦展開における重要な軍事施設がある地域。,level3,35589
군사 독재,,"ぐんじどくさい【軍事独裁】
",軍人出身の一人または少人数に政治権力が集中している政治形態。,level3,35587
군사 동맹,,ぐんじどうめい【軍事同盟】	,"二つ以上の国が提携し、第三国の攻撃あるいは防御に対して相互扶助をすることを決める約束。
",level3,35590
군사 분계선,,ぐんじきょうかいせん【軍事境界線】	,"戦争中の二つの国が休戦協定を結ぶ時に設定する、軍事活動の限界線。
",level3,35596
군사 재판,,"ぐんじさいばん【軍事裁判】。ぐんじほうてい【軍事法廷】
",軍法を違反した犯罪者を裁く裁判。 ,level3,32588
