word,pos,meaning,definition,tags,target_codes
가곡,名詞,かきょく【歌曲】。うた【歌】,定型詩に節をつけて笛やカヤグム、コムンゴなどのような伝統楽器に合わせて歌う韓国古来の声楽曲。,名詞 level3,27940
가곡집,名詞,かきょくしゅう【歌曲集】,歌曲を集めておいた本やレコード。,名詞 level3,27944
가공,名詞,かこう【加工】 | かくう【架空】,技術や力などを利用して原料や材料を新しい製品につくること。  | 事実でないことを嘘や想像でつくり出すこと。,名詞 level3,"27947,27949"
가공되다,動詞,かこうされる【加工される】,技術や力などによって原料や材料が新しい製品につくられる。 ,動詞 level3,27950
가공법,名詞,かこうほう【加工法】,食品や物などを加工する方法。,名詞 level3,27961
가공업,名詞,かこうぎょう【加工業】,技術や力を利用して原料や材料を新しい製品につくる工業。,名詞 level3,27971
가공인물,名詞,かくうのじんぶつ【架空の人物】,実際には存在しない、想像によってつくり出された人物。,名詞 level3,27979
가공적,冠形詞/名詞,かくうてき【架空的】 | かくうてき【架空的】,事実でないことを嘘や想像によってつくり出したこと。 | 事実でないことを嘘や想像でつくり出したさま。,冠形詞 名詞 level3,"27985,27977"
가공하다,動詞/形容詞,かこうする【加工する】 | かくうでつくる【架空でつくる】 | かきょうだ【可恐だ】,技術や力などを利用して原料や材料を新しい製品につくる。  | 事実でないことを嘘や想像によってつくり上げる。  | 驚いたり、恐れるに値する。,動詞 形容詞 level3,"28027,28032,28031"
가관,名詞,ぶかっこう【不恰好・不格好】,行動や様子などが気に入らないとか滑稽であるさまをあざけっていう語。,名詞 level3,28035
가교,名詞,かけはし【架け橋】。かきょう【架橋】 | かりばし【仮橋】,橋を架けること。 | 橋ができるまでの間に合わせとして架けておいた橋。,名詞 level3,"28037,28038"
가구,名詞,しょたい【所帯・世帯】。せたい【世帯】,住居や生活を同じくする人たちの集団。 ,名詞 level3,14681
가극단,名詞,かげきだん【歌劇団】。オペラだん【オペラ団】,歌劇を専門にして公演する団体。,名詞 level3,28045
가급적,副詞/名詞,"かきゅうてき【可及的】。およぶかぎり【及ぶ限り】 | なるべく
","できることや可能なこと。 | できるだけ、可能な限り。
",副詞 名詞 level3,"28047,28049"
가까스로,副詞,ようやく。やっと。やっとのことで。どうにかこうにか。いろいろくしんしたあとで【いろいろ苦心したあとで】,とても厳しい環境の下で苦心・苦労して。,副詞 level3,28055
가끔가다,副詞,ときどき【時々】。ときおり【時折】。ときたま【時たま】,あまり頻繁でなくたまに。,副詞 level3,28061
가끔가다가,副詞,"たまに。ときおり
","たまに気がむいたら。
",副詞 level3,64471
가나다순,名詞,カナダじゅん【カナダ順】,"ハングルの字母の順による順番。
",名詞 level3,28064
가내 수공업,,かないせいしゅこうぎょう【家内制手工業】。かないこうぎょう【家内工業】	,"家の中で手や簡単な道具を使用して製品を作る小規模の工業。
",level3,64483
가냘프다,形容詞,ほっそりしている,体や手足が細くて弱々しい。,形容詞 level3,28072
가녀리다,形容詞,かよわい【か弱い】。かぼそい【か細い】。よわよわしい【弱弱しい】,体の一部分がいかにも細くて弱い。,形容詞 level3,28078
가누다,動詞,ととのえる【整える】,"体や体の一部をきちんとする。
",動詞 level3,28096
가느다랗다,形容詞,ひじょうにほそい【非常に細い】。かぼそい【か細い】,非常に細い。,形容詞 level3,28097
가느스름하다,形容詞,,やや細い。少し細めだ。,形容詞 level3,28098
가는귀,名詞,ちょうりょく【聴力】。みみ【耳】,小さい声や音まで聞き取る聴力。,名詞 level3,28099
가는귀먹다,動詞,みみがすこしとおい【耳が少し遠い】,小さい声や音がよく聞き取れない。,動詞 level3,28103
가늠,名詞,けんとう【見当】,目標や基準などに当てはまるかどうか計ること。また、計る目標や基準。,名詞 level3,28105
가늠되다,動詞,ねらわれる【狙われる】,目標や基準などに当てはまるかどうか計られる。,動詞 level3,28114
가늠하다,動詞,ねらわれる【狙われる】,目標や基準などに当てはまるかどうか計ってみる。,動詞 level3,28115
가다가,副詞,たまに。たまには。ときおり【時折】。時たま【時たま】,ある物事を続けている間にたまに。,副詞 level3,28116
각,冠形詞,かく【各】,多くのものを一つ一つ離したそれぞれの、おのおのの。,冠形詞 level3,29728
각가지,名詞,いろいろ【色色】。しゅじゅ【種種】。とりどり【取り取り】,いろいろのもの。,名詞 level3,14273
각개,名詞,かっこ【各個】。それぞれ,多くのものを別々に離した一つ一つ。 ,名詞 level3,14279
각계,名詞,かっかい【各界】,社会の様々な活動分野。,名詞 level3,14280
각계각층,名詞,かっかいかくそう【各界各層】,社会の様々な活動分野と階層。,名詞 level3,14288
각고,名詞,"こっく【刻苦】
","あることをなしとげようと、困難に耐えて努力すること。

",名詞 level3,14290
각골난망,名詞,,"骨に刻むほどの大きな恩恵を受けて、忘れないこと。
",名詞 level3,14293
각광,名詞,きゃっこう【脚光】,多くの人の関心または世間の注目と人気。,名詞 level3,14652
각급,名詞,かくきゅう【各級】,"それぞれの等級。また、様々な等級。
",名詞 level3,14296
각기,副詞/名詞,おのおの。それぞれ | おのおの。それぞれ,"それぞれの人。また、それぞれの物。

 | それぞれが別々に。
",副詞 名詞 level3,"16211,16210"
각기둥,名詞,かくちゅう【角柱】。かくとう【角壔】,"底面が平行な二つの同一な多角形で、側面は三つ以上の四角形で構成される多面体。

",名詞 level3,14297
각도,名詞,かくど【角度】,一点から始まった二つの直線が開いた度合い。,名詞 level3,14298
각도기,名詞,かくどけい【角度計】。そっかくき【測角器】,"角度をはかる器具。

",名詞 level3,14299
각론,名詞,かくろん【各論】,"一つの大きなテーマを構成するそれぞれの小さなテーマに関する議論。
",名詞 level3,14300
각료,名詞,かくりょう【閣僚】,"内閣を構成する大臣。

",名詞 level3,14301
각막,名詞,かくまく【角膜】,"眼球の前面を覆う透明な膜。
",名詞 level3,14302
각막염,名詞,かくまくえん【角膜炎】,"角膜に生じる炎症。

",名詞 level3,14303
각목,名詞,かくざい【角材】,切り口を四角くした木。,名詞 level3,14304
각박하다,形容詞,せちがらい【世知辛い】。はくじょうだ【薄情だ】,"人情がなくて、きびしい。
",形容詞 level3,14305
각방,名詞,"かくほうめん【各方面】
 | かくへや【各部屋】。べっしつ【別室】","それぞれの方面。


 | おのおのの部屋。
",名詞 level3,"14306,14307"
각별하다,形容詞,かくべつだ【格別だ】,"関係や態度などが普通とは違って特別だ。



",形容詞 level3,14308
각별히,副詞,かくべつに【格別に】,普通とは違って特別に。,副詞 level3,14309
각본,名詞,きゃくほん【脚本】。すじがき【筋書き】。だいほん【台本】,"演劇や映画を作るため、俳優のせりふ・動作、場面などを詳しく記したもの。
",名詞 level3,14310
각부,名詞,かくぶ【各部】,"一つの単位を構成するそれぞれの部分。
",名詞 level3,14421
각뿔,名詞,かくすい【角錐】,底面が多角形で、側面の幾つかの三角形によって囲まれる立体図形。,名詞 level3,14589
각색,名詞,"いろとりどり【色取り取り】 | きゃくしょく【脚色】
","いろいろな色。


 | 歴史的事実や小説を、芝居や映画などの脚本に作りかえること。


",名詞 level3,"14594,14595"
각색되다,動詞,きゃくしょくされる【脚色される】,歴史的事実や小説が、芝居や映画などの脚本に作りかえられる。,動詞 level3,14598
각색하다,動詞,きゃくしょくする【脚色する】,歴史的事実や小説を、芝居や映画などの脚本に作りかえる。,動詞 level3,14605
각서,名詞,ねんしょ【念書】,"相手に対し約束を守ると記した文書。

",名詞 level3,14896
각설이,名詞,カクソリ,街や市場、宴会の場などを歩き回りながら芸を演じたり歌を歌ったりすることで興をそえてお金を物乞いする人を卑しめていう語。,名詞 level3,14921
각설탕,名詞,かくざとう【角砂糖】,"立方体の形に固めた砂糖。

",名詞 level3,14932
각설하다,動詞,,"今までの話をやめて、話題を転換する。
",動詞 level3,14940
각성,名詞,"かくせい【覚醒】。めざめ【目覚め】
","失った意識を取り戻したり、正気に返ること。
",名詞 level3,14947
각성되다,動詞,かくせいする【覚醒する】。めざめる【目覚める】,過ちに気づき、目が覚める。,動詞 level3,14962
각성시키다,動詞,かくせいさせる【覚醒させる】,失っていた意識を取り戻させたり、気を引き締める。 　,動詞 level3,14973
각성제,名詞,かくせいざい【覚醒剤】,"神経を刺激し、睡眠抑制や疲労感軽減などの作用がある薬物。
",名詞 level3,14988
각성하다,動詞,かくせいする【覚醒する】,忘れていた意識を取り戻す。または、眠気を覚ます。,動詞 level3,14994
각시,名詞,はなよめ【花嫁】。しんぷ【新婦】。にいづま【新妻】,結婚したばかりの女性。,名詞 level3,15005
각양각색,名詞,いろとりどり【色とりどり】。さまざま【様様】。いろいろ【色色】,様々な模様と色。,名詞 level3,15014
각인,名詞,"こくいん【刻印】。しるし【印】
","字や絵を刻み付けること。また、刻み付けられた字や絵。
",名詞 level3,15051
각인되다,動詞,こくいんされる【刻印される】。ごくいんされる【極印される】,ある様子が頭の中に刻み付けられたようにはっきり記憶される。,動詞 level3,15066
각인하다,動詞,こくいんする【刻印する】。しるす【印す】,字や絵を刻み付ける。,動詞 level3,15091
각주,名詞,"きゃくちゅう【脚注】。フットノート
",本文の中のある部分の意味を補うためにページの下部に補足して記述する説明。,名詞 level3,15103
각지,名詞,かくち【各地】,それぞれの諸地域。,名詞 level3,15107
각지다,動詞,かどばる【角張る】,物体のふちが丸くなく、四角い形をしている。,動詞 level3,15112
각질,名詞,かくしつ【角質】。ケラチン,動物の肌の表面やうろこ、毛、角、くちばし、爪などを成す硬い物質。,名詞 level3,15121
각처,名詞,かくしょ【各所】,いろいろなところ。,名詞 level3,15132
각축,名詞,かくちく【角逐】。きそいあい【競い合い】,お互い勝とうと立ち向かって争うこと。,名詞 level3,15138
각축장,名詞,かくちくのば【角逐の場】,お互い勝とうと立ち向かって争う場所。,名詞 level3,15144
각축전,名詞,せりあい【競り合い】。せめぎあい【鬩ぎ合い】,勝つため競り合ったり、せめぎ合うこと。,名詞 level3,15150
각파,名詞,かくは【各派】,それぞれの部類。,名詞 level3,15158
각하,名詞,"きゃっか【却下】 | かっか【閣下】
","法律で訴状や申し立て・申請などを退けること。 | 特定の高い地位の官僚を敬って呼ぶ語。
",名詞 level3,"15165,15251"
각하되다,動詞,きゃっかされる【却下される】,法律で訴状や申し立て・申請などが退けられる。,動詞 level3,15255
각하하다,動詞,きゃっかする【却下する】,法律で訴状や申し立て・申請などを退ける。,動詞 level3,15260
간,名詞,かん【刊】,書籍などを印刷して世に出すこと。,名詞 level3,35599
간간이,副詞,ときどき【時時】。ときおり【時折】。ときたま【時たま】,時間を置いて、ときおり。,副詞 level3,35600
간간하다,形容詞,,食欲をそそらせる程度に塩味が利いている。 ,形容詞 level3,35601
간결성,名詞,かんけつせい【簡潔性】,文章や話などにむだがなく、簡潔ではっきりしているさま。,名詞 level3,35603
간결체,名詞,かんけつたい【簡潔体】,むだのない手短な文章で表現されている、簡単ですっきりしている文体。,名詞 level3,35608
간결하다,形容詞,シンプルだ,むだなところがなく、単純で簡単だ。,形容詞 level3,35609
간계,名詞,かんけい【奸計】。わるだくみ【悪巧み】。かんさく【奸策】,自分の利益のためにめぐらす悪いはかりごと。,名詞 level3,35616
간고등어,名詞,しおさば【塩鯖】,塩漬けにしたさば。,名詞 level3,35617
간곡하다,形容詞,ていちょうだ【丁重だ】。ていねいだ【丁寧だ】,態度や姿勢などに切なるものがあって、真心がこもっている。,形容詞 level3,35618
간곡히,副詞,こんこんと【懇懇と】。ていちょうに【丁重に】,真心がこもっている切なる態度や姿勢で。,副詞 level3,35620
간과,名詞,かんか【看過】,大きな関心がなく、ざっと見てそのまま見過ごすこと。,名詞 level3,35621
간과되다,動詞,かんかされる【看過される】。みすごされる【見過ごされる】。みのがされる【見逃される】,大きな関心がなく、ざっと見過ごされる。,動詞 level3,35622
간과하다,動詞,かんかする【看過する】。みすごす【見過ごす】。みのがす【見逃す】,大きな関心がなく、ざっと見て過ごす。,動詞 level3,35623
간교,名詞,かんさく【奸策】。かんけい【奸計】。わるだくみ【悪巧み】,自分の利益のため、人をだましたり害したりする悪いはかりごと。また、そのはかりごとをめぐらすこと。,名詞 level3,35624
간교하다,形容詞,わるがしこい【悪賢い】。ずるがしこい【狡賢い】,自分の利益のために、人をだましたり害したりする悪いはかりごとをめぐらす。,形容詞 level3,35625
간구하다,動詞,,願い求める。 | 祈って切に求める。,動詞 level3,"35627,35628"
간극,名詞,かんげき【間隙】。すきま【隙間】,物と物とのあいだ。 ,名詞 level3,35629
간단명료하다,形容詞,かんたんめいりょうだ【簡単明瞭だ】,簡単で明確だ。,形容詞 level3,35645
간담,名詞,"かんたん【肝胆】
 | こんだん【懇談】","（比喩的に）心のうち。
 | 親しく話し合うこと。また、その話。",名詞 level3,"35646,35647"
간담회,名詞,こんだんかい【懇談会】,親しく話し合う会合。,名詞 level3,35648
간데없다,形容詞,,消えたり、行方が分からなかったりする。,形容詞 level3,56084
간데없이,副詞,"あとかたもなく【跡形もなく】
","消えてどこに行ってしまったかわからず。
",副詞 level3,90385
간드랑간드랑,副詞,ゆらゆら,小さくて軽い物がぶらさがって、ゆっくりと横に揺れ動き続けるさま。,副詞 level3,35649
간드랑간드랑하다,動詞,ゆらゆらする,小さくて軽い物がぶらさがって、ゆっくりと横に揺れ動き続ける。,動詞 level3,35650
간드러지다,形容詞,なまめかしい【艶かしい】,声や動作が人の心を動かすほど、きれいで愛嬌がある。,形容詞 level3,35651
간들간들,副詞,"そよそよと
","風が軽くふくさま。
",副詞 level3,35652
간들간들하다,動詞,そよふく【そよ吹く】,風が穏やかに吹く。,動詞 level3,35653
간들거리다,動詞,そよふく【そよ吹く】,風が穏やかに吹いてくる。,動詞 level3,35654
간들대다,動詞,そよふく【そよ吹く】,風が穏やかに吹いてくる。,動詞 level3,91431
간략하다,形容詞,かんりゃくだ【簡略だ】,簡単で手短だ。,形容詞 level3,35655
간략히,副詞,かんりゃくに【簡略に】,簡単で手短に。,副詞 level3,35656
간명하다,形容詞,かんめいだ【簡明だ】,簡単ではっきりしている。,形容詞 level3,35658
간명히,副詞,"かんめいに【簡明に】
","簡単明瞭に。
",副詞 level3,90386
간발,名詞,"かんいっぱつ【間一髪】
","極めて短い時間、または極めて少ないことを表す語。
",名詞 level3,35659
간밤,名詞,ゆうべ【夕べ】。さくや【昨夜】。さくばん【昨晩】,昨日の夜。,名詞 level3,15456
간부,名詞,かんぶ【幹部】,団体や組織の中で中心となる人。,名詞 level3,16212
간부급,名詞,かんぶレベル【幹部レベル】,団体や組織の中で中心となる人にあたるレベル。,名詞 level3,15485
간부진,名詞,"かんぶじん【幹部陣】
","機関や組織で中核的な位置にいる人の集団。
",名詞 level3,15490
간사,名詞,かんじ【幹事】,他のたくらみがあって、いつわりで人の機嫌をとるような性質。 | 団体の事務上の処理をする職務。また、その職務にある人。,名詞 level3,"15507,15509"
간사스럽다,形容詞,,他のたくらみがあって、いつわりで人の機嫌をとるような性質がある。,形容詞 level3,15511
간사하다,形容詞,,原則なく自分の利益によって変わる性質がある。 | 他の腹積もりがあって、いつわりで人の機嫌をとるような性質がある。,形容詞 level3,"15623,15577"
간석지,名詞,ひがた【干潟】。しおひがた【潮干潟】,潮がひいた時に現れる広く平たんな泥地。,名詞 level3,15579
간선,名詞,かんせん【幹線】,"「間接選挙」の略。
 | 道路・水道・電話・鉄道などで主要な道筋となる線。 ",名詞 level3,"90876,15580"
간선제,名詞,,「間接選挙制度」の略。,名詞 level3,15581
간소하다,形容詞,かんそだ【簡素だ】,簡単で質素だ。,形容詞 level3,15515
간소화,名詞,かんそか【簡素化】,簡単で質素になること。また、そうすること。,名詞 level3,15521
간소화되다,動詞,かんそかされる【簡素化される】,簡単で質素になる。,動詞 level3,15525
간소화하다,動詞,かんそかする【簡素化する】,簡単で質素にする。,動詞 level3,15530
간수,名詞,"にがり【苦汁】。にがしお【苦塩】 | かんしゅ【看守】
","物の保管に気をつけること。 | 空気中の水分と結びついて、塩から溶け出した苦みをもつ塩辛い水。 | 貴いものを大切にし、きちんと守ること。
",名詞 level3,"15533,15539,88837"
간수하다,動詞,,物の保管に気をつける。 | 大切なものを大事にし、きちんと守る。,動詞 level3,"15572,15575"
간신,名詞,かんしん【奸臣】。ねいしん【佞臣】,"国家より個人の利益を優先し、密かに悪巧みをもち、それを達成するために尽力する臣下。
",名詞 level3,15569
간신배,名詞,かんしんのはい【奸臣の輩】,"国家より個人の利益を優先し、密かに悪巧みをもち、それを達成するため尽力する臣下の輩。
",名詞 level3,15562
간악하다,形容詞,かんあくだ【奸悪だ】,ずるくて悪い。,形容詞 level3,15564
간암,名詞,かんぞうがん【肝臓癌】。かんがん【肝癌】 , 肝臓に発生する癌。 ,名詞 level3,15557
간언,名詞,かんげん【諌言】。ちゅうげん【忠言】。ちょくげん【直言】 ,"目上の人や王様に過ちを直すように言う言葉。
",名詞 level3,15551
간언하다,動詞,かんげんする【諫言する】。いさめる【諌める】。ちゅうこくする【忠告する】。いましめる【戒める・誡める】,"目上の人や王様に過ちを直すように言う。
",動詞 level3,15553
간여,名詞,かんよ【関与・干与】。かんしょう【干渉】,"他人の事に立ち入り関わりあうこと。
",名詞 level3,15548
간여하다,動詞,かんよする【関与・干与する】。かかわる【関わる】。かんけいする【関係する】,他人の事に立ち入り関わり合う。 ,動詞 level3,15546
간염,名詞,かんえん【肝炎】。かんぞうえん【肝臓炎】 ,肝臓に発生する炎症。,名詞 level3,15542
간음,名詞,かんいん【姦淫】。みっつう【密通】。しつう【私通】,不貞な性的関係を持つこと。主に結婚した人が自分の夫や妻ではない人と性関係を持つこと。,名詞 level3,14039
간음죄,名詞,かんいんざい【姦淫罪】,法律で、不貞な性的関係を持つことにより成り立つ罪。,名詞 level3,14041
간음하다,動詞,かんいんする【姦淫する】。みっつうする【密通する】,不貞な性的関係を持つ。主に結婚した人が自分の夫や妻ではない人と性関係を持つ。,動詞 level3,14043
간장,名詞,かんぞう【肝臓】。きも【肝】,"肺と胃の間に位置して消化を助ける物質を作り出し、体の血を浄化して毒をなくす役割をする身体器官。
",名詞 level3,14049
간절히,副詞,"せつに【切に】
","情と心を極めて。
",副詞 level3,14051
간접,名詞,かんせつ【間接】。とおまわし【遠回し】。えんきょく【婉曲】,二つが直接繋がらず、何かを経由して繫がること。,名詞 level3,16216
간접 선거,,かんせつせんきょ【間接選挙】	,"一般選挙人によって選挙された中間選挙人が候補者を選ぶ方式の選挙。
",level3,90877
간접 선거 제도,,かんせつせんきょせいど【間接選挙制度】	,"一般選挙人が中間選挙人を選出し、その人たちが代表として選挙を行う制度。
",level3,85054
간접 인용,,かんせついんよう【間接引用】,"他人の言葉を現在話している人の観点で解釈し、調整して引用すること。 
",level3,19895
간접세,名詞,かんせつぜい【間接税】 ," 一部商品の消費や流通に税金をかけて、商品を購入・使用する人が支払う税金。 
",名詞 level3,14054
갈가리,副詞,きれぎれに【切れ切れに】。ずたずたに。やつざきに【八つ裂きに】,細かくいくつにも千切れているさま。,副詞 level3,15230
갈겨쓰다,動詞,はしりがきする【走り書きする】。なぐりがきする【殴り書きする】,字を読みにくいほど、急いで乱暴に書く。,動詞 level3,15241
갈고닦다,動詞,みがきあげる【磨き上げる】,学問、才能などを一生懸命に学び、身につける。,動詞 level3,15254
갈구,名詞,,何かを切に望み求めること。,名詞 level3,15264
갈구다,動詞,いじめる。いびる。いやがらせをする【嫌がらせをする】,"他人を苦しめたり、さいなむことを俗にいう語。
",動詞 level3,15277
갈구하다,動詞,よびもとめる【呼び求める】。かつぼうする【渇望する】。かっきゅうする【渇求する】,何かを切に望み求める。,動詞 level3,15279
갈그락갈그락,副詞,ごしごし,どこかにくっ付いているものをひっきりなしにこする音。,副詞 level3,15281
갈기,名詞,たてがみ【鬣】,馬やライオンなどの首や背中にはえた長い毛。,名詞 level3,14577
갈기갈기,副詞,ちぎれちぎれに【千切れ千切れに】。きれぎれに【切れ切れに】,細かくいくつにも千切れているさま。,副詞 level3,14578
갈기다,動詞,ぶんなぐる【ぶん殴る】。ひっぱたく,人間や動物の体などを拳骨か鞭などで殴ったり、叩く。,動詞 level3,14579
갈다,動詞,とぐ【研ぐ】 | たがやす【耕す】。すく。すきおこす【すき起こす】,刃物を鋭くするために、他のものに擦る。 | 農機具で田畑の土を掘り起こす。,動詞 level3,"62334,14580"
갈대,名詞,あし・よし【葦・芦・蘆】,湿地や水辺に森をなして育つ、茎が細く、背の高い草。,名詞 level3,14688
갈라놓다,動詞,ひきはなす【引き離す】,二人を離れさせたり、仲を疎遠にさせる。,動詞 level3,14692
갈라서다,動詞,わかれる【分かれる】,人々がそれぞれ別の方に分かれる。 ,動詞 level3,14695
갈래,名詞,,一つのものが二つ以上に分離された部分または分枝。,名詞 level3,15292
갈래갈래,副詞,ちぎれちぎれに【千切れ千切れに】。ずたずたに。ばらばらに,いくつもの筋に引き裂かれたり、破れているさま。,副詞 level3,14706
갈리다,動詞,かすれる | わかれる【分かれる】。われる【割れる】 | いれかわる【入れ代わる・入れ替わる】 | とがれる【研がれる】。みがかれる【磨かれる】,濁って、われている音がする。 | 一つにまとまったものが区分されて、別々になる。 | 他のものや他の人に取って代わる。 | 堅い物の外が削られて鋭くなったり、少しずつ小さくなる。 ,動詞 level3,"14708,14709,14710,14711"
갈망,名詞,かつぼう【渇望】,心から願うこと。,名詞 level3,14717
갈망하다,動詞,かつぼうする【渇望する】,心から願う。,動詞 level3,14718
갈무리,名詞,かたづけ【片付け】。しまつ【始末】。せいり【整理】。ほかん【保管】,何かをよく片付けて保管すること。,名詞 level3,14720
갈무리되다,動詞,かたづけられる【片付けられる】。せいりされる【整理される】。ほかんされる【保管される】,何かがよく片付けられて保管される。,動詞 level3,14723
갈무리하다,動詞,かたづける【片付ける】。せいりする【整理する】。ほかんする【保管する】,何かをよく片付けて保管する。,動詞 level3,14725
갈바람,名詞,あきかぜ【秋風】,"秋に吹く爽やかで涼しい風。
",名詞 level3,14727
갈밭,名詞,あしはら【葦原】,"葦が多く出ている所。
",名詞 level3,14728
갈아엎다,動詞,ほりかえす【掘り返す】。たがやしかえす【耕し返す】。すきかえす【すき返す】。すきおこす【すき起こす】,土地を掘って、土を裏返す。,動詞 level3,14755
갈앉다,動詞,しずむ【沈む】。ちんでんする【沈殿する】。ちんぼつする【沈没する】,液体の上に浮いていたり、混ざっていたものが底におりる。,動詞 level3,14776
갈이,名詞,たがやし【耕し】。ほりおこし【掘り起し】,牛や機械で田畑をすくこと。,名詞 level3,14783
갈잎,名詞,かれは【枯れ葉】,葉の広い木の枯れた葉。,名詞 level3,14784
갈채,名詞,かっさい【喝采】,大きい声を出したり拍手をして、ほめたり歓迎すること。,名詞 level3,14789
갈취,名詞,ゆすり【強請】。たかり【集り】,脅かして、人のものを無理やり奪い取ること。,名詞 level3,14790
갈취하다,動詞,ゆする【強請る】。たかる【集る】,脅かして、人のものを無理やり奪う。,動詞 level3,14807
갈퀴,名詞,くまで【熊手】,針金や竹の切れを編んで作り、落葉や穀物などを掻き寄せるのに使う、扇の骨の形をした道具。,名詞 level3,14824
갈팡질팡,副詞,うおうさおう【右往左往】。うろうろ。おろおろ。まごまご,どうしたら良いか分からずに、あちらこちら迷うさま。,副詞 level3,14826
갈팡질팡하다,動詞,うおうさおうする【右往左往する】。うろうろする。おろおろする。まごつく,どうしたら良いか分からずに、あちらこちら迷う。,動詞 level3,15012
갈피,名詞,"あいだ【間】
","重なっているものの一つ一つの間。
",名詞 level3,15019
갉다,動詞,かじる【齧る】,鋭いもので少しずつ掻いたり、噛み取る。,動詞 level3,15053
갉아먹다,動詞,かすめとる【掠め取る】,人のものを悪い方法で奪い取る。,動詞 level3,15069
감,名詞,かん【感】。かんじ【感じ】。おもい【思い】,物事に対する感じや考え。,名詞 level3,16271
감각 기관,,かんかくきかん【感覚器官】,動物の体で外部の刺激を感じとる器官。,level3,15126
