word,pos,meaning,definition,target_codes
간병,名詞,かんびょう【看病】。みとり【看取り】,病人に付き添って世話をすること。,15460
간병인,名詞,かいごしゃ【介護者】。かいごにん【介護人】,病人の世話をする人。,15463
간병하다,動詞,かんびょうする【看病する】。みとる【看取る】,病人に付き添って世話をする。,15474
간섭,名詞,かんしょう【干渉】,関係がない他人のことに口出しすること。,16417
간섭하다,動詞,かんしょうする【干渉する】,関係がない他人のことに口出しする。,15616
간식거리,名詞,おやつ。かんしょく【間食】,食事以外に簡単に食べるもの。,15567
간신히,副詞,,辛うじて、やっと。,16213
간이,名詞,かんい【簡易】。かんりゃく【簡略】。かんたん【簡単】,基本的なものだけ備え、簡単かつ便利であること。,14044
간이식,名詞,かんいしき【簡易式】。りゃくしき【略式】,基本的なものだけ備え、簡単かつ便利な方式。また、そのような施設。 ,14046
간이식당,名詞,かんいしょくどう【簡易食堂】。たいしゅうしょくどう【大衆食堂】,"基本的なものだけ備え、簡単に食べることができるうえ、価格の安い食べものを売っているところ。
",14047
간장,名詞,,"肝臓と腸。
",19885
간절하다,形容詞,せつじつだ【切実だ】,真心や心などがとても深い。,14050
간접 경험,,かんせつけいけん【間接経験】  ,"体で直接体験して得られたものではなく、文章や言葉、映画などを通して獲得した経験。
",14320
갇히다,動詞,とじこめられる【閉じ込められる】。かんきんされる【監禁される】,ある空間や状況から抜け出せなくなる。,15404
갈고리,名詞,かぎ【鉤】,何かを引っ掛けたり、引っ張るのに使う、先が尖って曲がっている道具。,15261
갈다,動詞,とりかえる【取り替える・取り換える】。はりかえる【張り替える】,既存の物を取り除いて、他の物に替える。,59937
갈대밭,名詞,あしはら・あしわら・よしはら・よしわら【葦原】,あしの多く群がっている所。,14689
갈대숲,名詞,あしのしげみ【葦の茂み】,あしの多く生い茂っている森。,14690
갈등,名詞,かっとう【葛藤】,互いの意見が食い違って、対立すること。,16223
갈등하다,動詞,かっとうする【葛藤する】,互いの意見が食い違って、対立する。,14691
갈라지다,動詞,われる【割れる】。さける【裂ける】。ひびがはいる【ひびが入る】,一つだったものに割れ目ができたり、隙間が生じて裂ける。,14701
갈림길,名詞,"わかれみち【別れ道】。わかれめ【分かれ目】
","いくつかに分かれる道。また、道が分かれる所。
",14714
갈매기,名詞,カモメ【鴎】,腹部は白く、翼と背部は灰色で、魚をとらえて食べる海辺にすむ水鳥。,14719
갈비뼈,名詞,ろっこつ【肋骨】。あばらぼね【あばら骨】,"胸の部分にある弓模様の12対の骨。
",14729
갈비씨,名詞,やせっぽち【痩せっぽち】,"骨だけが残っているかのように、非常にやせている人をあざけっていう語。
",14737
갈빗대,名詞,,"胸の部分にある弓模様の数個の長い骨。
",14742
갈수록,副詞,ますます【益益】。しだいに【次第に】。だんだん【段段】,時間がたつにつれて次第にもっと。,15434
갈아입히다,動詞,きがえさせる【着替えさせる】,着ている服を脱がせて、別の服に替えて着せる。,14769
갈이,名詞,かえ【代え・替え・換え】,古びたり、使えなくなった部分を新しいものに取り替えること。,14782
갈증,名詞,かわき【渇き】,喉がかわいて水が飲みたくなる感じ。,14864
갈치,名詞,たちうお【太刀魚】,長くて平たい銀白色の海魚。,14812
감,名詞,"きじ【生地】。じ【地】
","衣服や布団などの材料に使う布。
",15088
감각,名詞,かんかく【感覚】,目、鼻、耳、舌、肌を通じて刺激を感じること。,15430
감각하다,動詞,かんかくする【感覚する】。かんじる【感じる】。ちかくする【知覚する】,目、鼻、耳、舌、肌を通じて刺激を感じる。,15159
감감무소식,名詞,おんしんふつう【音信不通】。しょうそくふめい【消息不明】。なしのつぶて【梨のつぶて】,消息や連絡が全くない状態。,15242
감귤,名詞,かんきつ【柑橘】,黄色の皮に包まれ、酸味があって甘酸っぱい冬の果物。,15357
감기다,動詞,"とざされる【閉ざされる】
 | とじさせる【閉じさせる】 | あらわせる【洗わせる】","まぶたで目が覆われる。
 | 人のまぶたを下して目をふさぐ。 | 髪や体を水で洗わせる。","15363,15365,15366"
감나무,名詞,かきのき【柿の木】,柿の実る木。,17217
감다,動詞,まく【巻く】,ある物を他の物に絡み付ける。,16274
감독,名詞,"かんとく【監督】
","仕事や人が間違わないように見て取り締まること。
",15979
감독하다,動詞,かんとくする【監督する】,仕事や人が間違わないように見て取り締まる。,18910
감동,名詞,"かんどう【感動】。かんげき【感激】
","強く感じて心が動くこと。
",70709
감동시키다,動詞,かんどうさせる【感動させる】,強く胸を打って心を動かさせる。,18920
감동적,冠形詞/名詞,かんどうてき【感動的】 | かんどうてき【感動的】,強く胸を打たれ心を動かされること。 | 強く胸を打たれ心を動かされるさま。,"15451,15449"
감동하다,動詞,かんどうする【感動する】,強く胸を打たれて、心が動かされる。,18922
감별,名詞,かんべつ【鑑別】,よく調べてその価値や真偽を見分けること。,14199
감별되다,動詞,かんべつされる【鑑別される】,よく調べられてその価値や真偽が見分けられる。,14201
감별력,名詞,かんべつりょく【鑑別力】,よく調べてその価値や真偽を見分ける能力。,14200
감별하다,動詞,かんべつする【鑑別する】,よく調べてその価値や真偽を見分ける。,14202
감사장,名詞,かんしゃじょう【感謝状】,功労がある人に感謝の意を記して与える文書。,14226
감사히,副詞,"ありがたく
","有難い気持ちで。
",14231
감상,名詞,かんしょう【鑑賞】。かんしょう【観賞】。かんらん【観覧】,"芸術作品や景色などを楽しみ、理解して評価すること。
",85862
감상문,名詞,かんそうぶん【感想文】,物事や現象を見たり聞いたりした後で感じたことを書いた文。,14420
감상법,名詞,かんしょうほう【鑑賞法】,芸術作品や美しい対象を楽しみ、理解して評価する方法。,14422
감상자,名詞,かんしょうしゃ【鑑賞者】,芸術作品の美しさを理解して楽しみ、評価する人。,14428
감상하다,動詞,かんしょうする【鑑賞する】。かんしょうする【観賞する】。かんらんする【観覧する】,芸術作品や景色などを楽しみ、理解して評価する。,59945
감상회,名詞,かんしょうかい【鑑賞会】,芸術作品の美しさを楽しみ、評価する会。,14467
감색,名詞,かきいろ【柿色】,"完熟した柿の実の色に似た、黄色を帯びた赤い色。
",27999
갑,名詞,"はこ【箱】。こばこ【小箱】。ケース
","物を入れる小さい箱。
",14862
갑작스럽다,形容詞,"おもいがけない【思いがけない】。とつぜんだ【突然だ】。よきしない【予期しない】。ふいだ【不意だ】
","出来事が急に起こって意外だ。
",16188
갑작스레,副詞,"きゅうに【急に】・いきなり
","あることが急におこって意外な感じがするように。
",23022
값비싸다,形容詞,こうかだ【高価だ】,値段が高い。,23028
값싸다,形容詞,やすっぽい【安っぽい】,物事を買うか使うのにかかる費用が少ない。,16179
갓길,名詞,ろかた・ろけん【路肩】,大きい道路や高速道路の両端に、故障した車や急に行かなくてはならない車のために造られた路面。,23035
갓난아기,名詞,あかんぼう【赤ん坊】。あかご【赤子】。しんせいじ【新生児】,生まれて間もない赤ちゃん。,23038
갓난아이,名詞,あかんぼう【赤ん坊】。あかご【赤子】。しんせいじ【新生児】,生まれて間もない赤ちゃん。,85055
갓난애,名詞,あかんぼう【赤ん坊】。あかご【赤子】。しんせいじ【新生児】,生まれて間もない赤ちゃん。,23039
강-,接辞,きょう【強】	,"「とても強い」または「ひどい」という意を付加する接頭辞。
",72349
강가,名詞,かわべ【川辺】。かわぎし【川岸】。かわばた【川端】,"川の縁の土やその付近。
",23041
강남,名詞,こうなん【江南】,川の南の地域。,14853
강낭콩,名詞,いんげんまめ【隠元豆】,長いさやの中に白や桃色、茶色の細長い大きな豆が入っている植物。また、その豆。,17489
강더위,名詞,もうしょ【猛暑】。むしあつさ【蒸し暑さ】,長い期間雨が降らず、強い日照りの蒸し暑さ。,17515
강도,名詞,"こうど【硬度】。かたさ【硬さ】 | ごうとう【強盗】
","鉄類などの硬さと強さ。 | 暴行や脅迫などで他人の財物を奪う泥棒。
","20961,91524"
강도범,名詞,ごうとうはん【強盗犯】,暴力や脅迫などの強制的な手段で他人の金品を奪う罪を犯した人。,20962
강도질,名詞,ごうとう【強盗】。おしこみ【押し込み】,強盗を働くこと。,17517
강된장,名詞,カンテンジャン,テンジャンに牛肉やキノコなどを入れた後、ダシ汁で煮詰めたもの。,17519
강물,名詞,"こうすい【江水】
","大河に流れる水。
",62662
강바닥,名詞,かわぞこ【川底】,川の底。,20974
강바람,名詞,かわかぜ【川風】,川の周りから吹いてくる風。,17509
강변,名詞,かわべ【川辺】。かわぎし【川岸】,川の両側に接する地。,15455
강북,名詞,こうほく【江北】,川の北側の地域。,15457
강사,名詞,こうし【講師】 | こうし【講師】,講演会で講演をする人。 | 学校や塾などの授業で生徒・学生を教える人。,"19179,16199"
강사진,名詞,こうしじん【講師陣】,講義をする人たち。,19630
갖가지,名詞,いろいろ【色色】。さまざま【様様】。たよう【多様】,"色々。
",15706
갖다주다,動詞,もってきてやる【持ってきてやる】。もってきてくれる【持ってきてくれる】,何かを持ってきてやる。または持って来てくれる。,601033
갖추다,動詞,そなえる【備える】。ぐびする【具備する】。そろえる【揃える】,必要なものを作ったり、持ったりする。,15709
같이하다,動詞,いっしょにする【一緒にする】。ともにする【共にする】,誰かとともに同じことをして時間を過ごす。,15721
개고생,名詞,くきょう【苦境】。くなん【苦難】。くろう【苦労】,非常に厳しくてきつい苦労をすること。,22829
개교,名詞,"かいこう【開校】
",学校を新設して運営を始めること。,23121
개교기념일,名詞,かいこうきねんび【開校記念日】,毎年開校した日と同じ日に、学校を建てたことを記念する日。,23751
개교식,名詞,かいこうしき【開校式】,学校を初めて建てた日を祝う行事。,23731
개교하다,動詞,かいこうする【開校する】,学校を新設して運営を始める。また、学校が新設されて運営が始まる。,23698
개구리,名詞,"かえる・かわず【蛙】
","水田や河川などに住み、4本の足の指に水かきがあって泳ぎが上手で、後ろ足が長くて走りが上手で、鳴のうを膨らませて鳴く動物。

",64364
개구리헤엄,名詞,かえるおよぎ【蛙泳ぎ】。ひらおよぎ【平泳ぎ】,蛙が泳ぐように体を下向きにして両手で水を掻き分け、同時にちぢめた両足を開閉する泳法。,23727
개구멍,名詞,いぬくぐり【犬潜り】,塀や垣根、大門などの下の方に犬が出入りできるほどの大きさで設けられている小さい穴。,23118
개구쟁이,名詞,わんぱく【腕白】。がき。いたずらっこ【悪戯っ子】,悪戯がひどくて意地悪い子。,23753
개국,依存名詞,かこく【ヶ国】,国を数える単位。,64518
개그맨,名詞,"ギャグマン
",演劇やテレビ番組などで、滑稽な言葉や行動で人を笑わせる人。,23756
개그우먼,名詞,"ギャグウーマン
",演劇やテレビ番組などで、滑稽な言葉や行動で人を笑わせる女の人。,23081
개꿈,名詞,,特別な意味もなく、つまらなくてまとまりのない夢。,23765
개나리,名詞,レンギョウ,"早春に葉が出てくる前に、垂れ下がった長い枝に黄色い花が鈴なりについている木。また、その花。
",64519
개나리꽃,名詞,れんぎょうのはな【れんぎょうの花】,早春、長く伸びた枝に咲く黄色い花。,23077
개념,名詞,がいねん【概念】。コンセプト,"ある事実や観念、物事に対する多くて具体的な例や特性を通じて得た一般的な知識や考え。
",23768
개다,動詞,はれる【晴れる】 | たたむ【畳む】,雪、雨、霧などが消えてなくなって、曇っていた天気が良くなる。 | 服や布団などをきちんと折り返して重ねる。,"15732,23416"
개똥,名詞,"いぬのくそ【犬の糞】
","犬のフン。
",23427
개미,名詞,"あり【蟻】
","主に這って移動し、地中に穴を掘って集団生活をする、小さくて胴体が細い昆虫。
",15737
객관적,冠形詞/名詞,"きゃっかんてき【客観的】
 | きゃっかんてき【客観的】	","個人の思い込みや感情に偏ることなく、事柄や物事をそのまま見たり考えたりすること。 | 個人の思い込みや感情に偏ることなく、事柄や物事をそのまま見たり考えたりするさま。
","15801,15793"
갤러리,名詞,"ギャラリー。がろう【画廊】
","美術作品を専門的に展示する施設。
",22513
갸름하다,形容詞,ほそながめだ【細長めだ】,"やや細くて長めである。

",21242
걔,品詞なし,あいつ。あのこ【あの子】。そいつ。【その子】	,"｢그 아이｣の縮約形。
",64369
거,代名詞,それ	,"聞き手の近くにあるか聞き手が考えている物事をさす語。
",66342
거꾸로,副詞,"ぎゃくに【逆に】
","順序、方向、位置が反対になるように。
",15804
거대,名詞,"きょだい【巨大】
",ものすごく大きいこと。,26384
거대하다,形容詞,きょだいだ【巨大だ】,"ものすごく大きい。
",15810
거들다,動詞,てつだう【手伝う】。てだすけする【手助けする】,他人の仕事に手を貸す。,15815
거래,名詞,とりひき【取引】,お金や物を取り交わしたり、売り買いすること。,26752
거래되다,動詞,とりひきされる【取引される】,物が売り買いされる。,26755
거래처,名詞,とりひきさき【取引先】,持続的にお金や商品などを売買する相手側。,26764
거래하다,動詞,とりひきする【取引する】,お金や物を取り交わしたり、売り買いしたりする。,26766
거리감,名詞,きょりかん【距離感】,ある対象と一定距離に離れていると感じる感情や感覚。 ,26800
거리거리,名詞,まちまち【街街】,色々な街。街ごと。,26803
걱정스럽다,形容詞,しんぱいだ【心配だ】,"よくないことがあるのではないかと思って、恐ろしくて不安だ。

",15869
건,品詞なし,それは。そりゃ。あれは。ありゃ	,"｢그것은｣の縮約形。
",66933
건강 보험,,けんこうほけん【健康保険】,病気や事故などで治療を受けたとき、治療のために使われた費用などを補償してくれる保険。,600526
건강 진단,,けんこうしんだん【健康診断】	,"健康の維持、疾病の早期発見や予防などの目的で心身の状態を検査すること。　
",21629
건강미,名詞,けんこうび【健康美】,健康な身体から感じられる美しさ。,21620
건강식,名詞,けんこうしょく【健康食】,健康を維持したり回復させる目的で特別に用意した食事。,21723
건강식품,名詞,けんこうしょくひん【健康食品】,健康の維持はもちろん、さらに健康になるために摂取する食品。,21626
건강히,副詞,"げんきに【元気に】
","体や精神に異常なく、丈夫に。
",21671
건너,名詞,"むこう【向こう】
",ある地点の向こう側。,15874
건너다니다,動詞,わたる【渡る】。よこぎる【横切る】,"道や川などを渡って行き来する。
",21804
건넌방,名詞,,板の間を間にして居間と向かい合っている部屋。,15878
건널목,名詞,ふみきり【踏み切り】,鉄路や道路が交差するところに、道路を利用していた人々が鉄路を渡れるように設けたところ。 ,21822
건넛마을,名詞,となりのむら【隣の村】。りんそん【隣村】,隣に位置している村。,21654
건넛집,名詞,むかいのいえ【向かいの家】,道を間にして向かい合っている家。,21735
건네다,動詞,わたす【渡す】。てわたす【手渡す】,"他の人にお金や物を与える。
",15879
건네받다,動詞,わたされる【渡される】。てわたされる【手渡される】,"他の人にお金や物を与えてもらう。

",21658
건네주다,動詞,わたす【渡す】。てわたす【手渡す】,"他の人にお金や物を与える。
",15884
건달,名詞,ごろつき。ごろ。よたもの【与太者】,職業を持たずあちこちをうろついて他人から金品をゆすり、援助をもらって生きていく人。,23614
건더기,名詞,ぐ【具】,あつもの、チゲ料理といった汁物に入っている肉や野菜などの副材料。,23616
건드리다,動詞,さわる【触る】。ふれる【触れる】,手を軽くつけたり、何かをかざしたりする。,16289
건반,名詞,"けんばん【鍵盤】
",ピアノやオルガンなどの楽器で、指で押したり叩くことで音を出せるようにした部分。,23625
건방,名詞,なまいき【生意気】,身の程知らずで出しゃばったり度を過ぎて自慢げに振る舞う態度。,23627
건배,名詞,かんぱい【乾杯】,多くの人が喜ばしいことをお祝いしたり、願いがかなうように願いながら一緒に杯をかわすこと。,23629
건배하다,動詞,かんぱいする【乾杯する】,"多くの人が喜ばしいことをお祝いしたり、願いがかなうように願いながら一緒に杯をかわす。 
",23637
건빵,名詞,かんパン【乾パン】,携帯し易いように水分をなくして固く作った小さくて四角い菓子。,23638
건설,名詞,けんせつ【建設】,建物や施設を新たに建てること。,15888
건설되다,動詞,けんせつされる【建設される】,"建物や施設が新たに建てられる。 
",15892
건설하다,動詞,けんせつする【建設する】,"建物や施設を新たに建てる。 
",15897
건전지,名詞,かんでんち【乾電池】。バッテリー,カメラ・ラジオ・懐中電灯などに用いる、電気を起こす小さい物。,25215
걷기,名詞,とほ【徒歩】。あるき【歩き】,歩くこと。,15918
걷다,動詞,まきあげる【巻き上げる】。まくる【捲る】 | とりいれる【取り入れる・穫り入れる】,"垂れ下がったり広げられたりしているものを、引き上げたり巻いたりして上にあげる。
 | 熟れた穀物や果実を収穫する。
","15920,15933"
걷히다,動詞,はれる【晴れる】,"雲や霧などが消えてなくなる。
",25394
걸다,動詞,かける【掛ける】,"ある物を落ちないようにどこかにつけてぶら下げる。
",65528
걸레,名詞,ぞうきん【雑巾】,汚いものや水気をふき取るときに使う布切れ。,25448
걸레질,名詞,ぞうきんがけ【雑巾がけ】,雑巾で汚れを拭き取ったり、こぼれ落ちた液体を拭い取ること。,25481
걸레질하다,動詞,ぞうきんがけする【雑巾がけする】,"雑巾で汚れを拭き取ったり、こぼれ落ちた液体を拭い取ったりする。 
",25527
걸상,名詞,こしかけ【腰掛】。いす【椅子】,人が座るために作った器具。,25535
걸치다,動詞,かかる【掛かる】,"太陽、月、雲が山や峠などに乗っている。
",16301
검다,形容詞,くろい【黒い】,光のない夜空のように色が暗くて濃い。,62259
검도,名詞,けんどう【剣道】,二人が竹刀で相手を打ったり突いたりして勝敗を争う競技。,25126
검사,名詞,けんじ【検事】,犯罪を捜査して犯人を告発する公務員。,15934
검사기,名詞,けんさき【検査機】,検査をするのに使う機械。,25254
검사대,名詞,"けんさだい【検査台】
",ものを上に載せて検査をするのに使う台。,25249
검사소,名詞,けんさじょ【検査所】,検査をする機関や場所。,25245
검사장,名詞,けんさじょう【検査場】,検査をする場所。,25241
검색,名詞,"けんさく【検索】。そうさく【捜索】
","不審な人や物を調べること。
",25229
검색어,名詞,けんさくワード【検索ワード】,"主にインターネット上で入力する、探そうとする資料と関連した単語。
",25217
검색하다,動詞,けんさくする【検索する】,"不審者やその人の所持品を確認して検査する。 
",25210
검은깨,名詞,クロゴマ【黒胡麻】,黒い色のゴマ。,30053
검은빛,名詞,くろいろ【黒色】,光がない時の夜空や墨のような色。,30054
검정,名詞,くろ【黒】,光がない時の夜空や、墨のような色。,30057
검토,名詞,"けんとう【検討】
",内容を詳細に調べ考えること。,15936
검토되다,動詞,けんとうされる【検討される】,"ある事実や内容が詳細に調べられて分析される。
",30084
검토하다,動詞,けんとうする【検討する】,"ある事実や内容を詳細に調べて分析する。
",30086
겁,名詞,"おじけ・おぞけ【怖気】。きょうふしん【恐怖心】
","怖くて不安な気持ち。
",62260
겁나다,動詞,こわがる【怖がる】。おそれる【恐れる】。おびえる【怯える】,"怖くて恐ろしいと思う。
",15937
겁쟁이,名詞,おくびょうもの【臆病者】。よわむし【弱虫】。こわがり【怖がり】,物事に対してすぐ怖がる小心者。,31325
겁주다,動詞,おどかす【脅かす】,"相手を恐れさせる。
",31326
겉감,名詞,おもてじ【表地】,衣服や布団などの表に用いる布地。,31330
겉멋,名詞,だて【伊達】。みえ【見栄・見え】,中身はないまま見かけだけ派手な服装や振る舞いをすること。,31338
겉면,名詞,がいめん【外面】。ひょうめん【表面】,物の外側の面。または、物の外から見える面。,31339
겉모습,名詞,がいぼう【外貌】。見かけ【みかけ】。がいかん【外観】,外から見える姿。,31340
겉모양,名詞,がいぼう【外貌】。見かけ【みかけ】。がいかん【外観】,外から見える模様。,31342
겉옷,名詞,うわぎ【上着】。がいい【外衣】,一番外側に着る服。,31346
겉표지,名詞,"ひょうし【表紙】。おもて【表】
","本や文書などの外装の部分。
",31352
겉핥기,名詞,なまかじり【生かじり】。かいなで【掻い撫で】。ひそうてき【皮相的】,内容を正しく把握せず上辺だけを見ること。,31353
게,名詞,"かに【蟹】
","全身が硬い殻に包まれていて、足が10本あって横向きに歩行する動物。
",15940
게다가,副詞,"さらに
","その上に。
",62261
게시,名詞,けいじ【掲示】,多くの人に見てもらうために掲げて公開すること。,26957
게시되다,動詞,けいじされる【掲示される】,多くの人に見てもらうために掲げられて公開される。,26963
게시물,名詞,けいじぶつ【掲示物】,多くの人に見てもらうために掲げて公開した物や文。,600514
게시판,名詞,けいじばん【掲示板】,お知らせを多くの人に知らせるために貼っておく板。,15943
게시하다,動詞,けいじする【掲示する】,多くの人に見てもらうために掲げて公開する。,26968
게으름,名詞,なまけ【怠け】。おこたり【怠り】。ぶしょう【不精】。ものぐさ,身体を動かしたり仕事をするのを面倒くさがる態度や習慣。,28434
게으름뱅이,名詞,なまけもの【怠け者】。ぶしょうもの【無精者】。ものぐさ,怠ける人を卑しめていう語。,28436
게이트,名詞,"ゲート
","飛行機に乗るときの搭乗口。
",28440
겨,名詞,"ぬか【糠】。こめぬか【米糠】
","稲、麦などの穀物をつくとき、剥がれ出る薄い皮。
",28454
겨드랑,名詞,わき【脇】。わきのした【脇下】,肩からつながる両腕の付け根のすぐ下のくぼんだ所。,28459
겨우,副詞,"やっと
","大変苦労して。
",62262
겨우겨우,副詞,"やっと
","過度に大変で、苦労して。
",28467
겨울맞이,名詞,ふゆたいさく【冬対策】。さむさたいさく【寒さ対策】,冬を迎える前に色々な準備をしておくこと。,28474
겨울새,名詞,ふゆどり【冬鳥】,冬を韓国で過ごす渡り鳥。,28478
겨울용,名詞,ふゆよう【冬用】,"特に冬に使うもの。
",28479
겨울잠,名詞,とうみん【冬眠】。ふゆごもり【冬篭り】,冬季間を過ごすために動物が活動を停止して眠ること。,28482
겨울철,名詞,とうき【冬季】,冬の季節。,28483
겨자,名詞,からしな【芥子菜】,種が香料や薬として使われる、黄色い花の咲く植物。,15952
격려,名詞,げきれい【激励】,勇気や意欲がわくように励まして奮い立たせること。,28800
격려되다,動詞,げきれいされる【激励される】。はげまされる【励まされる】。ゆうきづけられる【勇気付けられる】,"勇気や意欲がわくように励まされて奮い立たせられる。
",28801
격려하다,動詞,げきれいする【激励する】。はげます【励ます】。ゆうきづける【勇気付ける】,"勇気や意欲がわくように励まして奮い立たせる。
",28802
격일,名詞,"かくじつ【隔日】
",一日おき。また、途中に一日ずつ間をおくこと。,33050
격일제,名詞,"かくじつせい【隔日制】
",ある事を二日に一度ずつする制度。,33051
겪다,動詞,へる【経る】。あじわう【味わう】,"苦難や重要な状況に遭って、それを経験する。
",15956
견과류,名詞,けんかるい【堅果類】,"硬い殻に包まれている木の実の種類。
",29682
견디다,動詞,たえる【耐える】。しのぶ【忍ぶ】。こらえる【堪える】,"つらいことや苦しいことを我慢して生きていく。
",64366
견학,名詞,けんがく【見学】,"あることと関連した所を直接訪問して見て習うこと。
",30242
견학하다,動詞,けんがくする【見学する】,"あることと関連した所を直接訪問し、見て習う。
",30254
견해,名詞,"けんかい【見解】
",人や物事、現象に対してそれぞれ持つ意見や考え方。,15962
결과적,冠形詞/名詞,"けっかてき【結果的】
 | けっかてき【結果的】	","ある原因によって起きた状態や現象を結果からみたこと。
 | ある原因によって起きた状態や現象を結果からみたさま。
","15965,15964"
결국,副詞/名詞,"けっきょく【結局】。とうとう。ついに | けっきょく【結局】
","ことや状況が最後に落ち着く段階。
 | ことの結果として。
","17264,17260"
결근,名詞,けっきん【欠勤】,"仕事をしなければならない日に職場に行かず欠席すること。
",30267
결근하다,動詞,けっきんする【欠勤する】 ,"仕事をしなければならない日に職場に行かず欠席する。
",30269
결론,名詞,"けつろん【結論】
","言葉や文章をまとめる部分。
",15966
결론적,冠形詞,けつろんてき【結論的】,結論になるさま。 ,30283
결명자,名詞,けつめいし【決明子】。エビスグサ,"弓模様の殻の中に入っている小さな芽が、目を明るくしてくれるとして、お茶として飲んだり薬として飲む植物。また、その植物の種。
",30290
결석계,名詞,"けっせきとどけ【欠席届・欠席届け】
",学校に欠席したり欠席しようとする時、その理由を書いて提出する書面。,31460
결석생,名詞,"けっせきせい【欠席生】
",授業に欠席した生徒・学生。,31461
결승,名詞,"けっしょう【決勝】
","運動競技で最後の勝負を決めること。
",15971
겸손,名詞,"けんそん【謙遜】
",人を尊重して自分をへりくだる気持ちや態度。,30423
